HOME,AWAY,DATE,TIME (PT)
LAK,SJS,10/8/2014,7:00 PM
ARI,LAK,10/11/2014,6:00 PM
LAK,WPG,10/12/2014,7:00 PM
LAK,EDM,10/14/2014,7:30 PM
LAK,STL,10/16/2014,7:30 PM
LAK,MIN,10/19/2014,0:00 PM
LAK,BUF,10/23/2014,7:30 PM
LAK,CBJ,10/26/2014,1:00 PM
PHI,LAK,10/28/2014,4:00 PM
PIT,LAK,10/30/2014,4:00 PM
DET,LAK,10/31/2014,4:30 PM
CAR,LAK,11/2/2014,2:00 PM
DAL,LAK,11/4/2014,5:30 PM
LAK,NYI,11/6/2014,7:30 PM
LAK,VAN,11/8/2014,7:00 PM
ANH,LAK,11/12/2014,7:30 PM
LAK,DAL,11/13/2014,7:30 PM
LAK,ANH,11/15/2014,1:00 PM
LAK,FLA,11/18/2014,7:30 PM
LAK,CAR,11/20/2014,7:30 PM
DAL,LAK,11/22/2014,5:00 PM
NSH,LAK,11/25/2014,5:00 PM
MIN,LAK,11/26/2014,5:00 PM
LAK,CHI,11/29/2014,7:00 PM
LAK,BOS,12/2/2014,7:30 PM
ARI,LAK,12/4/2014,6:00 PM
LAK,PHI,12/6/2014,1:00 PM
BUF,LAK,12/9/2014,4:30 PM
OTT,LAK,12/11/2014,4:30 PM
MON,LAK,12/12/2014,4:30 PM
TOR,LAK,12/14/2014,2:00 PM
STL,LAK,12/16/2014,5:00 PM
LAK,STL,12/18/2014,7:30 PM
LAK,ARI,12/20/2014,1:00 PM
LAK,CGY,12/22/2014,7:30 PM
LAK,SJS,12/27/2014,7:00 PM
CGY,LAK,12/29/2014,6:00 PM
EDM,LAK,12/30/2014,6:30 PM
VAN,LAK,1/1/2015,7:00 PM
LAK,NSH,1/3/2015,1:00 PM
LAK,NYR,1/8/2015,7:30 PM
LAK,WPG,1/10/2015,7:00 PM
LAK,TOR,1/12/2015,7:30 PM
LAK,NJD,1/14/2015,7:30 PM
LAK,ANH,1/17/2015,7:00 PM
LAK,CGY,1/19/2015,7:30 PM
SJS,LAK,1/21/2015,7:30 PM
LAK,CHI,1/28/2015,7:30 PM
BOS,LAK,1/31/2015,4:00 PM
WSH,LAK,2/3/2015,4:00 PM
FLA,LAK,2/5/2015,4:30 PM
TBL,LAK,2/7/2015,2:00 PM
CBJ,LAK,2/9/2015,4:00 PM
LAK,CGY,2/12/2015,7:30 PM
LAK,WSH,2/14/2015,7:00 PM
LAK,TBL,2/16/2015,7:30 PM
COL,LAK,2/18/2015,7:00 PM
SJS,LAK,2/21/2015,7:00 PM
LAK,DET,2/24/2015,7:30 PM
LAK,OTT,2/26/2015,7:30 PM
ANH,LAK,2/27/2015,7:00 PM
WPG,LAK,3/1/2015,1:00 PM
EDM,LAK,3/3/2015,6:30 PM
LAK,MON,3/5/2015,7:30 PM
LAK,PIT,3/7/2015,7:00 PM
COL,LAK,3/10/2015,6:00 PM
VAN,LAK,3/12/2015,7:00 PM
LAK,NSH,3/14/2015,7:00 PM
LAK,ARI,3/16/2015,7:30 PM
ANH,LAK,3/18/2015,7:30 PM
LAK,VAN,3/21/2015,1:00 PM
NJD,LAK,3/23/2015,4:00 PM
NYR,LAK,3/24/2015,4:00 PM
NYI,LAK,3/26/2015,4:00 PM
MIN,LAK,3/28/2015,5:00 PM
CHI,LAK,3/30/2015,5:30 PM
LAK,EDM,4/2/2015,7:30 PM
LAK,COL,4/4/2015,7:00 PM
VAN,LAK,4/6/2015,7:00 PM
EDM,LAK,4/7/2015,6:30 PM
CGY,LAK,4/9/2015,6:00 PM
LAK,SJS,4/11/2015,0:00 PM
