HOME,AWAY,DATE,TIME (CT)
DET,ANH,10/8/2010,6:30 PM
CHI,DET,10/9/2010,7:30 PM
DET,COL,10/12/2010,6:30 PM
DAL,DET,10/14/2010,7:30 PM
ARI,DET,10/16/2010,8:00 PM
DET,CGY,10/21/2010,6:30 PM
DET,ANH,10/23/2010,6:00 PM
DET,ARI,10/28/2010,6:30 PM
DET,NSH,10/30/2010,6:00 PM
CGY,DET,11/3/2010,8:30 PM
EDM,DET,11/5/2010,8:00 PM
VAN,DET,11/6/2010,9:00 PM
DET,ARI,11/8/2010,6:30 PM
DET,EDM,11/11/2010,6:30 PM
DET,COL,11/13/2010,6:00 PM
DET,STL,11/17/2010,6:30 PM
DET,MIN,11/19/2010,6:30 PM
DET,CGY,11/21/2010,4:00 PM
ATL,DET,11/24/2010,6:00 PM
CBJ,DET,11/26/2010,6:00 PM
DET,CBJ,11/28/2010,4:00 PM
SJS,DET,11/30/2010,9:30 PM
ANH,DET,12/3/2010,9:00 PM
LAK,DET,12/4/2010,9:30 PM
DET,SJS,12/6/2010,6:30 PM
DET,NSH,12/8/2010,6:30 PM
DET,MON,12/10/2010,6:00 PM
NJD,DET,12/11/2010,6:00 PM
DET,LAK,12/13/2010,6:30 PM
DET,STL,12/15/2010,6:30 PM
CHI,DET,12/17/2010,7:30 PM
DET,DAL,12/19/2010,4:00 PM
DET,VAN,12/22/2010,6:30 PM
STL,DET,12/23/2010,7:00 PM
MIN,DET,12/26/2010,6:00 PM
COL,DET,12/27/2010,8:00 PM
DAL,DET,12/29/2010,7:30 PM
DET,NYI,12/31/2010,6:00 PM
DET,PHI,1/2/2011,4:00 PM
EDM,DET,1/4/2011,8:00 PM
CGY,DET,1/7/2011,8:00 PM
VAN,DET,1/8/2011,9:00 PM
COL,DET,1/10/2011,8:30 PM
CBJ,DET,1/14/2011,6:00 PM
DET,CBJ,1/15/2011,6:00 PM
PIT,DET,1/18/2011,6:00 PM
STL,DET,1/20/2011,7:00 PM
DET,CHI,1/22/2011,1:00 PM
DET,NJD,1/26/2011,6:30 PM
OTT,DET,2/2/2011,6:00 PM
DET,CBJ,2/4/2011,6:30 PM
NSH,DET,2/5/2011,7:00 PM
DET,NYR,2/7/2011,6:30 PM
DET,NSH,2/9/2011,6:30 PM
BOS,DET,2/11/2011,6:00 PM
DET,BOS,2/13/2011,11:30 PM
TBL,DET,2/17/2011,6:30 PM
FLA,DET,2/18/2011,6:30 PM
MIN,DET,2/20/2011,11:30 PM
DET,SJS,2/22/2011,6:30 PM
DET,DAL,2/24/2011,6:30 PM
BUF,DET,2/26/2011,6:00 PM
LAK,DET,2/28/2011,9:30 PM
ANH,DET,3/2/2011,9:00 PM
SJS,DET,3/3/2011,9:30 PM
ARI,DET,3/5/2011,7:00 PM
DET,LAK,3/9/2011,6:30 PM
DET,EDM,3/11/2011,6:30 PM
STL,DET,3/12/2011,7:00 PM
DET,WSH,3/16/2011,6:30 PM
CBJ,DET,3/17/2011,6:00 PM
NSH,DET,3/19/2011,7:00 PM
DET,PIT,3/21/2011,6:30 PM
DET,VAN,3/23/2011,6:30 PM
DET,TOR,3/26/2011,6:00 PM
DET,CHI,3/28/2011,6:30 PM
DET,STL,3/30/2011,6:30 PM
NSH,DET,4/2/2011,2:00 PM
DET,MIN,4/3/2011,4:00 PM
CAR,DET,4/6/2011,6:00 PM
DET,CHI,4/8/2011,6:30 PM
CHI,DET,4/10/2011,11:30 PM
