HOME,AWAY,DATE,TIME (CT)
COL,CHI,10/7/2010,9:00 PM
CHI,DET,10/9/2010,7:30 PM
BUF,CHI,10/11/2010,6:00 PM
CHI,NSH,10/13/2010,7:30 PM
CBJ,CHI,10/15/2010,6:00 PM
CHI,BUF,10/16/2010,7:30 PM
CHI,STL,10/18/2010,7:30 PM
CHI,VAN,10/20/2010,8:00 PM
STL,CHI,10/22/2010,7:00 PM
CHI,CBJ,10/23/2010,7:30 PM
CHI,LAK,10/27/2010,7:30 PM
CHI,EDM,10/29/2010,7:30 PM
MIN,CHI,10/30/2010,7:00 PM
NYR,CHI,11/1/2010,6:00 PM
CHI,NJD,11/3/2010,7:30 PM
ATL,CHI,11/6/2010,6:00 PM
CHI,EDM,11/7/2010,6:00 PM
CHI,ARI,11/10/2010,7:30 PM
NSH,CHI,11/13/2010,7:00 PM
CHI,ANH,11/14/2010,6:00 PM
EDM,CHI,11/17/2010,8:30 PM
CGY,CHI,11/19/2010,8:30 PM
VAN,CHI,11/20/2010,9:00 PM
SJS,CHI,11/24/2010,9:30 PM
ANH,CHI,11/26/2010,3:00 PM
LAK,CHI,11/27/2010,9:30 PM
CHI,STL,11/30/2010,7:00 PM
CHI,VAN,12/3/2010,7:30 PM
CHI,CGY,12/5/2010,6:00 PM
CHI,DAL,12/8/2010,7:30 PM
SJS,CHI,12/11/2010,9:30 PM
COL,CHI,12/13/2010,8:00 PM
CHI,COL,12/15/2010,7:30 PM
CHI,DET,12/17/2010,7:30 PM
CHI,LAK,12/19/2010,6:00 PM
CHI,NSH,12/22/2010,7:30 PM
CHI,CBJ,12/26/2010,6:00 PM
STL,CHI,12/28/2010,7:00 PM
CHI,SJS,12/30/2010,7:30 PM
ANH,CHI,1/2/2011,7:00 PM
LAK,CHI,1/3/2011,8:00 PM
CHI,DAL,1/5/2011,7:30 PM
CHI,OTT,1/7/2011,7:30 PM
CHI,NYI,1/9/2011,6:00 PM
CHI,COL,1/12/2011,7:30 PM
NSH,CHI,1/15/2011,7:00 PM
CHI,NSH,1/16/2011,6:00 PM
DET,CHI,1/22/2011,1:00 PM
CHI,PHI,1/23/2011,11:30 PM
CHI,MIN,1/25/2011,7:30 PM
CBJ,CHI,2/1/2011,6:00 PM
VAN,CHI,2/4/2011,9:00 PM
CGY,CHI,2/7/2011,8:30 PM
EDM,CHI,2/9/2011,8:30 PM
DAL,CHI,2/11/2011,7:30 PM
ARI,CHI,2/12/2011,7:00 PM
CHI,MIN,2/16/2011,7:00 PM
CHI,CBJ,2/18/2011,7:30 PM
CHI,PIT,2/20/2011,2:30 PM
STL,CHI,2/21/2011,1:00 PM
NSH,CHI,2/24/2011,7:00 PM
CHI,ARI,2/27/2011,6:00 PM
MIN,CHI,2/28/2011,7:00 PM
CHI,CGY,3/2/2011,8:00 PM
CHI,CAR,3/4/2011,7:30 PM
TOR,CHI,3/5/2011,6:00 PM
FLA,CHI,3/8/2011,6:30 PM
TBL,CHI,3/9/2011,6:30 PM
WSH,CHI,3/13/2011,11:30 PM
CHI,SJS,3/14/2011,7:00 PM
DAL,CHI,3/17/2011,7:30 PM
ARI,CHI,3/20/2011,7:00 PM
CHI,FLA,3/23/2011,7:30 PM
CHI,ANH,3/26/2011,7:30 PM
DET,CHI,3/28/2011,6:30 PM
BOS,CHI,3/29/2011,6:30 PM
CBJ,CHI,4/1/2011,6:00 PM
CHI,TBL,4/3/2011,6:00 PM
MON,CHI,4/5/2011,6:30 PM
CHI,STL,4/6/2011,7:00 PM
DET,CHI,4/8/2011,6:30 PM
CHI,DET,4/10/2011,11:30 PM
