HOME,AWAY,DATE,TIME (ET)
TOR,MON,10/7/2010,7:00 PM
TOR,OTT,10/9/2010,7:00 PM
PIT,TOR,10/13/2010,7:30 PM
NYR,TOR,10/15/2010,7:00 PM
TOR,NYI,10/18/2010,7:00 PM
TOR,NYR,10/21/2010,7:00 PM
PHI,TOR,10/23/2010,7:00 PM
TOR,FLA,10/26/2010,7:00 PM
BOS,TOR,10/28/2010,7:00 PM
TOR,NYR,10/30/2010,7:00 PM
TOR,OTT,11/2/2010,7:00 PM
WSH,TOR,11/3/2010,7:00 PM
TOR,BUF,11/6/2010,7:00 PM
TBL,TOR,11/9/2010,7:30 PM
FLA,TOR,11/10/2010,7:30 PM
TOR,VAN,11/13/2010,7:00 PM
TOR,NSH,11/16/2010,7:00 PM
TOR,NJD,11/18/2010,7:00 PM
MON,TOR,11/20/2010,7:00 PM
TOR,DAL,11/22/2010,7:00 PM
BUF,TOR,11/26/2010,7:30 PM
OTT,TOR,11/27/2010,7:00 PM
TOR,TBL,11/30/2010,7:00 PM
TOR,EDM,12/2/2010,7:00 PM
TOR,BOS,12/4/2010,7:00 PM
WSH,TOR,12/6/2010,7:00 PM
PIT,TOR,12/8/2010,7:00 PM
TOR,PHI,12/9/2010,7:00 PM
TOR,MON,12/11/2010,7:00 PM
EDM,TOR,12/14/2010,9:00 PM
CGY,TOR,12/16/2010,9:30 PM
VAN,TOR,12/18/2010,7:00 PM
TOR,ATL,12/20/2010,7:00 PM
NJD,TOR,12/26/2010,7:00 PM
TOR,CAR,12/28/2010,7:00 PM
TOR,CBJ,12/30/2010,7:00 PM
OTT,TOR,1/1/2011,7:00 PM
TOR,BOS,1/3/2011,7:00 PM
TOR,STL,1/6/2011,7:00 PM
ATL,TOR,1/7/2011,7:30 PM
LAK,TOR,1/10/2011,10:30 PM
SJS,TOR,1/11/2011,10:30 PM
ARI,TOR,1/13/2011,9:00 PM
TOR,CGY,1/15/2011,7:00 PM
NYR,TOR,1/19/2011,7:00 PM
TOR,ANH,1/20/2011,7:00 PM
TOR,WSH,1/22/2011,7:00 PM
CAR,TOR,1/24/2011,7:00 PM
TBL,TOR,1/25/2011,7:30 PM
TOR,FLA,2/1/2011,7:00 PM
TOR,CAR,2/3/2011,7:00 PM
BUF,TOR,2/5/2011,7:00 PM
TOR,ATL,2/7/2011,7:00 PM
NYI,TOR,2/8/2011,7:00 PM
TOR,NJD,2/10/2011,7:00 PM
MON,TOR,2/12/2011,7:00 PM
BOS,TOR,2/15/2011,7:00 PM
BUF,TOR,2/16/2011,7:00 PM
TOR,OTT,2/19/2011,7:00 PM
TOR,NYI,2/22/2011,7:00 PM
MON,TOR,2/24/2011,7:30 PM
TOR,PIT,2/26/2011,7:00 PM
ATL,TOR,2/27/2011,5:00 PM
TOR,PIT,3/2/2011,7:00 PM
PHI,TOR,3/3/2011,7:00 PM
TOR,CHI,3/5/2011,7:00 PM
NYI,TOR,3/8/2011,7:00 PM
TOR,PHI,3/10/2011,7:00 PM
TOR,BUF,3/12/2011,7:00 PM
TOR,TBL,3/14/2011,7:00 PM
CAR,TOR,3/16/2011,7:00 PM
FLA,TOR,3/17/2011,7:30 PM
TOR,BOS,3/19/2011,7:00 PM
MIN,TOR,3/22/2011,8:00 PM
COL,TOR,3/24/2011,9:00 PM
DET,TOR,3/26/2011,7:00 PM
TOR,BUF,3/29/2011,7:00 PM
BOS,TOR,3/31/2011,7:00 PM
OTT,TOR,4/2/2011,7:00 PM
TOR,WSH,4/5/2011,7:00 PM
NJD,TOR,4/6/2011,7:00 PM
TOR,MON,4/9/2011,7:00 PM
