HOME,AWAY,DATE,TIME (MT)
COL,CHI,10/7/2010,8:00 PM
PHI,COL,10/11/2010,5:00 PM
DET,COL,10/12/2010,5:30 PM
NJD,COL,10/15/2010,5:00 PM
NYI,COL,10/16/2010,5:00 PM
NYR,COL,10/18/2010,5:00 PM
COL,SJS,10/21/2010,7:00 PM
COL,LAK,10/23/2010,7:00 PM
VAN,COL,10/26/2010,8:00 PM
CGY,COL,10/28/2010,7:30 PM
COL,CBJ,10/30/2010,7:00 PM
COL,VAN,11/4/2010,7:00 PM
COL,DAL,11/6/2010,7:00 PM
COL,CGY,11/9/2010,7:30 PM
CBJ,COL,11/12/2010,5:00 PM
DET,COL,11/13/2010,5:00 PM
COL,STL,11/15/2010,6:00 PM
COL,SJS,11/17/2010,7:00 PM
COL,NYR,11/19/2010,7:00 PM
DAL,COL,11/20/2010,6:00 PM
VAN,COL,11/24/2010,8:00 PM
EDM,COL,11/25/2010,7:00 PM
COL,MIN,11/27/2010,7:00 PM
COL,ATL,11/30/2010,8:00 PM
CAR,COL,12/3/2010,5:00 PM
TBL,COL,12/4/2010,5:30 PM
FLA,COL,12/7/2010,5:30 PM
ATL,COL,12/10/2010,5:30 PM
WSH,COL,12/11/2010,5:00 PM
COL,CHI,12/13/2010,7:00 PM
CHI,COL,12/15/2010,6:30 PM
COL,OTT,12/17/2010,7:00 PM
COL,MON,12/19/2010,6:00 PM
COL,LAK,12/21/2010,7:30 PM
COL,MIN,12/23/2010,7:00 PM
COL,DET,12/27/2010,7:00 PM
EDM,COL,12/30/2010,7:30 PM
CGY,COL,12/31/2010,7:00 PM
COL,VAN,1/2/2011,6:00 PM
COL,BUF,1/4/2011,7:00 PM
COL,ARI,1/6/2011,7:00 PM
COL,NYI,1/8/2011,1:00 PM
COL,DET,1/10/2011,7:30 PM
CHI,COL,1/12/2011,6:30 PM
MIN,COL,1/14/2011,6:00 PM
COL,VAN,1/18/2011,7:00 PM
COL,NSH,1/20/2011,7:00 PM
COL,BOS,1/22/2011,1:00 PM
COL,STL,1/24/2011,7:30 PM
COL,ARI,1/26/2011,7:00 PM
COL,MIN,2/3/2011,7:00 PM
COL,ANH,2/5/2011,1:00 PM
ARI,COL,2/7/2011,7:30 PM
MIN,COL,2/9/2011,6:00 PM
CBJ,COL,2/11/2011,5:00 PM
NSH,COL,2/12/2011,6:00 PM
COL,CGY,2/14/2011,8:00 PM
COL,PIT,2/16/2011,7:00 PM
SJS,COL,2/19/2011,8:30 PM
STL,COL,2/22/2011,6:00 PM
COL,EDM,2/23/2011,7:30 PM
LAK,COL,2/26/2011,2:00 PM
ANH,COL,2/27/2011,6:00 PM
SJS,COL,3/1/2011,8:30 PM
COL,EDM,3/5/2011,8:00 PM
MIN,COL,3/8/2011,6:00 PM
COL,ANH,3/11/2011,7:00 PM
NSH,COL,3/12/2011,6:00 PM
VAN,COL,3/16/2011,8:00 PM
CGY,COL,3/17/2011,7:00 PM
EDM,COL,3/19/2011,8:00 PM
COL,CBJ,3/22/2011,7:00 PM
COL,TOR,3/24/2011,7:00 PM
LAK,COL,3/26/2011,2:00 PM
ANH,COL,3/28/2011,8:00 PM
COL,NSH,3/31/2011,7:00 PM
ARI,COL,4/1/2011,8:00 PM
COL,CGY,4/3/2011,6:00 PM
STL,COL,4/5/2011,6:00 PM
DAL,COL,4/7/2011,6:30 PM
COL,DAL,4/8/2011,7:00 PM
COL,EDM,4/10/2011,1:00 PM
