HOME,AWAY,DATE,TIME (CT)
MIN,CAR,10/7/2010,11:00 PM
CAR,MIN,10/8/2010,11:00 PM
MIN,EDM,10/14/2010,7:30 PM
MIN,CBJ,10/16/2010,7:00 PM
MIN,VAN,10/19/2010,8:00 PM
EDM,MIN,10/21/2010,8:30 PM
VAN,MIN,10/22/2010,9:00 PM
MIN,LAK,10/25/2010,7:00 PM
MIN,WSH,10/28/2010,7:00 PM
MIN,CHI,10/30/2010,7:00 PM
MIN,SJS,11/2/2010,7:00 PM
MIN,CGY,11/5/2010,7:00 PM
CBJ,MIN,11/6/2010,6:00 PM
ATL,MIN,11/11/2010,6:00 PM
FLA,MIN,11/12/2010,6:30 PM
TBL,MIN,11/14/2010,4:00 PM
MIN,ANH,11/17/2010,7:00 PM
DET,MIN,11/19/2010,6:30 PM
MIN,NYR,11/20/2010,7:00 PM
MIN,PHI,11/24/2010,7:00 PM
MIN,NSH,11/26/2010,1:00 PM
COL,MIN,11/27/2010,8:00 PM
CGY,MIN,11/29/2010,8:00 PM
MIN,ARI,12/1/2010,7:00 PM
MIN,CGY,12/3/2010,7:00 PM
DAL,MIN,12/4/2010,7:00 PM
ARI,MIN,12/9/2010,8:00 PM
LAK,MIN,12/11/2010,9:30 PM
ANH,MIN,12/12/2010,7:00 PM
MIN,OTT,12/16/2010,7:00 PM
CGY,MIN,12/18/2010,9:00 PM
MIN,CGY,12/20/2010,7:00 PM
COL,MIN,12/23/2010,8:00 PM
MIN,DET,12/26/2010,6:00 PM
CBJ,MIN,12/27/2010,6:30 PM
MIN,SJS,12/29/2010,7:00 PM
MIN,NSH,12/31/2010,5:00 PM
MIN,ARI,1/2/2011,5:00 PM
NJD,MIN,1/4/2011,6:00 PM
BOS,MIN,1/6/2011,6:00 PM
PIT,MIN,1/8/2011,6:00 PM
MIN,DAL,1/9/2011,5:00 PM
NSH,MIN,1/11/2011,7:00 PM
MIN,COL,1/14/2011,7:00 PM
MIN,VAN,1/16/2011,5:00 PM
EDM,MIN,1/18/2011,8:30 PM
CGY,MIN,1/19/2011,8:30 PM
SJS,MIN,1/22/2011,9:30 PM
CHI,MIN,1/25/2011,7:30 PM
MIN,LAK,2/1/2011,7:00 PM
COL,MIN,2/3/2011,8:00 PM
ARI,MIN,2/5/2011,7:00 PM
MIN,COL,2/9/2011,7:00 PM
STL,MIN,2/11/2011,7:00 PM
MIN,STL,2/12/2011,8:00 PM
MIN,VAN,2/15/2011,7:00 PM
CHI,MIN,2/16/2011,7:00 PM
MIN,ANH,2/18/2011,7:00 PM
MIN,DET,2/20/2011,11:30 PM
MIN,EDM,2/22/2011,7:00 PM
LAK,MIN,2/24/2011,9:30 PM
ANH,MIN,2/25/2011,9:00 PM
MIN,CHI,2/28/2011,7:00 PM
NYI,MIN,3/2/2011,6:00 PM
NYR,MIN,3/3/2011,6:00 PM
MIN,BUF,3/6/2011,5:00 PM
MIN,COL,3/8/2011,7:00 PM
NSH,MIN,3/10/2011,7:00 PM
DAL,MIN,3/11/2011,7:30 PM
VAN,MIN,3/14/2011,9:00 PM
SJS,MIN,3/17/2011,9:30 PM
MIN,CBJ,3/19/2011,1:00 PM
MIN,MON,3/20/2011,5:00 PM
MIN,TOR,3/22/2011,7:00 PM
MIN,STL,3/26/2011,7:00 PM
STL,MIN,3/29/2011,7:00 PM
MIN,EDM,3/31/2011,7:00 PM
MIN,TBL,4/2/2011,1:00 PM
DET,MIN,4/3/2011,4:00 PM
VAN,MIN,4/7/2011,9:00 PM
EDM,MIN,4/8/2011,8:00 PM
MIN,DAL,4/10/2011,5:00 PM
