HOME,AWAY,DATE,TIME (CT)
STL,PHI,10/9/2010,7:00 PM
STL,ANH,10/11/2010,1:00 PM
NSH,STL,10/14/2010,7:00 PM
DAL,STL,10/16/2010,7:30 PM
CHI,STL,10/18/2010,7:30 PM
STL,CHI,10/22/2010,7:00 PM
STL,PIT,10/23/2010,7:00 PM
NSH,STL,10/28/2010,7:00 PM
STL,ATL,10/30/2010,7:00 PM
STL,SJS,11/4/2010,7:00 PM
BOS,STL,11/6/2010,6:00 PM
NYR,STL,11/7/2010,6:00 PM
CBJ,STL,11/10/2010,6:00 PM
STL,NSH,11/11/2010,7:00 PM
ARI,STL,11/13/2010,7:00 PM
COL,STL,11/15/2010,7:00 PM
DET,STL,11/17/2010,6:30 PM
STL,OTT,11/19/2010,7:00 PM
STL,NJD,11/20/2010,7:00 PM
NSH,STL,11/24/2010,7:00 PM
DAL,STL,11/26/2010,7:30 PM
STL,DAL,11/27/2010,7:00 PM
CHI,STL,11/30/2010,7:00 PM
STL,WSH,12/1/2010,7:00 PM
EDM,STL,12/4/2010,9:00 PM
VAN,STL,12/5/2010,8:00 PM
STL,CBJ,12/9/2010,7:00 PM
STL,CAR,12/11/2010,7:00 PM
DET,STL,12/15/2010,6:30 PM
STL,LAK,12/16/2010,7:00 PM
STL,SJS,12/18/2010,7:00 PM
STL,VAN,12/20/2010,7:00 PM
ATL,STL,12/21/2010,6:00 PM
STL,DET,12/23/2010,7:00 PM
STL,NSH,12/26/2010,6:00 PM
STL,CHI,12/28/2010,7:00 PM
STL,ARI,12/31/2010,7:30 PM
STL,DAL,1/2/2011,5:00 PM
TOR,STL,1/6/2011,6:00 PM
STL,NYR,1/8/2011,7:00 PM
STL,ARI,1/10/2011,8:00 PM
ANH,STL,1/12/2011,9:00 PM
LAK,STL,1/13/2011,9:30 PM
SJS,STL,1/15/2011,9:30 PM
STL,LAK,1/18/2011,7:00 PM
STL,DET,1/20/2011,7:00 PM
STL,CBJ,1/22/2011,7:00 PM
COL,STL,1/24/2011,8:30 PM
CGY,STL,1/26/2011,9:00 PM
STL,EDM,2/4/2011,7:00 PM
TBL,STL,2/6/2011,2:00 PM
FLA,STL,2/8/2011,6:30 PM
STL,MIN,2/11/2011,7:00 PM
MIN,STL,2/12/2011,8:00 PM
STL,VAN,2/14/2011,7:00 PM
BUF,STL,2/18/2011,6:30 PM
STL,ANH,2/19/2011,7:00 PM
STL,CHI,2/21/2011,1:00 PM
STL,COL,2/22/2011,7:00 PM
VAN,STL,2/24/2011,9:00 PM
EDM,STL,2/25/2011,8:00 PM
CGY,STL,2/27/2011,7:00 PM
STL,CGY,3/1/2011,7:00 PM
WSH,STL,3/3/2011,6:00 PM
NYI,STL,3/5/2011,0:00 PM
STL,CBJ,3/7/2011,8:00 PM
CBJ,STL,3/9/2011,6:00 PM
STL,MON,3/10/2011,7:00 PM
STL,DET,3/12/2011,7:00 PM
ANH,STL,3/16/2011,9:00 PM
LAK,STL,3/17/2011,9:30 PM
SJS,STL,3/19/2011,9:30 PM
ARI,STL,3/22/2011,9:00 PM
STL,EDM,3/24/2011,7:00 PM
MIN,STL,3/26/2011,7:00 PM
STL,MIN,3/29/2011,7:00 PM
DET,STL,3/30/2011,6:30 PM
STL,CGY,4/1/2011,7:00 PM
CBJ,STL,4/3/2011,4:00 PM
STL,COL,4/5/2011,7:00 PM
CHI,STL,4/6/2011,7:00 PM
STL,NSH,4/9/2011,7:00 PM
