HOME,AWAY,DATE,TIME (PT)
CBJ,SJS,10/8/2010,0:00 PM
SJS,CBJ,10/9/2010,0:00 PM
SJS,ATL,10/16/2010,7:30 PM
SJS,CAR,10/19/2010,7:30 PM
COL,SJS,10/21/2010,6:00 PM
EDM,SJS,10/23/2010,7:00 PM
CGY,SJS,10/24/2010,5:00 PM
SJS,NJD,10/27/2010,7:30 PM
SJS,ANH,10/30/2010,7:30 PM
MIN,SJS,11/2/2010,5:00 PM
STL,SJS,11/4/2010,5:00 PM
SJS,TBL,11/6/2010,7:30 PM
SJS,ANH,11/9/2010,7:30 PM
SJS,NYI,11/11/2010,7:30 PM
SJS,CGY,11/13/2010,7:00 PM
SJS,LAK,11/15/2010,7:30 PM
COL,SJS,11/17/2010,6:00 PM
DAL,SJS,11/18/2010,5:30 PM
SJS,CBJ,11/20/2010,7:30 PM
SJS,CHI,11/24/2010,7:30 PM
VAN,SJS,11/26/2010,7:00 PM
EDM,SJS,11/27/2010,7:00 PM
SJS,DET,11/30/2010,7:30 PM
OTT,SJS,12/2/2010,4:30 PM
MON,SJS,12/4/2010,11:00 PM
DET,SJS,12/6/2010,4:30 PM
PHI,SJS,12/8/2010,4:00 PM
BUF,SJS,12/9/2010,4:00 PM
SJS,CHI,12/11/2010,7:30 PM
SJS,DAL,12/13/2010,7:30 PM
NSH,SJS,12/15/2010,5:00 PM
DAL,SJS,12/16/2010,5:30 PM
STL,SJS,12/18/2010,5:00 PM
SJS,EDM,12/21/2010,7:30 PM
SJS,ARI,12/23/2010,7:30 PM
SJS,LAK,12/27/2010,7:30 PM
MIN,SJS,12/29/2010,5:00 PM
CHI,SJS,12/30/2010,5:30 PM
LAK,SJS,1/1/2011,6:00 PM
SJS,VAN,1/3/2011,7:30 PM
SJS,BUF,1/6/2011,7:30 PM
SJS,NSH,1/8/2011,5:00 PM
ANH,SJS,1/9/2011,5:00 PM
SJS,TOR,1/11/2011,7:30 PM
SJS,EDM,1/13/2011,7:30 PM
SJS,STL,1/15/2011,7:30 PM
ARI,SJS,1/17/2011,1:00 PM
VAN,SJS,1/20/2011,7:00 PM
SJS,MIN,1/22/2011,7:30 PM
LAK,SJS,1/26/2011,7:30 PM
SJS,ARI,2/1/2011,7:00 PM
ANH,SJS,2/2/2011,7:00 PM
BOS,SJS,2/5/2011,10:00 PM
WSH,SJS,2/8/2011,4:00 PM
CBJ,SJS,2/9/2011,4:00 PM
NJD,SJS,2/11/2011,4:00 PM
FLA,SJS,2/13/2011,2:00 PM
NSH,SJS,2/15/2011,5:00 PM
SJS,WSH,2/17/2011,7:30 PM
SJS,COL,2/19/2011,7:30 PM
DET,SJS,2/22/2011,4:30 PM
PIT,SJS,2/23/2011,4:30 PM
CGY,SJS,2/25/2011,6:00 PM
SJS,COL,3/1/2011,7:30 PM
SJS,DET,3/3/2011,7:30 PM
SJS,DAL,3/5/2011,7:30 PM
SJS,NSH,3/8/2011,7:30 PM
SJS,VAN,3/10/2011,7:30 PM
SJS,NYR,3/12/2011,7:30 PM
CHI,SJS,3/14/2011,5:00 PM
DAL,SJS,3/15/2011,5:30 PM
SJS,MIN,3/17/2011,7:30 PM
SJS,STL,3/19/2011,7:30 PM
SJS,CGY,3/23/2011,7:00 PM
LAK,SJS,3/24/2011,7:30 PM
ARI,SJS,3/26/2011,6:00 PM
SJS,DAL,3/31/2011,7:30 PM
SJS,ANH,4/2/2011,7:30 PM
SJS,LAK,4/4/2011,7:00 PM
ANH,SJS,4/6/2011,7:00 PM
ARI,SJS,4/8/2011,7:00 PM
SJS,ARI,4/9/2011,7:30 PM
