HOME,AWAY,DATE,TIME (PT)
DET,ANH,10/8/2010,4:30 PM
NSH,ANH,10/9/2010,5:00 PM
STL,ANH,10/11/2010,11:00 PM
ANH,VAN,10/13/2010,7:00 PM
ANH,ATL,10/15/2010,7:00 PM
ANH,ARI,10/17/2010,5:00 PM
CBJ,ANH,10/20/2010,4:00 PM
PHI,ANH,10/21/2010,4:00 PM
DET,ANH,10/23/2010,4:00 PM
DAL,ANH,10/26/2010,6:00 PM
ANH,NJD,10/29/2010,7:00 PM
SJS,ANH,10/30/2010,7:30 PM
ANH,TBL,11/3/2010,7:00 PM
ANH,PIT,11/5/2010,7:00 PM
ANH,NSH,11/7/2010,5:00 PM
SJS,ANH,11/9/2010,7:30 PM
ANH,NYI,11/10/2010,7:00 PM
ANH,DAL,11/12/2010,7:00 PM
CHI,ANH,11/14/2010,4:00 PM
DAL,ANH,11/16/2010,6:00 PM
MIN,ANH,11/17/2010,5:00 PM
ANH,CBJ,11/19/2010,7:00 PM
ANH,EDM,11/21/2010,5:00 PM
ANH,CHI,11/26/2010,1:00 PM
ARI,ANH,11/27/2010,5:00 PM
ANH,LAK,11/29/2010,7:00 PM
ANH,FLA,12/1/2010,7:00 PM
ANH,DET,12/3/2010,7:00 PM
ANH,ARI,12/5/2010,5:00 PM
EDM,ANH,12/7/2010,6:30 PM
VAN,ANH,12/8/2010,7:00 PM
ANH,CGY,12/10/2010,7:00 PM
ANH,MIN,12/12/2010,5:00 PM
WSH,ANH,12/15/2010,4:00 PM
NYI,ANH,12/16/2010,4:00 PM
CAR,ANH,12/18/2010,4:00 PM
BOS,ANH,12/20/2010,4:30 PM
BUF,ANH,12/21/2010,4:00 PM
LAK,ANH,12/26/2010,6:00 PM
ARI,ANH,12/28/2010,6:00 PM
ANH,PHI,12/31/2010,5:00 PM
ANH,CHI,1/2/2011,5:00 PM
ANH,NSH,1/5/2011,7:00 PM
ANH,CBJ,1/7/2011,7:00 PM
ANH,SJS,1/9/2011,5:00 PM
ANH,STL,1/12/2011,7:00 PM
ARI,ANH,1/15/2011,5:00 PM
ANH,EDM,1/16/2011,5:00 PM
OTT,ANH,1/18/2011,4:30 PM
TOR,ANH,1/20/2011,4:00 PM
MON,ANH,1/22/2011,4:00 PM
CBJ,ANH,1/25/2011,4:00 PM
ANH,SJS,2/2/2011,7:00 PM
COL,ANH,2/5/2011,0:00 PM
VAN,ANH,2/9/2011,7:00 PM
CGY,ANH,2/11/2011,6:00 PM
EDM,ANH,2/13/2011,5:00 PM
ANH,WSH,2/16/2011,7:00 PM
MIN,ANH,2/18/2011,5:00 PM
STL,ANH,2/19/2011,5:00 PM
ANH,LAK,2/23/2011,7:00 PM
ANH,MIN,2/25/2011,7:00 PM
ANH,COL,2/27/2011,5:00 PM
ANH,DET,3/2/2011,7:00 PM
ANH,DAL,3/4/2011,7:00 PM
ANH,VAN,3/6/2011,5:00 PM
ANH,NYR,3/9/2011,7:30 PM
COL,ANH,3/11/2011,6:00 PM
ANH,ARI,3/13/2011,5:00 PM
ANH,STL,3/16/2011,7:00 PM
LAK,ANH,3/19/2011,7:30 PM
ANH,CGY,3/20/2011,5:00 PM
DAL,ANH,3/23/2011,5:30 PM
NSH,ANH,3/24/2011,5:00 PM
CHI,ANH,3/26/2011,5:30 PM
ANH,COL,3/28/2011,7:00 PM
CGY,ANH,3/30/2011,6:30 PM
SJS,ANH,4/2/2011,7:30 PM
ANH,DAL,4/3/2011,5:00 PM
ANH,SJS,4/6/2011,7:00 PM
ANH,LAK,4/8/2011,7:00 PM
LAK,ANH,4/9/2011,7:30 PM
