HOME,AWAY,DATE,TIME (PT)
SJS,ANH,10/9/2008,7:30 PM
ANH,ARI,10/12/2008,5:00 PM
LAK,ANH,10/14/2008,7:30 PM
ANH,EDM,10/15/2008,7:00 PM
ANH,SJS,10/17/2008,7:00 PM
ANH,CAR,10/19/2008,5:00 PM
TOR,ANH,10/21/2008,4:00 PM
OTT,ANH,10/24/2008,4:00 PM
MON,ANH,10/25/2008,4:00 PM
CBJ,ANH,10/27/2008,4:00 PM
ANH,DET,10/29/2008,7:00 PM
ANH,VAN,10/31/2008,7:00 PM
ANH,CGY,11/2/2008,5:00 PM
LAK,ANH,11/4/2008,7:30 PM
ANH,STL,11/5/2008,7:00 PM
ANH,DAL,11/7/2008,7:00 PM
ANH,FLA,11/9/2008,5:00 PM
ANH,NSH,11/14/2008,7:00 PM
ANH,LAK,11/16/2008,5:00 PM
ANH,WSH,11/19/2008,7:00 PM
STL,ANH,11/21/2008,5:30 PM
DAL,ANH,11/22/2008,5:00 PM
ANH,COL,11/24/2008,7:00 PM
ANH,CHI,11/28/2008,1:00 PM
CAR,ANH,11/30/2008,4:00 PM
DET,ANH,12/1/2008,4:30 PM
CHI,ANH,12/3/2008,5:30 PM
ANH,CBJ,12/7/2008,5:00 PM
ANH,STL,12/10/2008,7:00 PM
SJS,ANH,12/11/2008,7:30 PM
ANH,MIN,12/14/2008,5:00 PM
ANH,NYR,12/16/2008,7:00 PM
EDM,ANH,12/19/2008,6:00 PM
VAN,ANH,12/22/2008,7:00 PM
CGY,ANH,12/23/2008,6:00 PM
DAL,ANH,12/27/2008,5:00 PM
STL,ANH,12/28/2008,3:00 PM
ANH,CBJ,12/31/2008,6:00 PM
ANH,PHI,1/2/2009,7:00 PM
ANH,ARI,1/4/2009,5:00 PM
ANH,LAK,1/6/2009,7:00 PM
LAK,ANH,1/8/2009,7:30 PM
ANH,TBL,1/9/2009,7:00 PM
ANH,NJD,1/11/2009,5:00 PM
ANH,DET,1/14/2009,7:00 PM
PIT,ANH,1/16/2009,4:30 PM
MIN,ANH,1/17/2009,6:00 PM
NYR,ANH,1/20/2009,4:00 PM
NYI,ANH,1/21/2009,4:00 PM
ARI,ANH,1/27/2009,6:00 PM
ANH,CHI,1/28/2009,7:00 PM
COL,ANH,1/31/2009,0:00 PM
ANH,BUF,2/2/2009,7:00 PM
MIN,ANH,2/4/2009,5:00 PM
NSH,ANH,2/5/2009,5:00 PM
CGY,ANH,2/7/2009,0:00 PM
ANH,CGY,2/11/2009,7:00 PM
ANH,ATL,2/15/2009,5:00 PM
ANH,LAK,2/18/2009,7:00 PM
DET,ANH,2/20/2009,4:30 PM
CBJ,ANH,2/21/2009,4:00 PM
BUF,ANH,2/24/2009,4:00 PM
BOS,ANH,2/26/2009,4:00 PM
DAL,ANH,2/28/2009,0:00 PM
CHI,ANH,3/3/2009,5:30 PM
ANH,DAL,3/6/2009,7:00 PM
ANH,MIN,3/8/2009,5:00 PM
ANH,VAN,3/11/2009,7:00 PM
ANH,SJS,3/15/2009,5:00 PM
ANH,NSH,3/18/2009,7:00 PM
ARI,ANH,3/19/2009,7:00 PM
ANH,ARI,3/22/2009,5:00 PM
NSH,ANH,3/24/2009,5:00 PM
COL,ANH,3/25/2009,6:00 PM
ANH,EDM,3/27/2009,7:00 PM
ANH,COL,3/29/2009,5:00 PM
EDM,ANH,3/31/2009,6:30 PM
VAN,ANH,4/2/2009,7:00 PM
SJS,ANH,4/4/2009,7:00 PM
ANH,SJS,4/5/2009,5:00 PM
ANH,DAL,4/10/2009,7:00 PM
ARI,ANH,4/11/2009,5:00 PM
