HOME,AWAY,DATE,TIME (CT)
DAL,CBJ,10/10/2008,7:30 PM
ARI,CBJ,10/11/2008,9:00 PM
SJS,CBJ,10/14/2008,9:30 PM
CBJ,NSH,10/17/2008,6:00 PM
NSH,CBJ,10/18/2008,7:00 PM
CBJ,VAN,10/21/2008,6:00 PM
CBJ,NYR,10/24/2008,6:00 PM
MIN,CBJ,10/25/2008,7:00 PM
CBJ,ANH,10/27/2008,6:00 PM
COL,CBJ,10/30/2008,8:00 PM
CBJ,CHI,11/1/2008,6:00 PM
NYI,CBJ,11/3/2008,6:00 PM
CBJ,EDM,11/5/2008,6:30 PM
CBJ,MON,11/7/2008,6:00 PM
CBJ,CGY,11/8/2008,6:00 PM
CBJ,ARI,11/12/2008,6:00 PM
BUF,CBJ,11/14/2008,6:30 PM
MIN,CBJ,11/15/2008,7:00 PM
CBJ,EDM,11/18/2008,6:00 PM
ATL,CBJ,11/22/2008,6:00 PM
CBJ,ARI,11/26/2008,6:00 PM
DET,CBJ,11/28/2008,6:30 PM
CBJ,WSH,11/29/2008,6:00 PM
CBJ,VAN,12/1/2008,6:00 PM
SJS,CBJ,12/4/2008,9:30 PM
LAK,CBJ,12/6/2008,9:30 PM
ANH,CBJ,12/7/2008,7:00 PM
CBJ,NSH,12/11/2008,6:00 PM
CBJ,NYI,12/13/2008,6:00 PM
CHI,CBJ,12/14/2008,6:00 PM
CBJ,SJS,12/17/2008,6:00 PM
DAL,CBJ,12/18/2008,7:30 PM
ARI,CBJ,12/20/2008,8:00 PM
CBJ,LAK,12/23/2008,6:00 PM
CBJ,PHI,12/27/2008,6:00 PM
LAK,CBJ,12/29/2008,9:30 PM
ANH,CBJ,12/31/2008,8:00 PM
COL,CBJ,1/2/2009,8:00 PM
STL,CBJ,1/3/2009,7:30 PM
DET,CBJ,1/6/2009,6:30 PM
WSH,CBJ,1/9/2009,6:00 PM
CBJ,MIN,1/10/2009,6:00 PM
CBJ,COL,1/13/2009,6:00 PM
CBJ,NJD,1/16/2009,6:00 PM
VAN,CBJ,1/18/2009,7:00 PM
EDM,CBJ,1/20/2009,8:00 PM
CGY,CBJ,1/21/2009,9:00 PM
CBJ,DET,1/27/2009,6:00 PM
CBJ,OTT,1/30/2009,6:00 PM
CBJ,DAL,1/31/2009,6:00 PM
CBJ,STL,2/3/2009,6:00 PM
PIT,CBJ,2/6/2009,6:30 PM
CBJ,SJS,2/7/2009,6:00 PM
CBJ,COL,2/10/2009,6:00 PM
CBJ,DET,2/13/2009,6:00 PM
CAR,CBJ,2/14/2009,6:00 PM
CBJ,DAL,2/16/2009,6:00 PM
CBJ,STL,2/18/2009,6:00 PM
TOR,CBJ,2/19/2009,6:30 PM
CBJ,ANH,2/21/2009,6:00 PM
CGY,CBJ,2/24/2009,8:00 PM
EDM,CBJ,2/26/2009,8:00 PM
VAN,CBJ,3/1/2009,7:00 PM
CBJ,LAK,3/3/2009,6:00 PM
NSH,CBJ,3/5/2009,7:00 PM
DET,CBJ,3/7/2009,6:00 PM
CBJ,BOS,3/10/2009,6:00 PM
CBJ,PIT,3/12/2009,6:00 PM
CHI,CBJ,3/13/2009,7:30 PM
CBJ,DET,3/15/2009,4:00 PM
CBJ,CHI,3/18/2009,6:00 PM
FLA,CBJ,3/21/2009,6:00 PM
TBL,CBJ,3/24/2009,6:30 PM
CBJ,CGY,3/26/2009,6:00 PM
STL,CBJ,3/28/2009,7:30 PM
CBJ,STL,3/29/2009,4:00 PM
CBJ,NSH,3/31/2009,6:00 PM
NSH,CBJ,4/4/2009,7:00 PM
CBJ,CHI,4/5/2009,4:00 PM
CHI,CBJ,4/8/2009,7:30 PM
STL,CBJ,4/10/2009,7:30 PM
CBJ,MIN,4/11/2009,6:00 PM
