HOME,AWAY,DATE,TIME (MT)
VAN,CGY,10/9/2008,8:30 PM
CGY,VAN,10/11/2008,8:00 PM
CGY,COL,10/14/2008,7:30 PM
CGY,EDM,10/17/2008,7:00 PM
EDM,CGY,10/18/2008,8:00 PM
CGY,WSH,10/21/2008,7:30 PM
NSH,CGY,10/23/2008,6:00 PM
ARI,CGY,10/25/2008,8:00 PM
CGY,COL,10/28/2008,7:30 PM
CGY,BOS,10/30/2008,7:00 PM
LAK,CGY,11/1/2008,8:00 PM
ANH,CGY,11/2/2008,6:00 PM
CGY,ARI,11/4/2008,8:00 PM
CGY,NSH,11/6/2008,7:30 PM
CBJ,CGY,11/8/2008,5:00 PM
CHI,CGY,11/9/2008,5:00 PM
CGY,TOR,11/11/2008,7:30 PM
SJS,CGY,11/13/2008,8:30 PM
CGY,COL,11/18/2008,7:30 PM
COL,CGY,11/20/2008,7:00 PM
CGY,DET,11/22/2008,8:00 PM
CGY,LAK,11/25/2008,7:30 PM
VAN,CGY,11/27/2008,8:00 PM
CGY,VAN,11/29/2008,8:00 PM
CGY,DAL,12/2/2008,7:30 PM
STL,CGY,12/5/2008,6:00 PM
NYR,CGY,12/7/2008,5:30 PM
MON,CGY,12/9/2008,5:30 PM
DET,CGY,12/10/2008,5:30 PM
CGY,FLA,12/12/2008,7:00 PM
STL,CGY,12/16/2008,6:30 PM
MIN,CGY,12/17/2008,6:00 PM
CGY,CHI,12/19/2008,7:00 PM
CGY,ANH,12/23/2008,7:00 PM
CGY,OTT,12/27/2008,8:00 PM
CGY,MIN,12/29/2008,7:00 PM
CGY,EDM,12/31/2008,8:00 PM
NSH,CGY,1/3/2009,1:00 PM
CHI,CGY,1/4/2009,5:00 PM
CGY,SJS,1/6/2009,8:00 PM
CGY,NYI,1/8/2009,7:00 PM
CGY,STL,1/13/2009,7:30 PM
SJS,CGY,1/15/2009,8:30 PM
CGY,ARI,1/17/2009,8:00 PM
COL,CGY,1/18/2009,6:00 PM
CGY,CBJ,1/21/2009,8:00 PM
CGY,BUF,1/28/2009,6:00 PM
CGY,NSH,1/30/2009,7:00 PM
COL,CGY,2/2/2009,7:30 PM
DAL,CGY,2/3/2009,6:30 PM
CGY,CHI,2/5/2009,7:30 PM
CGY,ANH,2/7/2009,1:00 PM
CGY,MON,2/9/2009,7:00 PM
ANH,CGY,2/11/2009,8:00 PM
LAK,CGY,2/12/2009,8:30 PM
ARI,CGY,2/14/2009,8:00 PM
CGY,VAN,2/17/2009,7:30 PM
MIN,CGY,2/19/2009,6:00 PM
EDM,CGY,2/21/2009,8:00 PM
CGY,CBJ,2/24/2009,7:00 PM
CGY,MIN,2/27/2009,7:00 PM
CGY,TBL,3/1/2009,6:00 PM
OTT,CGY,3/3/2009,5:30 PM
PHI,CGY,3/5/2009,5:00 PM
CAR,CGY,3/6/2009,5:00 PM
ATL,CGY,3/8/2009,1:00 PM
NJD,CGY,3/10/2009,5:00 PM
DET,CGY,3/12/2009,5:00 PM
TOR,CGY,3/14/2009,5:00 PM
CGY,DAL,3/18/2009,7:00 PM
CGY,STL,3/20/2009,7:00 PM
CGY,DET,3/23/2009,7:30 PM
PIT,CGY,3/25/2009,5:30 PM
CBJ,CGY,3/26/2009,5:00 PM
CGY,MIN,3/28/2009,8:00 PM
CGY,SJS,3/30/2009,7:30 PM
DAL,CGY,4/2/2009,6:30 PM
MIN,CGY,4/3/2009,6:00 PM
CGY,LAK,4/6/2009,7:30 PM
VAN,CGY,4/7/2009,8:00 PM
EDM,CGY,4/10/2009,7:00 PM
CGY,EDM,4/11/2009,8:00 PM
