HOME,AWAY,DATE,TIME (PT)
VAN,CGY,10/9/2008,7:30 PM
CGY,VAN,10/11/2008,7:00 PM
WSH,VAN,10/13/2008,4:00 PM
DET,VAN,10/16/2008,4:30 PM
BUF,VAN,10/17/2008,4:30 PM
CHI,VAN,10/19/2008,4:00 PM
CBJ,VAN,10/21/2008,4:00 PM
VAN,EDM,10/25/2008,7:00 PM
VAN,BOS,10/28/2008,7:00 PM
LAK,VAN,10/30/2008,7:30 PM
ANH,VAN,10/31/2008,7:00 PM
VAN,DET,11/2/2008,7:00 PM
VAN,NSH,11/4/2008,7:00 PM
VAN,ARI,11/6/2008,7:00 PM
VAN,MIN,11/8/2008,7:00 PM
VAN,COL,11/12/2008,7:00 PM
VAN,TOR,11/15/2008,4:00 PM
NYI,VAN,11/17/2008,4:00 PM
NYR,VAN,11/19/2008,4:30 PM
MIN,VAN,11/20/2008,5:00 PM
PIT,VAN,11/22/2008,11:00 PM
VAN,DET,11/24/2008,7:00 PM
VAN,CGY,11/27/2008,7:00 PM
CGY,VAN,11/29/2008,7:00 PM
CBJ,VAN,12/1/2008,4:00 PM
DET,VAN,12/4/2008,4:30 PM
MIN,VAN,12/5/2008,5:00 PM
COL,VAN,12/7/2008,5:00 PM
NSH,VAN,12/9/2008,5:00 PM
EDM,VAN,12/13/2008,7:00 PM
VAN,FLA,12/14/2008,7:00 PM
VAN,EDM,12/17/2008,7:30 PM
VAN,CHI,12/20/2008,7:00 PM
VAN,ANH,12/22/2008,7:00 PM
SJS,VAN,12/23/2008,7:00 PM
VAN,EDM,12/26/2008,7:00 PM
VAN,OTT,12/28/2008,7:00 PM
VAN,PHI,12/30/2008,7:00 PM
NSH,VAN,1/1/2009,5:00 PM
ATL,VAN,1/2/2009,4:30 PM
VAN,DAL,1/4/2009,7:00 PM
EDM,VAN,1/7/2009,7:00 PM
VAN,STL,1/9/2009,7:00 PM
VAN,SJS,1/10/2009,7:00 PM
VAN,NJD,1/13/2009,7:00 PM
VAN,ARI,1/15/2009,7:00 PM
VAN,CBJ,1/18/2009,5:00 PM
SJS,VAN,1/20/2009,7:30 PM
VAN,NSH,1/28/2009,7:30 PM
VAN,MIN,1/31/2009,7:00 PM
VAN,CAR,2/3/2009,7:00 PM
VAN,CHI,2/7/2009,7:00 PM
STL,VAN,2/10/2009,5:30 PM
ARI,VAN,2/12/2009,6:00 PM
DAL,VAN,2/13/2009,5:30 PM
VAN,MON,2/15/2009,7:00 PM
CGY,VAN,2/17/2009,6:30 PM
OTT,VAN,2/19/2009,4:30 PM
TOR,VAN,2/21/2009,4:00 PM
MON,VAN,2/24/2009,4:30 PM
VAN,TBL,2/27/2009,7:00 PM
VAN,CBJ,3/1/2009,5:00 PM
VAN,MIN,3/3/2009,7:00 PM
VAN,SJS,3/7/2009,7:00 PM
LAK,VAN,3/9/2009,7:30 PM
ANH,VAN,3/11/2009,7:00 PM
VAN,LAK,3/13/2009,7:00 PM
VAN,COL,3/15/2009,7:00 PM
VAN,DAL,3/17/2009,7:00 PM
VAN,STL,3/19/2009,7:00 PM
ARI,VAN,3/21/2009,7:00 PM
DAL,VAN,3/24/2009,5:30 PM
STL,VAN,3/26/2009,5:30 PM
COL,VAN,3/27/2009,6:00 PM
CHI,VAN,3/29/2009,4:00 PM
MIN,VAN,3/31/2009,5:00 PM
VAN,ANH,4/2/2009,7:00 PM
EDM,VAN,4/4/2009,7:00 PM
VAN,COL,4/5/2009,7:00 PM
VAN,CGY,4/7/2009,7:00 PM
VAN,LAK,4/9/2009,7:00 PM
COL,VAN,4/11/2009,0:00 PM
