HOME,AWAY,DATE,TIME (PT)
SJS,LAK,10/11/2008,7:00 PM
LAK,SJS,10/12/2008,6:00 PM
LAK,ANH,10/14/2008,7:30 PM
LAK,CAR,10/17/2008,7:30 PM
LAK,COL,10/20/2008,7:30 PM
STL,LAK,10/24/2008,5:30 PM
NSH,LAK,10/25/2008,5:00 PM
LAK,DET,10/27/2008,7:30 PM
LAK,VAN,10/30/2008,7:30 PM
LAK,CGY,11/1/2008,7:00 PM
LAK,ANH,11/4/2008,7:30 PM
LAK,FLA,11/6/2008,7:30 PM
LAK,STL,11/8/2008,7:30 PM
LAK,DAL,11/11/2008,7:30 PM
DAL,LAK,11/13/2008,5:30 PM
LAK,NSH,11/15/2008,7:30 PM
ANH,LAK,11/16/2008,5:00 PM
LAK,WSH,11/20/2008,7:30 PM
LAK,COL,11/22/2008,7:30 PM
CGY,LAK,11/25/2008,6:30 PM
EDM,LAK,11/26/2008,7:00 PM
LAK,CHI,11/29/2008,1:00 PM
LAK,TOR,12/1/2008,7:30 PM
ARI,LAK,12/2/2008,6:30 PM
LAK,EDM,12/5/2008,7:30 PM
LAK,CBJ,12/6/2008,7:30 PM
COL,LAK,12/9/2008,6:30 PM
LAK,STL,12/11/2008,7:30 PM
LAK,MIN,12/13/2008,1:00 PM
LAK,SJS,12/15/2008,7:30 PM
LAK,NYR,12/17/2008,7:30 PM
BUF,LAK,12/19/2008,4:30 PM
DET,LAK,12/20/2008,4:00 PM
CBJ,LAK,12/23/2008,4:00 PM
LAK,ARI,12/26/2008,7:30 PM
ARI,LAK,12/27/2008,6:00 PM
LAK,CBJ,12/29/2008,7:30 PM
LAK,PHI,1/3/2009,7:30 PM
ANH,LAK,1/6/2009,7:00 PM
LAK,ANH,1/8/2009,7:30 PM
LAK,NJD,1/10/2009,7:30 PM
LAK,TBL,1/12/2009,7:30 PM
LAK,DET,1/15/2009,7:30 PM
DAL,LAK,1/17/2009,11:00 PM
MIN,LAK,1/20/2009,5:00 PM
COL,LAK,1/21/2009,6:00 PM
LAK,CHI,1/29/2009,7:30 PM
MON,LAK,1/31/2009,11:00 PM
OTT,LAK,2/3/2009,4:30 PM
WSH,LAK,2/5/2009,4:00 PM
NJD,LAK,2/7/2009,4:00 PM
NYI,LAK,2/10/2009,4:00 PM
LAK,CGY,2/12/2009,7:30 PM
LAK,EDM,2/14/2009,1:00 PM
LAK,ATL,2/16/2009,7:30 PM
ANH,LAK,2/18/2009,7:00 PM
SJS,LAK,2/19/2009,7:30 PM
LAK,ARI,2/21/2009,1:00 PM
MIN,LAK,2/24/2009,5:00 PM
PHI,LAK,2/25/2009,4:00 PM
DET,LAK,2/27/2009,4:30 PM
CHI,LAK,3/1/2009,0:00 PM
CBJ,LAK,3/3/2009,4:00 PM
LAK,DAL,3/5/2009,7:30 PM
LAK,MIN,3/7/2009,1:00 PM
LAK,VAN,3/9/2009,7:30 PM
VAN,LAK,3/13/2009,7:00 PM
SJS,LAK,3/14/2009,7:00 PM
LAK,NSH,3/16/2009,7:30 PM
BOS,LAK,3/19/2009,4:00 PM
PIT,LAK,3/20/2009,4:30 PM
CHI,LAK,3/22/2009,0:00 PM
STL,LAK,3/24/2009,5:30 PM
DAL,LAK,3/26/2009,5:30 PM
NSH,LAK,3/28/2009,3:00 PM
LAK,DAL,3/31/2009,7:30 PM
ARI,LAK,4/2/2009,7:00 PM
LAK,ARI,4/4/2009,7:30 PM
CGY,LAK,4/6/2009,6:30 PM
EDM,LAK,4/7/2009,6:00 PM
VAN,LAK,4/9/2009,7:00 PM
LAK,SJS,4/11/2009,1:00 PM
