HOME,AWAY,DATE,TIME (CT)
NYR,CHI,10/10/2008,6:00 PM
WSH,CHI,10/11/2008,6:00 PM
CHI,NSH,10/13/2008,7:30 PM
CHI,ARI,10/15/2008,7:30 PM
STL,CHI,10/18/2008,7:30 PM
CHI,VAN,10/19/2008,6:00 PM
CHI,EDM,10/22/2008,8:00 PM
CHI,DET,10/25/2008,7:30 PM
MIN,CHI,10/27/2008,7:00 PM
CHI,DAL,10/31/2008,7:30 PM
CBJ,CHI,11/1/2008,6:00 PM
CHI,COL,11/3/2008,7:30 PM
CHI,CGY,11/9/2008,6:00 PM
CHI,BOS,11/12/2008,7:30 PM
CHI,STL,11/14/2008,7:30 PM
CHI,SJS,11/16/2008,6:00 PM
ARI,CHI,11/18/2008,8:30 PM
DAL,CHI,11/20/2008,7:30 PM
TOR,CHI,11/22/2008,6:00 PM
SJS,CHI,11/26/2008,9:30 PM
ANH,CHI,11/28/2008,3:00 PM
LAK,CHI,11/29/2008,3:00 PM
CHI,ANH,12/3/2008,7:30 PM
DET,CHI,12/6/2008,6:00 PM
CHI,ARI,12/7/2008,6:00 PM
CHI,OTT,12/10/2008,7:30 PM
COL,CHI,12/12/2008,8:00 PM
CHI,CBJ,12/14/2008,6:00 PM
EDM,CHI,12/16/2008,8:30 PM
CGY,CHI,12/19/2008,8:00 PM
VAN,CHI,12/20/2008,9:00 PM
CHI,PHI,12/26/2008,7:30 PM
MIN,CHI,12/28/2008,5:00 PM
DET,CHI,12/30/2008,6:30 PM
CHI,DET,1/1/2009,0:00 PM
CHI,CGY,1/4/2009,6:00 PM
ARI,CHI,1/6/2009,8:00 PM
COL,CHI,1/8/2009,8:00 PM
NSH,CHI,1/10/2009,7:30 PM
CHI,NSH,1/11/2009,6:00 PM
CHI,BUF,1/14/2009,7:30 PM
CHI,NYR,1/16/2009,7:30 PM
STL,CHI,1/17/2009,7:30 PM
CHI,MIN,1/19/2009,7:00 PM
CHI,STL,1/21/2009,7:30 PM
ANH,CHI,1/28/2009,9:00 PM
LAK,CHI,1/29/2009,9:30 PM
SJS,CHI,1/31/2009,9:30 PM
EDM,CHI,2/3/2009,8:00 PM
CGY,CHI,2/5/2009,8:30 PM
VAN,CHI,2/7/2009,9:00 PM
ATL,CHI,2/11/2009,6:00 PM
STL,CHI,2/13/2009,7:30 PM
CHI,DAL,2/14/2009,7:30 PM
TBL,CHI,2/17/2009,6:30 PM
FLA,CHI,2/19/2009,6:30 PM
DAL,CHI,2/21/2009,1:00 PM
CHI,MIN,2/22/2009,6:00 PM
NSH,CHI,2/24/2009,7:00 PM
CHI,PIT,2/27/2009,7:30 PM
CHI,LAK,3/1/2009,2:00 PM
CHI,ANH,3/3/2009,7:30 PM
BOS,CHI,3/7/2009,0:00 PM
CHI,COL,3/8/2009,2:00 PM
CHI,CAR,3/11/2009,7:30 PM
CHI,CBJ,3/13/2009,7:30 PM
CHI,NYI,3/15/2009,2:00 PM
NJD,CHI,3/17/2009,6:00 PM
CBJ,CHI,3/18/2009,6:00 PM
CHI,EDM,3/20/2009,7:30 PM
CHI,LAK,3/22/2009,2:00 PM
CHI,SJS,3/25/2009,7:30 PM
CHI,NJD,3/27/2009,7:30 PM
CHI,VAN,3/29/2009,6:00 PM
MON,CHI,3/31/2009,6:30 PM
CHI,STL,4/1/2009,7:30 PM
CHI,NSH,4/3/2009,7:30 PM
CBJ,CHI,4/5/2009,4:00 PM
NSH,CHI,4/7/2009,7:00 PM
CHI,CBJ,4/8/2009,7:30 PM
DET,CHI,4/11/2009,2:00 PM
CHI,DET,4/12/2009,1:00 PM
