HOME,AWAY,DATE,TIME (CT)
DAL,CBJ,10/10/2008,7:30 PM
NSH,DAL,10/11/2008,7:00 PM
DAL,NSH,10/15/2008,7:30 PM
STL,DAL,10/16/2008,7:30 PM
DAL,COL,10/18/2008,1:00 PM
NYR,DAL,10/20/2008,6:00 PM
NJD,DAL,10/22/2008,6:00 PM
NYI,DAL,10/23/2008,6:00 PM
DAL,WSH,10/25/2008,7:00 PM
DAL,MIN,10/29/2008,7:30 PM
CHI,DAL,10/31/2008,7:30 PM
BOS,DAL,11/1/2008,6:00 PM
ANH,DAL,11/7/2008,9:00 PM
SJS,DAL,11/8/2008,9:00 PM
LAK,DAL,11/11/2008,9:30 PM
DAL,LAK,11/13/2008,7:30 PM
ARI,DAL,11/15/2008,8:00 PM
DAL,CHI,11/20/2008,7:30 PM
DAL,ANH,11/22/2008,7:00 PM
PHI,DAL,11/24/2008,6:00 PM
MIN,DAL,11/26/2008,7:00 PM
DAL,SJS,11/28/2008,7:30 PM
DAL,EDM,11/30/2008,5:00 PM
CGY,DAL,12/2/2008,8:30 PM
EDM,DAL,12/3/2008,8:30 PM
DAL,COL,12/5/2008,7:30 PM
DAL,ARI,12/10/2008,7:30 PM
DAL,DET,12/12/2008,7:30 PM
NSH,DAL,12/13/2008,7:00 PM
DAL,ARI,12/16/2008,7:30 PM
DAL,CBJ,12/18/2008,7:30 PM
OTT,DAL,12/20/2008,6:00 PM
TOR,DAL,12/23/2008,6:30 PM
DAL,ANH,12/27/2008,7:00 PM
DAL,SJS,12/29/2008,8:00 PM
DAL,NJD,12/31/2008,7:30 PM
EDM,DAL,1/3/2009,9:00 PM
VAN,DAL,1/4/2009,9:00 PM
DET,DAL,1/8/2009,6:30 PM
ARI,DAL,1/10/2009,8:00 PM
DAL,DET,1/12/2009,7:00 PM
DAL,BUF,1/15/2009,7:30 PM
DAL,LAK,1/17/2009,1:00 PM
TBL,DAL,1/19/2009,6:30 PM
FLA,DAL,1/21/2009,6:30 PM
DAL,ATL,1/27/2009,7:30 PM
DET,DAL,1/29/2009,6:30 PM
CBJ,DAL,1/31/2009,6:00 PM
DAL,CGY,2/3/2009,7:30 PM
COL,DAL,2/5/2009,8:00 PM
DAL,NYR,2/6/2009,7:30 PM
DAL,NSH,2/8/2009,5:00 PM
DAL,ARI,2/11/2009,7:30 PM
DAL,VAN,2/13/2009,7:30 PM
CHI,DAL,2/14/2009,7:30 PM
CBJ,DAL,2/16/2009,6:00 PM
DAL,EDM,2/19/2009,7:30 PM
DAL,CHI,2/21/2009,1:00 PM
DAL,SJS,2/23/2009,7:00 PM
DAL,STL,2/26/2009,7:30 PM
DAL,ANH,2/28/2009,2:00 PM
DAL,PIT,3/1/2009,2:00 PM
SJS,DAL,3/3/2009,9:30 PM
LAK,DAL,3/5/2009,9:30 PM
ANH,DAL,3/6/2009,9:00 PM
DAL,MON,3/8/2009,5:00 PM
STL,DAL,3/10/2009,7:30 PM
DAL,CAR,3/12/2009,7:30 PM
DAL,MIN,3/14/2009,7:00 PM
VAN,DAL,3/17/2009,9:00 PM
CGY,DAL,3/18/2009,8:00 PM
SJS,DAL,3/21/2009,3:00 PM
DAL,VAN,3/24/2009,7:30 PM
DAL,LAK,3/26/2009,7:30 PM
DAL,FLA,3/28/2009,7:00 PM
ARI,DAL,3/30/2009,9:00 PM
LAK,DAL,3/31/2009,9:30 PM
DAL,CGY,4/2/2009,7:30 PM
DAL,STL,4/4/2009,7:00 PM
MIN,DAL,4/7/2009,7:00 PM
COL,DAL,4/9/2009,8:00 PM
ANH,DAL,4/10/2009,9:00 PM
