HOME,AWAY,DATE,TIME (CT)
STL,NSH,10/10/2008,7:30 PM
NYI,STL,10/11/2008,6:00 PM
TOR,STL,10/13/2008,0:00 PM
STL,DAL,10/16/2008,7:30 PM
STL,CHI,10/18/2008,7:30 PM
STL,DET,10/22/2008,7:30 PM
STL,LAK,10/24/2008,7:30 PM
STL,FLA,10/25/2008,7:30 PM
STL,CAR,10/30/2008,7:30 PM
STL,PIT,11/1/2008,7:30 PM
ANH,STL,11/5/2008,9:00 PM
SJS,STL,11/6/2008,9:30 PM
LAK,STL,11/8/2008,9:30 PM
BUF,STL,11/12/2008,6:00 PM
CHI,STL,11/14/2008,7:30 PM
STL,MON,11/16/2008,5:00 PM
STL,ANH,11/21/2008,7:30 PM
MIN,STL,11/22/2008,7:00 PM
NSH,STL,11/25/2008,6:00 PM
COL,STL,11/26/2008,8:00 PM
STL,EDM,11/29/2008,1:00 PM
ATL,STL,11/30/2008,2:00 PM
MIN,STL,12/3/2008,7:00 PM
STL,CGY,12/5/2008,7:00 PM
STL,ARI,12/6/2008,7:30 PM
STL,NSH,12/8/2008,7:30 PM
ANH,STL,12/10/2008,9:00 PM
LAK,STL,12/11/2008,9:30 PM
SJS,STL,12/13/2008,9:30 PM
STL,CGY,12/16/2008,7:30 PM
WSH,STL,12/18/2008,6:00 PM
STL,MIN,12/20/2008,7:30 PM
STL,BOS,12/21/2008,5:00 PM
DET,STL,12/23/2008,6:30 PM
STL,SJS,12/27/2008,7:30 PM
STL,ANH,12/28/2008,5:00 PM
STL,NJD,12/30/2008,7:00 PM
CAR,STL,1/2/2009,6:00 PM
STL,CBJ,1/3/2009,7:30 PM
VAN,STL,1/9/2009,9:00 PM
EDM,STL,1/11/2009,7:00 PM
CGY,STL,1/13/2009,8:30 PM
STL,COL,1/15/2009,7:30 PM
STL,CHI,1/17/2009,7:30 PM
BOS,STL,1/19/2009,0:00 PM
CHI,STL,1/21/2009,7:30 PM
STL,OTT,1/29/2009,7:30 PM
STL,PHI,1/31/2009,7:30 PM
DET,STL,2/2/2009,6:00 PM
CBJ,STL,2/3/2009,6:00 PM
STL,EDM,2/5/2009,7:30 PM
STL,COL,2/7/2009,7:30 PM
STL,VAN,2/10/2009,7:30 PM
NSH,STL,2/12/2009,7:00 PM
STL,CHI,2/13/2009,7:30 PM
STL,NYR,2/16/2009,6:00 PM
CBJ,STL,2/18/2009,6:00 PM
NSH,STL,2/19/2009,7:00 PM
STL,NSH,2/21/2009,7:30 PM
STL,ARI,2/24/2009,7:30 PM
DAL,STL,2/26/2009,7:30 PM
ARI,STL,2/28/2009,8:00 PM
STL,DET,3/3/2009,7:30 PM
TBL,STL,3/6/2009,6:30 PM
FLA,STL,3/7/2009,6:00 PM
STL,DAL,3/10/2009,7:30 PM
STL,SJS,3/12/2009,7:30 PM
STL,DET,3/14/2009,1:00 PM
STL,MIN,3/15/2009,5:00 PM
EDM,STL,3/17/2009,9:00 PM
VAN,STL,3/19/2009,9:00 PM
CGY,STL,3/20/2009,8:00 PM
STL,LAK,3/24/2009,7:30 PM
STL,VAN,3/26/2009,7:30 PM
STL,CBJ,3/28/2009,7:30 PM
CBJ,STL,3/29/2009,4:00 PM
CHI,STL,4/1/2009,7:30 PM
DET,STL,4/2/2009,6:30 PM
DAL,STL,4/4/2009,7:00 PM
ARI,STL,4/7/2009,9:00 PM
STL,CBJ,4/10/2009,7:30 PM
COL,STL,4/12/2009,4:00 PM
