HOME,AWAY,DATE,TIME (MT)
ARI,CBJ,10/11/2008,8:00 PM
ANH,ARI,10/12/2008,6:00 PM
CHI,ARI,10/15/2008,6:30 PM
OTT,ARI,10/17/2008,5:00 PM
MON,ARI,10/18/2008,5:00 PM
ARI,WSH,10/23/2008,8:00 PM
ARI,CGY,10/25/2008,8:00 PM
ARI,PIT,10/30/2008,8:00 PM
ARI,MIN,11/1/2008,8:00 PM
CGY,ARI,11/4/2008,8:00 PM
VAN,ARI,11/6/2008,8:00 PM
ARI,FLA,11/8/2008,7:00 PM
ARI,SJS,11/9/2008,6:00 PM
CBJ,ARI,11/12/2008,5:00 PM
MIN,ARI,11/13/2008,6:00 PM
ARI,DAL,11/15/2008,7:00 PM
ARI,CHI,11/18/2008,7:30 PM
CAR,ARI,11/21/2008,5:00 PM
PHI,ARI,11/22/2008,5:00 PM
NYR,ARI,11/24/2008,5:00 PM
CBJ,ARI,11/26/2008,5:00 PM
ARI,COL,11/28/2008,2:00 PM
ARI,SJS,11/29/2008,7:00 PM
ARI,LAK,12/2/2008,7:30 PM
ARI,TOR,12/4/2008,7:00 PM
STL,ARI,12/6/2008,6:30 PM
CHI,ARI,12/7/2008,5:00 PM
DAL,ARI,12/10/2008,6:30 PM
ARI,MIN,12/11/2008,7:00 PM
ARI,DET,12/13/2008,7:00 PM
DAL,ARI,12/16/2008,6:30 PM
ARI,NSH,12/18/2008,7:00 PM
ARI,CBJ,12/20/2008,7:00 PM
EDM,ARI,12/22/2008,7:30 PM
COL,ARI,12/23/2008,7:00 PM
LAK,ARI,12/26/2008,8:30 PM
ARI,LAK,12/27/2008,7:00 PM
ARI,COL,12/31/2008,6:00 PM
ARI,NYI,1/2/2009,7:00 PM
ANH,ARI,1/4/2009,6:00 PM
ARI,CHI,1/6/2009,7:00 PM
ARI,TBL,1/8/2009,7:00 PM
ARI,DAL,1/10/2009,7:00 PM
MIN,ARI,1/13/2009,6:00 PM
VAN,ARI,1/15/2009,8:00 PM
CGY,ARI,1/17/2009,8:00 PM
EDM,ARI,1/18/2009,7:00 PM
ARI,DET,1/20/2009,7:00 PM
ARI,ANH,1/27/2009,7:00 PM
SJS,ARI,1/29/2009,8:30 PM
ARI,BUF,1/31/2009,7:00 PM
NSH,ARI,2/3/2009,6:00 PM
DET,ARI,2/4/2009,5:30 PM
ARI,CAR,2/7/2009,7:00 PM
DAL,ARI,2/11/2009,6:30 PM
ARI,VAN,2/12/2009,7:00 PM
ARI,CGY,2/14/2009,8:00 PM
ARI,EDM,2/16/2009,7:30 PM
ARI,ATL,2/19/2009,7:00 PM
LAK,ARI,2/21/2009,2:00 PM
STL,ARI,2/24/2009,6:30 PM
NSH,ARI,2/26/2009,6:00 PM
ARI,STL,2/28/2009,7:00 PM
BOS,ARI,3/5/2009,5:00 PM
BUF,ARI,3/6/2009,5:30 PM
NYI,ARI,3/8/2009,1:00 PM
DET,ARI,3/10/2009,5:30 PM
NJD,ARI,3/12/2009,5:00 PM
ARI,NSH,3/14/2009,8:00 PM
ARI,SJS,3/17/2009,8:00 PM
ARI,ANH,3/19/2009,8:00 PM
ARI,VAN,3/21/2009,8:00 PM
ANH,ARI,3/22/2009,6:00 PM
ARI,EDM,3/26/2009,8:00 PM
SJS,ARI,3/28/2009,8:30 PM
ARI,DAL,3/30/2009,8:00 PM
COL,ARI,4/1/2009,7:00 PM
ARI,LAK,4/2/2009,8:00 PM
LAK,ARI,4/4/2009,8:30 PM
ARI,STL,4/7/2009,8:00 PM
SJS,ARI,4/9/2009,8:30 PM
ARI,ANH,4/11/2009,6:00 PM
