HOME,AWAY,DATE,TIME (CT)
MIN,BOS,10/11/2008,7:30 PM
ATL,MIN,10/14/2008,6:00 PM
FLA,MIN,10/16/2008,6:30 PM
TBL,MIN,10/18/2008,6:30 PM
MIN,BUF,10/23/2008,7:00 PM
MIN,CBJ,10/25/2008,7:00 PM
MIN,CHI,10/27/2008,7:00 PM
DAL,MIN,10/29/2008,7:30 PM
MIN,MON,10/30/2008,7:00 PM
ARI,MIN,11/1/2008,9:00 PM
SJS,MIN,11/4/2008,9:30 PM
COL,MIN,11/6/2008,8:00 PM
VAN,MIN,11/8/2008,9:00 PM
MIN,ARI,11/13/2008,7:00 PM
MIN,CBJ,11/15/2008,7:00 PM
PIT,MIN,11/18/2008,6:00 PM
MIN,VAN,11/20/2008,7:00 PM
MIN,STL,11/22/2008,7:00 PM
MIN,WSH,11/24/2008,7:00 PM
MIN,DAL,11/26/2008,7:00 PM
MIN,TBL,11/28/2008,1:00 PM
NSH,MIN,11/29/2008,7:00 PM
MIN,COL,12/1/2008,7:00 PM
MIN,STL,12/3/2008,7:00 PM
MIN,VAN,12/5/2008,7:00 PM
NSH,MIN,12/6/2008,7:00 PM
ARI,MIN,12/11/2008,8:00 PM
LAK,MIN,12/13/2008,3:00 PM
ANH,MIN,12/14/2008,7:00 PM
MIN,CGY,12/17/2008,7:00 PM
MIN,NYI,12/19/2008,7:00 PM
STL,MIN,12/20/2008,7:30 PM
MIN,CAR,12/23/2008,7:00 PM
MIN,CHI,12/28/2008,5:00 PM
CGY,MIN,12/29/2008,8:00 PM
MIN,SJS,12/31/2008,5:00 PM
MIN,DET,1/3/2009,7:00 PM
COL,MIN,1/4/2009,7:00 PM
BOS,MIN,1/6/2009,6:00 PM
PHI,MIN,1/8/2009,6:00 PM
CBJ,MIN,1/10/2009,6:00 PM
MIN,ARI,1/13/2009,7:00 PM
MIN,EDM,1/15/2009,7:00 PM
MIN,ANH,1/17/2009,8:00 PM
CHI,MIN,1/19/2009,7:00 PM
MIN,LAK,1/20/2009,7:00 PM
MIN,TOR,1/27/2009,7:00 PM
EDM,MIN,1/30/2009,8:00 PM
VAN,MIN,1/31/2009,9:00 PM
MIN,ANH,2/4/2009,7:00 PM
MIN,NSH,2/6/2009,7:00 PM
MIN,EDM,2/8/2009,2:00 PM
MIN,COL,2/11/2009,7:00 PM
DET,MIN,2/12/2009,6:30 PM
MIN,OTT,2/14/2009,7:00 PM
MIN,CGY,2/19/2009,7:00 PM
MIN,DET,2/21/2009,7:00 PM
CHI,MIN,2/22/2009,6:00 PM
MIN,LAK,2/24/2009,7:00 PM
CGY,MIN,2/27/2009,8:00 PM
EDM,MIN,2/28/2009,9:00 PM
VAN,MIN,3/3/2009,9:00 PM
SJS,MIN,3/5/2009,9:30 PM
LAK,MIN,3/7/2009,3:00 PM
ANH,MIN,3/8/2009,7:00 PM
MIN,SJS,3/10/2009,7:00 PM
COL,MIN,3/12/2009,8:00 PM
DAL,MIN,3/14/2009,7:00 PM
STL,MIN,3/15/2009,5:00 PM
MIN,COL,3/17/2009,7:00 PM
NJD,MIN,3/20/2009,6:00 PM
MIN,EDM,3/22/2009,2:00 PM
NYR,MIN,3/24/2009,6:00 PM
NYI,MIN,3/25/2009,6:00 PM
CGY,MIN,3/28/2009,9:00 PM
EDM,MIN,3/29/2009,7:00 PM
MIN,VAN,3/31/2009,7:00 PM
MIN,CGY,4/3/2009,7:00 PM
DET,MIN,4/5/2009,11:30 PM
MIN,DAL,4/7/2009,7:00 PM
MIN,NSH,4/10/2009,7:00 PM
CBJ,MIN,4/11/2009,6:00 PM
