HOME,AWAY,DATE,TIME (MT)
ARI,NYI,10/5/2006,8:00 PM
ARI,ANH,10/7/2006,8:00 PM
CBJ,ARI,10/9/2006,5:00 PM
DET,ARI,10/11/2006,5:30 PM
NSH,ARI,10/14/2006,6:00 PM
STL,ARI,10/17/2006,6:00 PM
ARI,LAK,10/19/2006,8:00 PM
ARI,DAL,10/21/2006,8:00 PM
EDM,ARI,10/23/2006,7:00 PM
CGY,ARI,10/24/2006,7:30 PM
ARI,EDM,10/26/2006,8:00 PM
ARI,NYR,10/28/2006,8:00 PM
ANH,ARI,11/3/2006,8:00 PM
ARI,LAK,11/4/2006,7:00 PM
ARI,DAL,11/9/2006,7:00 PM
ARI,SJS,11/11/2006,7:00 PM
ARI,MIN,11/14/2006,7:00 PM
ARI,CHI,11/16/2006,7:00 PM
LAK,ARI,11/18/2006,2:00 PM
ANH,ARI,11/19/2006,6:00 PM
ARI,NJD,11/22/2006,7:00 PM
MIN,ARI,11/24/2006,0:00 PM
STL,ARI,11/25/2006,6:00 PM
ARI,LAK,11/30/2006,7:00 PM
ARI,NSH,12/4/2006,7:30 PM
DAL,ARI,12/6/2006,6:30 PM
CHI,ARI,12/7/2006,6:30 PM
ARI,DAL,12/9/2006,7:00 PM
SJS,ARI,12/11/2006,8:00 PM
VAN,ARI,12/12/2006,8:00 PM
ARI,CBJ,12/14/2006,7:00 PM
ARI,CGY,12/16/2006,7:00 PM
ARI,EDM,12/21/2006,7:00 PM
ARI,ANH,12/23/2006,7:00 PM
LAK,ARI,12/26/2006,8:30 PM
SJS,ARI,12/28/2006,8:30 PM
ARI,SJS,12/30/2006,7:00 PM
WSH,ARI,1/1/2007,0:00 PM
CAR,ARI,1/4/2007,5:00 PM
ATL,ARI,1/5/2007,5:30 PM
CHI,ARI,1/7/2007,1:00 PM
DAL,ARI,1/9/2007,6:30 PM
ARI,DET,1/11/2007,7:00 PM
ARI,SJS,1/13/2007,7:00 PM
ARI,STL,1/15/2007,2:00 PM
COL,ARI,1/17/2007,7:00 PM
SJS,ARI,1/18/2007,8:30 PM
LAK,ARI,1/20/2007,8:30 PM
COL,ARI,1/26/2007,7:00 PM
ARI,PIT,1/27/2007,7:00 PM
ANH,ARI,1/31/2007,8:00 PM
ARI,NSH,2/1/2007,7:00 PM
ARI,MIN,2/3/2007,7:00 PM
CBJ,ARI,2/6/2007,5:00 PM
DET,ARI,2/7/2007,5:30 PM
FLA,ARI,2/10/2007,5:30 PM
TBL,ARI,2/13/2007,5:30 PM
ARI,ANH,2/15/2007,7:00 PM
ARI,DET,2/17/2007,7:00 PM
NSH,ARI,2/19/2007,4:00 PM
ARI,CGY,2/22/2007,7:00 PM
CGY,ARI,2/26/2007,7:30 PM
EDM,ARI,2/27/2007,7:00 PM
VAN,ARI,3/1/2007,8:00 PM
ARI,CBJ,3/3/2007,7:00 PM
ANH,ARI,3/7/2007,8:00 PM
ARI,VAN,3/8/2007,7:00 PM
ARI,CHI,3/10/2007,7:00 PM
ARI,PHI,3/12/2007,8:00 PM
ARI,SJS,3/15/2007,8:00 PM
ARI,COL,3/17/2007,8:00 PM
DAL,ARI,3/18/2007,6:00 PM
MIN,ARI,3/20/2007,6:00 PM
ARI,ANH,3/22/2007,8:00 PM
ARI,DAL,3/24/2007,8:00 PM
DAL,ARI,3/27/2007,6:30 PM
ARI,COL,3/29/2007,8:00 PM
SJS,ARI,3/30/2007,8:30 PM
ARI,STL,4/3/2007,8:00 PM
ARI,LAK,4/5/2007,8:00 PM
LAK,ARI,4/7/2007,2:00 PM
ARI,VAN,4/8/2007,3:00 PM
