HOME,AWAY,DATE,TIME (MT)
EDM,CGY,10/5/2006,8:00 PM
CGY,EDM,10/7/2006,8:00 PM
EDM,SJS,10/12/2006,8:00 PM
COL,EDM,10/14/2006,8:00 PM
VAN,EDM,10/16/2006,8:00 PM
EDM,VAN,10/17/2006,7:00 PM
EDM,DET,10/21/2006,8:00 PM
EDM,ARI,10/23/2006,7:00 PM
ANH,EDM,10/25/2006,8:00 PM
ARI,EDM,10/26/2006,8:00 PM
EDM,WSH,10/28/2006,8:00 PM
EDM,NSH,11/1/2006,8:00 PM
EDM,DAL,11/3/2006,7:30 PM
MON,EDM,11/7/2006,5:30 PM
DET,EDM,11/8/2006,6:00 PM
CBJ,EDM,11/10/2006,5:00 PM
STL,EDM,11/12/2006,0:00 PM
COL,EDM,11/13/2006,7:00 PM
EDM,STL,11/16/2006,7:00 PM
EDM,DET,11/18/2006,8:00 PM
EDM,CGY,11/21/2006,7:00 PM
EDM,CHI,11/24/2006,7:00 PM
EDM,ANH,11/28/2006,7:00 PM
EDM,COL,11/30/2006,7:00 PM
EDM,CBJ,12/2/2006,6:00 PM
VAN,EDM,12/4/2006,8:00 PM
EDM,CAR,12/6/2006,7:30 PM
DAL,EDM,12/8/2006,6:30 PM
CHI,EDM,12/10/2006,5:00 PM
NSH,EDM,12/12/2006,6:00 PM
EDM,MIN,12/14/2006,7:00 PM
COL,EDM,12/15/2006,7:00 PM
EDM,COL,12/19/2006,7:00 PM
ARI,EDM,12/21/2006,7:00 PM
DAL,EDM,12/23/2006,6:00 PM
EDM,LAK,12/28/2006,7:00 PM
EDM,VAN,12/30/2006,8:00 PM
CGY,EDM,12/31/2006,6:00 PM
EDM,FLA,1/2/2007,7:00 PM
EDM,DAL,1/4/2007,7:00 PM
VAN,EDM,1/5/2007,8:00 PM
LAK,EDM,1/8/2007,8:30 PM
SJS,EDM,1/10/2007,8:30 PM
EDM,MIN,1/12/2007,7:00 PM
CGY,EDM,1/13/2007,8:00 PM
MIN,EDM,1/16/2007,6:00 PM
EDM,ANH,1/18/2007,7:00 PM
EDM,CGY,1/20/2007,8:00 PM
EDM,SJS,1/26/2007,7:00 PM
EDM,LAK,1/27/2007,8:00 PM
EDM,CBJ,1/31/2007,8:00 PM
VAN,EDM,2/1/2007,8:00 PM
COL,EDM,2/3/2007,1:00 PM
EDM,VAN,2/6/2007,7:00 PM
EDM,CHI,2/9/2007,7:00 PM
EDM,ATL,2/11/2007,6:30 PM
BOS,EDM,2/13/2007,5:00 PM
BUF,EDM,2/15/2007,5:00 PM
TOR,EDM,2/17/2007,5:00 PM
OTT,EDM,2/20/2007,5:30 PM
CBJ,EDM,2/22/2007,5:00 PM
DET,EDM,2/23/2007,5:30 PM
MIN,EDM,2/25/2007,0:00 PM
EDM,ARI,2/27/2007,7:00 PM
EDM,MIN,3/1/2007,7:00 PM
EDM,CGY,3/3/2007,8:00 PM
EDM,TBL,3/7/2007,8:00 PM
ANH,EDM,3/9/2007,8:00 PM
SJS,EDM,3/11/2007,6:00 PM
LAK,EDM,3/12/2007,8:30 PM
EDM,MIN,3/15/2007,7:00 PM
EDM,STL,3/17/2007,6:00 PM
EDM,VAN,3/19/2007,7:00 PM
EDM,COL,3/21/2007,7:00 PM
EDM,COL,3/23/2007,7:00 PM
EDM,NSH,3/24/2007,8:00 PM
NSH,EDM,3/27/2007,6:00 PM
STL,EDM,3/29/2007,6:00 PM
CHI,EDM,4/1/2007,1:00 PM
MIN,EDM,4/3/2007,6:00 PM
MIN,EDM,4/5/2007,6:00 PM
CGY,EDM,4/7/2007,8:00 PM
