HOME,AWAY,DATE,TIME (CT)
COL,DAL,10/4/2006,9:00 PM
DAL,NJD,10/7/2006,7:00 PM
LAK,DAL,10/12/2006,9:30 PM
LAK,DAL,10/14/2006,9:30 PM
ANH,DAL,10/15/2006,7:00 PM
SJS,DAL,10/17/2006,9:30 PM
DAL,CHI,10/20/2006,7:30 PM
ARI,DAL,10/21/2006,9:00 PM
DAL,VAN,10/23/2006,7:30 PM
DAL,DET,10/27/2006,7:30 PM
DAL,LAK,10/28/2006,7:00 PM
DAL,STL,11/1/2006,7:30 PM
EDM,DAL,11/3/2006,8:30 PM
VAN,DAL,11/6/2006,9:00 PM
CGY,DAL,11/7/2006,9:00 PM
ARI,DAL,11/9/2006,8:00 PM
DAL,NYI,11/15/2006,7:30 PM
ATL,DAL,11/17/2006,6:30 PM
CAR,DAL,11/18/2006,6:00 PM
DAL,COL,11/20/2006,7:00 PM
DAL,NSH,11/22/2006,7:30 PM
DAL,LAK,11/24/2006,7:30 PM
DET,DAL,11/27/2006,6:00 PM
CHI,DAL,11/29/2006,7:30 PM
WSH,DAL,11/30/2006,6:00 PM
DAL,MIN,12/2/2006,7:00 PM
DAL,SJS,12/4/2006,8:00 PM
DAL,ARI,12/6/2006,7:30 PM
DAL,EDM,12/8/2006,7:30 PM
ARI,DAL,12/9/2006,8:00 PM
DAL,CBJ,12/12/2006,7:30 PM
DAL,NYR,12/14/2006,7:30 PM
LAK,DAL,12/16/2006,3:00 PM
ANH,DAL,12/20/2006,9:00 PM
SJS,DAL,12/21/2006,9:30 PM
DAL,EDM,12/23/2006,7:00 PM
CHI,DAL,12/26/2006,6:00 PM
COL,DAL,12/27/2006,8:00 PM
DAL,NSH,12/29/2006,7:30 PM
DAL,SJS,12/31/2006,7:00 PM
VAN,DAL,1/3/2007,9:00 PM
EDM,DAL,1/4/2007,8:00 PM
CGY,DAL,1/6/2007,9:00 PM
DAL,ARI,1/9/2007,7:30 PM
DAL,ANH,1/11/2007,7:30 PM
DAL,LAK,1/15/2007,3:00 PM
DAL,CGY,1/17/2007,7:30 PM
MIN,DAL,1/20/2007,8:00 PM
DAL,PIT,1/26/2007,7:30 PM
ANH,DAL,1/28/2007,2:30 PM
SJS,DAL,1/30/2007,9:30 PM
SJS,DAL,2/1/2007,9:30 PM
STL,DAL,2/3/2007,7:00 PM
DAL,MIN,2/6/2007,7:00 PM
DAL,ANH,2/10/2007,2:30 PM
DAL,COL,2/11/2007,2:30 PM
DAL,DET,2/14/2007,7:30 PM
DAL,SJS,2/18/2007,2:30 PM
MIN,DAL,2/20/2007,7:00 PM
DAL,ANH,2/23/2007,7:30 PM
DAL,VAN,2/25/2007,2:30 PM
TBL,DAL,2/27/2007,6:30 PM
FLA,DAL,3/1/2007,6:30 PM
DAL,CBJ,3/2/2007,7:30 PM
DAL,SJS,3/4/2007,2:30 PM
STL,DAL,3/8/2007,7:00 PM
CBJ,DAL,3/9/2007,6:00 PM
DAL,LAK,3/11/2007,2:30 PM
DAL,PHI,3/13/2007,7:30 PM
DAL,CGY,3/15/2007,7:30 PM
NSH,DAL,3/17/2007,7:00 PM
DAL,ARI,3/18/2007,7:00 PM
LAK,DAL,3/21/2007,9:30 PM
ANH,DAL,3/23/2007,9:00 PM
ARI,DAL,3/24/2007,9:00 PM
DAL,ARI,3/27/2007,7:30 PM
DET,DAL,3/30/2007,6:30 PM
NSH,DAL,3/31/2007,7:00 PM
DAL,STL,4/2/2007,7:00 PM
CBJ,DAL,4/5/2007,6:00 PM
DAL,ANH,4/6/2007,7:30 PM
DAL,CHI,4/8/2007,0:00 PM
