HOME,AWAY,DATE,TIME (CT)
CBJ,VAN,10/6/2006,6:00 PM
CHI,CBJ,10/7/2006,7:30 PM
CBJ,ARI,10/9/2006,6:00 PM
MIN,CBJ,10/14/2006,7:00 PM
CBJ,TOR,10/20/2006,6:00 PM
PIT,CBJ,10/21/2006,6:30 PM
CBJ,SJS,10/23/2006,6:00 PM
CBJ,LAK,10/27/2006,6:00 PM
NJD,CBJ,10/28/2006,6:30 PM
CBJ,COL,11/1/2006,6:00 PM
CBJ,CGY,11/3/2006,6:00 PM
DET,CBJ,11/4/2006,6:00 PM
STL,CBJ,11/9/2006,7:00 PM
CBJ,EDM,11/10/2006,6:00 PM
CHI,CBJ,11/12/2006,6:00 PM
CBJ,NSH,11/15/2006,6:00 PM
CBJ,COL,11/17/2006,6:00 PM
NSH,CBJ,11/18/2006,7:00 PM
CBJ,NSH,11/20/2006,6:00 PM
CBJ,STL,11/22/2006,6:00 PM
PHI,CBJ,11/24/2006,0:00 PM
CBJ,MIN,11/25/2006,6:00 PM
VAN,CBJ,11/28/2006,9:00 PM
CGY,CBJ,12/1/2006,8:00 PM
EDM,CBJ,12/2/2006,7:00 PM
COL,CBJ,12/5/2006,8:00 PM
STL,CBJ,12/9/2006,7:00 PM
CBJ,OTT,12/10/2006,5:00 PM
DAL,CBJ,12/12/2006,7:30 PM
ARI,CBJ,12/14/2006,8:00 PM
CBJ,CHI,12/16/2006,6:00 PM
CBJ,DET,12/18/2006,6:00 PM
DET,CBJ,12/20/2006,6:30 PM
CBJ,VAN,12/22/2006,6:00 PM
NYI,CBJ,12/23/2006,6:00 PM
CBJ,BOS,12/26/2006,6:00 PM
CBJ,DET,12/28/2006,6:00 PM
MIN,CBJ,12/29/2006,7:00 PM
CBJ,CHI,12/31/2006,6:00 PM
LAK,CBJ,1/3/2007,9:30 PM
ANH,CBJ,1/5/2007,9:00 PM
SJS,CBJ,1/6/2007,9:30 PM
CBJ,STL,1/9/2007,6:00 PM
NSH,CBJ,1/12/2007,7:00 PM
CBJ,NSH,1/13/2007,6:00 PM
CHI,CBJ,1/16/2007,6:30 PM
NSH,CBJ,1/18/2007,7:00 PM
CBJ,DET,1/19/2007,6:00 PM
CBJ,BUF,1/26/2007,6:00 PM
CBJ,MIN,1/27/2007,6:00 PM
VAN,CBJ,1/30/2007,9:00 PM
EDM,CBJ,1/31/2007,9:00 PM
CGY,CBJ,2/2/2007,8:00 PM
CBJ,ARI,2/6/2007,6:00 PM
CBJ,CGY,2/8/2007,6:00 PM
CBJ,CHI,2/11/2007,2:30 PM
CBJ,STL,2/14/2007,6:00 PM
CBJ,SJS,2/16/2007,6:00 PM
CBJ,MON,2/18/2007,5:00 PM
STL,CBJ,2/20/2007,7:00 PM
CBJ,EDM,2/22/2007,6:00 PM
NYR,CBJ,2/24/2007,6:00 PM
CBJ,NSH,2/25/2007,5:00 PM
COL,CBJ,2/27/2007,8:00 PM
DAL,CBJ,3/2/2007,7:30 PM
ARI,CBJ,3/3/2007,8:00 PM
CBJ,LAK,3/7/2007,6:00 PM
CBJ,DAL,3/9/2007,6:00 PM
NSH,CBJ,3/10/2007,7:00 PM
ANH,CBJ,3/14/2007,9:00 PM
SJS,CBJ,3/16/2007,9:30 PM
LAK,CBJ,3/17/2007,9:30 PM
CBJ,CHI,3/20/2007,6:00 PM
DET,CBJ,3/22/2007,6:30 PM
CBJ,STL,3/25/2007,5:00 PM
STL,CBJ,3/27/2007,7:00 PM
CBJ,ANH,3/29/2007,6:00 PM
CHI,CBJ,3/30/2007,7:30 PM
CBJ,DET,4/1/2007,11:30 PM
DET,CBJ,4/3/2007,6:30 PM
CBJ,DAL,4/5/2007,6:00 PM
CBJ,ANH,4/7/2007,6:00 PM
