HOME,AWAY,DATE,TIME (PT)
SJS,STL,10/5/2006,7:30 PM
SJS,NYI,10/7/2006,7:30 PM
CGY,SJS,10/9/2006,5:00 PM
EDM,SJS,10/12/2006,7:00 PM
VAN,SJS,10/13/2006,7:00 PM
SJS,DAL,10/17/2006,7:30 PM
SJS,DET,10/19/2006,7:30 PM
SJS,MIN,10/21/2006,7:30 PM
CBJ,SJS,10/23/2006,4:00 PM
DET,SJS,10/25/2006,4:30 PM
NSH,SJS,10/26/2006,5:00 PM
TBL,SJS,10/29/2006,2:00 PM
FLA,SJS,10/31/2006,4:30 PM
SJS,NYR,11/2/2006,7:30 PM
SJS,PIT,11/4/2006,7:30 PM
SJS,MIN,11/7/2006,7:30 PM
LAK,SJS,11/9/2006,7:30 PM
ARI,SJS,11/11/2006,6:00 PM
LAK,SJS,11/13/2006,7:30 PM
COL,SJS,11/15/2006,6:00 PM
SJS,PHI,11/18/2006,7:30 PM
ANH,SJS,11/21/2006,7:00 PM
SJS,LAK,11/22/2006,7:30 PM
SJS,NJD,11/25/2006,7:30 PM
STL,SJS,11/28/2006,5:00 PM
MIN,SJS,11/29/2006,5:00 PM
DET,SJS,12/2/2006,4:00 PM
DAL,SJS,12/4/2006,6:00 PM
SJS,COL,12/7/2006,7:30 PM
SJS,NSH,12/9/2006,7:30 PM
SJS,ARI,12/11/2006,7:00 PM
LAK,SJS,12/12/2006,7:30 PM
SJS,LAK,12/14/2006,7:30 PM
SJS,ANH,12/16/2006,7:30 PM
SJS,DAL,12/21/2006,7:30 PM
SJS,CGY,12/23/2006,7:00 PM
SJS,ANH,12/26/2006,7:30 PM
SJS,ARI,12/28/2006,7:30 PM
ARI,SJS,12/30/2006,6:00 PM
DAL,SJS,12/31/2006,5:00 PM
SJS,DET,1/4/2007,7:30 PM
SJS,CBJ,1/6/2007,7:30 PM
SJS,EDM,1/10/2007,7:30 PM
LAK,SJS,1/11/2007,7:30 PM
ARI,SJS,1/13/2007,6:00 PM
SJS,COL,1/15/2007,7:00 PM
SJS,ARI,1/18/2007,7:30 PM
SJS,STL,1/20/2007,7:30 PM
EDM,SJS,1/26/2007,6:00 PM
VAN,SJS,1/28/2007,7:00 PM
SJS,DAL,1/30/2007,7:30 PM
SJS,DAL,2/1/2007,7:30 PM
SJS,CHI,2/3/2007,1:00 PM
SJS,ANH,2/6/2007,7:30 PM
ANH,SJS,2/7/2007,7:00 PM
STL,SJS,2/13/2007,5:00 PM
NSH,SJS,2/14/2007,5:00 PM
CBJ,SJS,2/16/2007,4:00 PM
DAL,SJS,2/18/2007,0:30 PM
WSH,SJS,2/21/2007,4:00 PM
CHI,SJS,2/22/2007,5:30 PM
CGY,SJS,2/24/2007,7:00 PM
SJS,ANH,2/26/2007,7:00 PM
SJS,NSH,2/28/2007,7:30 PM
ANH,SJS,3/2/2007,7:00 PM
DAL,SJS,3/4/2007,0:30 PM
MIN,SJS,3/6/2007,5:00 PM
SJS,VAN,3/9/2007,7:30 PM
SJS,EDM,3/11/2007,5:00 PM
SJS,CHI,3/13/2007,7:30 PM
ARI,SJS,3/15/2007,7:00 PM
SJS,CBJ,3/16/2007,7:30 PM
COL,SJS,3/18/2007,5:00 PM
CHI,SJS,3/21/2007,5:30 PM
ATL,SJS,3/22/2007,4:00 PM
CAR,SJS,3/24/2007,4:00 PM
SJS,LAK,3/27/2007,7:30 PM
SJS,ARI,3/30/2007,7:30 PM
SJS,LAK,4/1/2007,3:00 PM
ANH,SJS,4/4/2007,7:00 PM
SJS,CGY,4/5/2007,7:30 PM
SJS,VAN,4/7/2007,1:00 PM
