HOME,AWAY,DATE,TIME (PT)
DET,VAN,10/5/2006,4:00 PM
CBJ,VAN,10/6/2006,4:00 PM
COL,VAN,10/8/2006,5:00 PM
MIN,VAN,10/10/2006,6:00 PM
VAN,SJS,10/13/2006,7:00 PM
VAN,EDM,10/16/2006,7:00 PM
EDM,VAN,10/17/2006,6:00 PM
STL,VAN,10/20/2006,5:00 PM
NSH,VAN,10/21/2006,5:00 PM
DAL,VAN,10/23/2006,5:30 PM
CHI,VAN,10/25/2006,5:30 PM
VAN,WSH,10/27/2006,7:00 PM
VAN,NSH,10/31/2006,7:00 PM
MIN,VAN,11/2/2006,5:00 PM
COL,VAN,11/4/2006,7:00 PM
VAN,DAL,11/6/2006,7:00 PM
VAN,ANH,11/9/2006,7:00 PM
VAN,CGY,11/11/2006,7:00 PM
VAN,DET,11/14/2006,7:00 PM
VAN,STL,11/17/2006,7:00 PM
VAN,CHI,11/19/2006,7:00 PM
DET,VAN,11/22/2006,4:30 PM
NSH,VAN,11/23/2006,5:00 PM
COL,VAN,11/25/2006,7:00 PM
VAN,CBJ,11/28/2006,7:00 PM
VAN,ANH,11/30/2006,7:00 PM
VAN,COL,12/2/2006,7:00 PM
VAN,EDM,12/4/2006,7:00 PM
VAN,CAR,12/8/2006,7:00 PM
CGY,VAN,12/9/2006,7:00 PM
VAN,ARI,12/12/2006,7:00 PM
VAN,CGY,12/14/2006,7:00 PM
VAN,MIN,12/16/2006,7:00 PM
MIN,VAN,12/19/2006,5:00 PM
BOS,VAN,12/21/2006,4:00 PM
CBJ,VAN,12/22/2006,4:00 PM
CGY,VAN,12/26/2006,6:00 PM
VAN,CGY,12/27/2006,7:00 PM
EDM,VAN,12/30/2006,7:00 PM
CGY,VAN,1/2/2007,6:00 PM
VAN,DAL,1/3/2007,7:00 PM
VAN,EDM,1/5/2007,7:00 PM
VAN,FLA,1/7/2007,7:00 PM
VAN,MIN,1/11/2007,7:00 PM
TOR,VAN,1/13/2007,4:00 PM
MON,VAN,1/16/2007,4:30 PM
OTT,VAN,1/18/2007,4:30 PM
BUF,VAN,1/19/2007,5:00 PM
VAN,LAK,1/26/2007,7:00 PM
VAN,SJS,1/28/2007,7:00 PM
VAN,CBJ,1/30/2007,7:00 PM
VAN,EDM,2/1/2007,7:00 PM
CGY,VAN,2/3/2007,7:00 PM
EDM,VAN,2/6/2007,6:00 PM
VAN,CHI,2/7/2007,7:00 PM
VAN,ATL,2/10/2007,7:00 PM
MIN,VAN,2/14/2007,6:00 PM
CHI,VAN,2/16/2007,5:30 PM
VAN,COL,2/18/2007,7:00 PM
ANH,VAN,2/20/2007,7:00 PM
LAK,VAN,2/22/2007,7:30 PM
DAL,VAN,2/25/2007,0:30 PM
STL,VAN,2/27/2007,5:00 PM
VAN,ARI,3/1/2007,7:00 PM
VAN,MIN,3/4/2007,7:00 PM
VAN,TBL,3/6/2007,7:00 PM
ARI,VAN,3/8/2007,6:00 PM
SJS,VAN,3/9/2007,7:30 PM
ANH,VAN,3/11/2007,5:00 PM
VAN,MIN,3/13/2007,7:00 PM
VAN,STL,3/15/2007,7:00 PM
VAN,DET,3/17/2007,7:00 PM
EDM,VAN,3/19/2007,6:00 PM
VAN,NSH,3/21/2007,7:00 PM
VAN,COL,3/25/2007,7:00 PM
COL,VAN,3/27/2007,6:00 PM
LAK,VAN,3/29/2007,7:30 PM
VAN,CGY,3/31/2007,7:00 PM
VAN,LAK,4/3/2007,7:00 PM
VAN,COL,4/5/2007,7:00 PM
SJS,VAN,4/7/2007,1:00 PM
ARI,VAN,4/8/2007,2:00 PM
