HOME,AWAY,DATE,TIME (CT)
SJS,STL,10/5/2006,9:30 PM
LAK,STL,10/7/2006,9:30 PM
ANH,STL,10/9/2006,9:00 PM
STL,BOS,10/12/2006,7:00 PM
STL,CHI,10/14/2006,7:00 PM
STL,ARI,10/17/2006,7:00 PM
STL,VAN,10/20/2006,7:00 PM
CHI,STL,10/21/2006,7:30 PM
STL,DET,10/28/2006,7:00 PM
STL,ANH,10/30/2006,7:00 PM
DAL,STL,11/1/2006,7:30 PM
STL,COL,11/2/2006,7:00 PM
STL,CGY,11/4/2006,7:00 PM
STL,CBJ,11/9/2006,7:00 PM
CHI,STL,11/10/2006,7:30 PM
STL,EDM,11/12/2006,1:00 PM
CGY,STL,11/14/2006,8:30 PM
EDM,STL,11/16/2006,8:00 PM
VAN,STL,11/17/2006,9:00 PM
CBJ,STL,11/22/2006,6:00 PM
DET,STL,11/24/2006,6:30 PM
STL,ARI,11/25/2006,7:00 PM
STL,SJS,11/28/2006,7:00 PM
STL,NSH,11/30/2006,7:00 PM
CHI,STL,12/1/2006,7:30 PM
STL,DET,12/5/2006,7:00 PM
DET,STL,12/7/2006,6:30 PM
STL,CBJ,12/9/2006,7:00 PM
STL,CHI,12/12/2006,7:00 PM
COL,STL,12/13/2006,8:00 PM
NSH,STL,12/16/2006,7:00 PM
STL,NSH,12/17/2006,5:00 PM
PIT,STL,12/19/2006,6:00 PM
STL,LAK,12/21/2006,7:00 PM
STL,BUF,12/23/2006,7:00 PM
NSH,STL,12/26/2006,7:00 PM
COL,STL,12/29/2006,8:00 PM
STL,COL,12/30/2006,7:00 PM
STL,CHI,1/2/2007,7:00 PM
STL,CHI,1/4/2007,7:00 PM
NSH,STL,1/6/2007,7:00 PM
CBJ,STL,1/9/2007,6:00 PM
NJD,STL,1/10/2007,6:30 PM
STL,LAK,1/13/2007,1:00 PM
ARI,STL,1/15/2007,3:00 PM
ANH,STL,1/16/2007,9:00 PM
LAK,STL,1/18/2007,9:30 PM
SJS,STL,1/20/2007,9:30 PM
STL,DET,1/26/2007,7:00 PM
STL,NSH,1/27/2007,7:00 PM
STL,MIN,1/30/2007,7:00 PM
DET,STL,2/2/2007,6:30 PM
STL,DAL,2/3/2007,7:00 PM
STL,TOR,2/6/2007,7:00 PM
STL,DET,2/8/2007,7:00 PM
PHI,STL,2/10/2007,6:00 PM
STL,SJS,2/13/2007,7:00 PM
CBJ,STL,2/14/2007,6:00 PM
STL,NSH,2/16/2007,7:00 PM
STL,MIN,2/18/2007,5:00 PM
STL,CBJ,2/20/2007,7:00 PM
CHI,STL,2/25/2007,2:00 PM
STL,VAN,2/27/2007,7:00 PM
NYI,STL,3/1/2007,6:30 PM
NYR,STL,3/3/2007,0:00 PM
STL,CGY,3/6/2007,7:00 PM
STL,DAL,3/8/2007,7:00 PM
STL,MON,3/10/2007,7:00 PM
CGY,STL,3/12/2007,8:30 PM
VAN,STL,3/15/2007,9:00 PM
EDM,STL,3/17/2007,7:00 PM
STL,OTT,3/20/2007,7:00 PM
MIN,STL,3/22/2007,7:00 PM
DET,STL,3/24/2007,1:00 PM
CBJ,STL,3/25/2007,5:00 PM
STL,CBJ,3/27/2007,7:00 PM
STL,EDM,3/29/2007,7:00 PM
STL,ANH,3/31/2007,7:00 PM
DAL,STL,4/2/2007,7:00 PM
ARI,STL,4/3/2007,9:00 PM
NSH,STL,4/5/2007,7:00 PM
MIN,STL,4/7/2007,7:00 PM
