DATE,VISITING TEAM,HOME TEAM,TIME
"SAT OCT 14, 2006",CALGARY,TORONTO,7:00 PM ET
,,,
"SAT OCT 14, 2006",OTTAWA,MONTREAL,7:00 PM ET
,,,
"SAT OCT 14, 2006",BOSTON,NY ISLANDERS,7:00 PM ET
,,,
"SAT OCT 14, 2006",ATLANTA,WASHINGTON,7:00 PM ET
,,,
"SAT OCT 14, 2006",PHILADELPHIA,NEW JERSEY,7:30 PM ET
,,,
"SAT OCT 14, 2006",CAROLINA,PITTSBURGH,7:30 PM ET
,,,
"SAT OCT 14, 2006",FLORIDA,TAMPA BAY,7:30 PM ET
,,,
"SAT OCT 14, 2006",CHICAGO,ST. LOUIS,8:00 PM ET
,,,
"SAT OCT 14, 2006",PHOENIX,NASHVILLE,8:00 PM ET
,,,
"SAT OCT 14, 2006",COLUMBUS,MINNESOTA,8:00 PM ET
,,,
"SAT OCT 14, 2006",EDMONTON,COLORADO,10:00 PM ET
,,,
"SAT OCT 14, 2006",DALLAS,LOS ANGELES,10:30 PM ET
,,,
"SUN OCT 15, 2006",DALLAS,ANAHEIM,8:00 PM ET
,,,
"MON OCT 16, 2006",NEW JERSEY,NY RANGERS,7:00 PM ET
,,,
"MON OCT 16, 2006",CAROLINA,TAMPA BAY,7:00 PM ET
,,,
"MON OCT 16, 2006",NASHVILLE,NY ISLANDERS,7:30 PM ET
,,,
"MON OCT 16, 2006",CHICAGO,COLORADO,9:00 PM ET
,,,
"MON OCT 16, 2006",EDMONTON,VANCOUVER,10:00 PM ET
,,,
"MON OCT 16, 2006",DETROIT,LOS ANGELES,10:30 PM ET
,,,
"TUE OCT 17, 2006",PHILADELPHIA,BUFFALO,7:00 PM ET
,,,
"TUE OCT 17, 2006",CALGARY,MONTREAL,7:30 PM ET
,,,
"TUE OCT 17, 2006",PHOENIX,ST. LOUIS,8:00 PM ET
,,,
"TUE OCT 17, 2006",VANCOUVER,EDMONTON,9:00 PM ET
,,,
"TUE OCT 17, 2006",DALLAS,SAN JOSE,10:30 PM ET
,,,
"WED OCT 18, 2006",NASHVILLE,NY RANGERS,7:00 PM ET
,,,
"WED OCT 18, 2006",FLORIDA,WASHINGTON,7:00 PM ET
,,,
"WED OCT 18, 2006",COLORADO,TORONTO,7:30 PM ET
,,,
"WED OCT 18, 2006",NEW JERSEY,PITTSBURGH,7:30 PM ET
,,,
"WED OCT 18, 2006",MONTREAL,CHICAGO,8:30 PM ET
,,,
"WED OCT 18, 2006",DETROIT,ANAHEIM,10:00 PM ET
,,,
"WED OCT 18, 2006",MINNESOTA,LOS ANGELES,10:30 PM ET
,,,
"THU OCT 19, 2006",CALGARY,BOSTON,7:00 PM ET
,,,
"THU OCT 19, 2006",WASHINGTON,ATLANTA,7:00 PM ET
,,,
"THU OCT 19, 2006",COLORADO,OTTAWA,7:30 PM ET
,,,
"THU OCT 19, 2006",NASHVILLE,NEW JERSEY,7:30 PM ET
,,,
"THU OCT 19, 2006",PITTSBURGH,NY ISLANDERS,7:30 PM ET
,,,
"THU OCT 19, 2006",PHILADELPHIA,TAMPA BAY,7:30 PM ET
,,,
"THU OCT 19, 2006",LOS ANGELES,PHOENIX,10:00 PM ET
,,,
"THU OCT 19, 2006",DETROIT,SAN JOSE,10:30 PM ET
,,,
"FRI OCT 20, 2006",TORONTO,COLUMBUS,7:00 PM ET
,,,
"FRI OCT 20, 2006",PHILADELPHIA,FLORIDA,7:30 PM ET
,,,
"FRI OCT 20, 2006",CAROLINA,BUFFALO,8:00 PM ET
,,,
"FRI OCT 20, 2006",VANCOUVER,ST. LOUIS,8:00 PM ET
,,,
"FRI OCT 20, 2006",CHICAGO,DALLAS,8:30 PM ET
,,,
"FRI OCT 20, 2006",MINNESOTA,ANAHEIM,10:00 PM ET
,,,
"SAT OCT 21, 2006",BUFFALO,BOSTON,7:00 PM ET
,,,
"SAT OCT 21, 2006",NY RANGERS,TORONTO,7:00 PM ET
,,,
"SAT OCT 21, 2006",COLORADO,MONTREAL,7:00 PM ET
,,,
"SAT OCT 21, 2006",NEW JERSEY,OTTAWA,7:00 PM ET
,,,
"SAT OCT 21, 2006",CAROLINA,NY ISLANDERS,7:00 PM ET
,,,
"SAT OCT 21, 2006",TAMPA BAY,WASHINGTON,7:00 PM ET
,,,
"SAT OCT 21, 2006",FLORIDA,ATLANTA,7:00 PM ET
,,,
"SAT OCT 21, 2006",COLUMBUS,PITTSBURGH,7:30 PM ET
,,,
"SAT OCT 21, 2006",VANCOUVER,NASHVILLE,8:00 PM ET
,,,
"SAT OCT 21, 2006",ST. LOUIS,CHICAGO,8:30 PM ET
,,,
"SAT OCT 21, 2006",DETROIT,EDMONTON,10:00 PM ET
,,,
"SAT OCT 21, 2006",DALLAS,PHOENIX,10:00 PM ET
,,,
"SAT OCT 21, 2006",MINNESOTA,SAN JOSE,10:30 PM ET
,,,
"SUN OCT 22, 2006",ANAHEIM,LOS ANGELES,6:00 PM ET
,,,
"MON OCT 23, 2006",SAN JOSE,COLUMBUS,7:00 PM ET
,,,
"MON OCT 23, 2006",BUFFALO,MONTREAL,7:00 PM ET
,,,
"MON OCT 23, 2006",ATLANTA,FLORIDA,7:30 PM ET
,,,
"MON OCT 23, 2006",LOS ANGELES,COLORADO,8:00 PM ET
,,,
"MON OCT 23, 2006",VANCOUVER,DALLAS,8:30 PM ET
,,,
"MON OCT 23, 2006",PHOENIX,EDMONTON,9:00 PM ET
,,,
"TUE OCT 24, 2006",NEW JERSEY,PITTSBURGH,7:00 PM ET
,,,
"TUE OCT 24, 2006",OTTAWA,TORONTO,7:30 PM ET
,,,
"TUE OCT 24, 2006",PHOENIX,CALGARY,9:30 PM ET
,,,
"WED OCT 25, 2006",FLORIDA,NY RANGERS,7:00 PM ET
,,,
"WED OCT 25, 2006",ATLANTA,CAROLINA,7:00 PM ET
,,,
"WED OCT 25, 2006",SAN JOSE,DETROIT,7:30 PM ET
,,,
"WED OCT 25, 2006",LOS ANGELES,MINNESOTA,8:00 PM ET
,,,
"WED OCT 25, 2006",VANCOUVER,CHICAGO,8:30 PM ET
,,,
"WED OCT 25, 2006",WASHINGTON,COLORADO,9:00 PM ET
,,,
"WED OCT 25, 2006",EDMONTON,ANAHEIM,10:00 PM ET
,,,
"THU OCT 26, 2006",MONTREAL,BOSTON,7:00 PM ET
,,,
"THU OCT 26, 2006",ATLANTA,PHILADELPHIA,7:00 PM ET
,,,
"THU OCT 26, 2006",TORONTO,OTTAWA,7:30 PM ET
,,,
"THU OCT 26, 2006",FLORIDA,NEW JERSEY,7:30 PM ET
,,,
"THU OCT 26, 2006",BUFFALO,NY ISLANDERS,7:30 PM ET
,,,
"THU OCT 26, 2006",CAROLINA,TAMPA BAY,7:30 PM ET
,,,
"THU OCT 26, 2006",SAN JOSE,NASHVILLE,8:00 PM ET
,,,
"THU OCT 26, 2006",EDMONTON,PHOENIX,10:00 PM ET
,,,
"FRI OCT 27, 2006",LOS ANGELES,COLUMBUS,7:00 PM ET
,,,
"FRI OCT 27, 2006",ANAHEIM,MINNESOTA,8:00 PM ET
,,,
"FRI OCT 27, 2006",DETROIT,DALLAS,8:30 PM ET
,,,
"FRI OCT 27, 2006",WASHINGTON,VANCOUVER,10:00 PM ET
,,,
"SAT OCT 28, 2006",OTTAWA,BOSTON,7:00 PM ET
,,,
"SAT OCT 28, 2006",ATLANTA,BUFFALO,7:00 PM ET
,,,
"SAT OCT 28, 2006",TORONTO,MONTREAL,7:00 PM ET
,,,
"SAT OCT 28, 2006",FLORIDA,NY ISLANDERS,7:00 PM ET
,,,
"SAT OCT 28, 2006",PITTSBURGH,PHILADELPHIA,7:00 PM ET
,,,
"SAT OCT 28, 2006",TAMPA BAY,CAROLINA,7:00 PM ET
,,,
"SAT OCT 28, 2006",COLUMBUS,NEW JERSEY,7:30 PM ET
,,,
"SAT OCT 28, 2006",DETROIT,ST. LOUIS,8:00 PM ET
,,,
"SAT OCT 28, 2006",LOS ANGELES,DALLAS,8:00 PM ET
,,,
"SAT OCT 28, 2006",ANAHEIM,CHICAGO,8:30 PM ET
,,,
"SAT OCT 28, 2006",WASHINGTON,EDMONTON,10:00 PM ET
,,,
"SAT OCT 28, 2006",NASHVILLE,CALGARY,10:00 PM ET
,,,
"SAT OCT 28, 2006",NY RANGERS,PHOENIX,10:00 PM ET
,,,
"SUN OCT 29, 2006",SAN JOSE,TAMPA BAY,5:00 PM ET
,,,
"SUN OCT 29, 2006",MINNESOTA,COLORADO,8:00 PM ET
,,,
"MON OCT 30, 2006",CHICAGO,PHILADELPHIA,7:00 PM ET
,,,
"MON OCT 30, 2006",ATLANTA,TORONTO,7:30 PM ET
,,,
"MON OCT 30, 2006",ANAHEIM,ST. LOUIS,8:00 PM ET
,,,
"MON OCT 30, 2006",WASHINGTON,CALGARY,9:00 PM ET
,,,
"MON OCT 30, 2006",NY RANGERS,LOS ANGELES,10:30 PM ET
,,,
"TUE OCT 31, 2006",CHICAGO,NY ISLANDERS,7:30 PM ET
,,,
"TUE OCT 31, 2006",OTTAWA,MONTREAL,7:30 PM ET
,,,
"TUE OCT 31, 2006",SAN JOSE,FLORIDA,7:30 PM ET
,,,
"TUE OCT 31, 2006",NASHVILLE,VANCOUVER,10:00 PM ET
,,,
"WED NOV 1, 2006",CAROLINA,ATLANTA,7:00 PM ET
,,,
"WED NOV 1, 2006",COLORADO,COLUMBUS,7:00 PM ET
,,,
"WED NOV 1, 2006",TORONTO,TAMPA BAY,7:30 PM ET
,,,
"WED NOV 1, 2006",CALGARY,DETROIT,7:30 PM ET
,,,
"WED NOV 1, 2006",ST. LOUIS,DALLAS,8:30 PM ET
,,,
"WED NOV 1, 2006",NASHVILLE,EDMONTON,10:00 PM ET
,,,
"WED NOV 1, 2006",NY RANGERS,ANAHEIM,10:00 PM ET
,,,
"WED NOV 1, 2006",PITTSBURGH,LOS ANGELES,10:30 PM ET
,,,
"THU NOV 2, 2006",BUFFALO,BOSTON,7:00 PM ET
,,,
"THU NOV 2, 2006",TAMPA BAY,PHILADELPHIA,7:00 PM ET
,,,
"THU NOV 2, 2006",MONTREAL,CAROLINA,7:00 PM ET
,,,
"THU NOV 2, 2006",NY ISLANDERS,NEW JERSEY,7:30 PM ET
,,,
"THU NOV 2, 2006",TORONTO,FLORIDA,7:30 PM ET
,,,
"THU NOV 2, 2006",COLORADO,ST. LOUIS,8:00 PM ET
,,,
"THU NOV 2, 2006",VANCOUVER,MINNESOTA,8:00 PM ET
,,,
"THU NOV 2, 2006",DETROIT,CHICAGO,8:30 PM ET
,,,
"THU NOV 2, 2006",NY RANGERS,SAN JOSE,10:30 PM ET
,,,
"FRI NOV 3, 2006",ATLANTA,WASHINGTON,7:00 PM ET
,,,
"FRI NOV 3, 2006",CALGARY,COLUMBUS,7:00 PM ET
,,,
"FRI NOV 3, 2006",DALLAS,EDMONTON,9:30 PM ET
,,,
"FRI NOV 3, 2006",PHOENIX,ANAHEIM,10:00 PM ET
,,,
"SAT NOV 4, 2006",TAMPA BAY,BOSTON,7:00 PM ET
,,,
"SAT NOV 4, 2006",TORONTO,BUFFALO,7:00 PM ET
,,,
"SAT NOV 4, 2006",NEW JERSEY,MONTREAL,7:00 PM ET
,,,
"SAT NOV 4, 2006",CAROLINA,OTTAWA,7:00 PM ET
,,,
"SAT NOV 4, 2006",ATLANTA,NY ISLANDERS,7:00 PM ET
,,,
"SAT NOV 4, 2006",WASHINGTON,PHILADELPHIA,7:00 PM ET
,,,
"SAT NOV 4, 2006",COLUMBUS,DETROIT,7:00 PM ET
,,,
"SAT NOV 4, 2006",CALGARY,ST. LOUIS,8:00 PM ET
,,,
"SAT NOV 4, 2006",NASHVILLE,MINNESOTA,8:00 PM ET
,,,
"SAT NOV 4, 2006",LOS ANGELES,PHOENIX,9:00 PM ET
,,,
"SAT NOV 4, 2006",VANCOUVER,COLORADO,10:00 PM ET
,,,
"SAT NOV 4, 2006",PITTSBURGH,SAN JOSE,10:30 PM ET
,,,
"SUN NOV 5, 2006",BUFFALO,NY RANGERS,5:00 PM ET
,,,
"MON NOV 6, 2006",OTTAWA,WASHINGTON,7:00 PM ET
,,,
"MON NOV 6, 2006",BOSTON,ATLANTA,7:00 PM ET
,,,
"MON NOV 6, 2006",PHILADELPHIA,TORONTO,7:30 PM ET
,,,
"MON NOV 6, 2006",TAMPA BAY,NY ISLANDERS,7:30 PM ET
,,,
"MON NOV 6, 2006",DALLAS,VANCOUVER,10:00 PM ET
,,,
"MON NOV 6, 2006",PITTSBURGH,ANAHEIM,10:00 PM ET
,,,
"TUE NOV 7, 2006",CAROLINA,NEW JERSEY,7:00 PM ET
,,,
"TUE NOV 7, 2006",EDMONTON,MONTREAL,7:30 PM ET
,,,
"TUE NOV 7, 2006",LOS ANGELES,COLORADO,9:30 PM ET
,,,
"TUE NOV 7, 2006",DALLAS,CALGARY,10:00 PM ET
,,,
"TUE NOV 7, 2006",MINNESOTA,SAN JOSE,10:30 PM ET
,,,
"WED NOV 8, 2006",OTTAWA,ATLANTA,7:00 PM ET
,,,
"WED NOV 8, 2006",TAMPA BAY,PITTSBURGH,7:30 PM ET
,,,
"WED NOV 8, 2006",NY RANGERS,FLORIDA,7:30 PM ET
,,,
"WED NOV 8, 2006",EDMONTON,DETROIT,8:00 PM ET
,,,
"THU NOV 9, 2006",TORONTO,BOSTON,7:00 PM ET
,,,
"THU NOV 9, 2006",NY ISLANDERS,PHILADELPHIA,7:00 PM ET
,,,
"THU NOV 9, 2006",WASHINGTON,CAROLINA,7:00 PM ET
,,,
"THU NOV 9, 2006",CHICAGO,NEW JERSEY,7:30 PM ET
,,,
"THU NOV 9, 2006",COLUMBUS,ST. LOUIS,8:00 PM ET
,,,
"THU NOV 9, 2006",DALLAS,PHOENIX,9:00 PM ET
,,,
"THU NOV 9, 2006",ANAHEIM,VANCOUVER,10:00 PM ET
,,,
"THU NOV 9, 2006",SAN JOSE,LOS ANGELES,10:30 PM ET
,,,
"FRI NOV 10, 2006",EDMONTON,COLUMBUS,7:00 PM ET
,,,
"FRI NOV 10, 2006",OTTAWA,PITTSBURGH,7:30 PM ET
,,,
"FRI NOV 10, 2006",NY RANGERS,ATLANTA,7:30 PM ET
,,,
"FRI NOV 10, 2006",NASHVILLE,DETROIT,7:30 PM ET
,,,
"FRI NOV 10, 2006",FLORIDA,BUFFALO,8:00 PM ET
,,,
"FRI NOV 10, 2006",ST. LOUIS,CHICAGO,8:30 PM ET
,,,
"FRI NOV 10, 2006",ANAHEIM,CALGARY,9:30 PM ET
,,,
"SAT NOV 11, 2006",OTTAWA,BOSTON,7:00 PM ET
,,,
"SAT NOV 11, 2006",MONTREAL,TORONTO,7:00 PM ET
,,,
"SAT NOV 11, 2006",BUFFALO,PHILADELPHIA,7:00 PM ET
,,,
"SAT NOV 11, 2006",NY RANGERS,WASHINGTON,7:00 PM ET
,,,
"SAT NOV 11, 2006",PITTSBURGH,CAROLINA,7:00 PM ET
,,,
"SAT NOV 11, 2006",FLORIDA,NEW JERSEY,7:30 PM ET
,,,
"SAT NOV 11, 2006",ATLANTA,TAMPA BAY,7:30 PM ET
,,,
"SAT NOV 11, 2006",COLORADO,NASHVILLE,8:00 PM ET
,,,
"SAT NOV 11, 2006",SAN JOSE,PHOENIX,9:00 PM ET
,,,
"SAT NOV 11, 2006",CALGARY,VANCOUVER,10:00 PM ET
,,,
"SAT NOV 11, 2006",MINNESOTA,LOS ANGELES,10:30 PM ET
,,,
"SUN NOV 12, 2006",EDMONTON,ST. LOUIS,2:00 PM ET
,,,
"SUN NOV 12, 2006",COLUMBUS,CHICAGO,7:00 PM ET
,,,
"SUN NOV 12, 2006",MINNESOTA,ANAHEIM,8:00 PM ET
,,,
"MON NOV 13, 2006",BUFFALO,CAROLINA,7:00 PM ET
,,,
"MON NOV 13, 2006",MONTREAL,OTTAWA,7:30 PM ET
,,,
"MON NOV 13, 2006",PHILADELPHIA,PITTSBURGH,7:30 PM ET
,,,
"MON NOV 13, 2006",WASHINGTON,FLORIDA,7:30 PM ET
,,,
"MON NOV 13, 2006",EDMONTON,COLORADO,9:00 PM ET
,,,
"MON NOV 13, 2006",SAN JOSE,LOS ANGELES,10:30 PM ET
,,,
"TUE NOV 14, 2006",NEW JERSEY,NY RANGERS,7:00 PM ET
,,,
"TUE NOV 14, 2006",MINNESOTA,PHOENIX,9:00 PM ET
,,,
"TUE NOV 14, 2006",ST. LOUIS,CALGARY,9:30 PM ET
,,,
"TUE NOV 14, 2006",DETROIT,VANCOUVER,10:00 PM ET
,,,
"WED NOV 15, 2006",OTTAWA,BUFFALO,7:00 PM ET
,,,
"WED NOV 15, 2006",BOSTON,WASHINGTON,7:00 PM ET
,,,
"WED NOV 15, 2006",NY RANGERS,CAROLINA,7:00 PM ET
,,,
"WED NOV 15, 2006",NASHVILLE,COLUMBUS,7:00 PM ET
,,,
"WED NOV 15, 2006",MONTREAL,TAMPA BAY,7:30 PM ET
,,,
"WED NOV 15, 2006",NY ISLANDERS,DALLAS,8:30 PM ET
,,,
"WED NOV 15, 2006",SAN JOSE,COLORADO,9:00 PM ET
,,,
"WED NOV 15, 2006",PHILADELPHIA,ANAHEIM,10:00 PM ET
,,,
"THU NOV 16, 2006",TORONTO,BOSTON,7:00 PM ET
,,,
"THU NOV 16, 2006",MONTREAL,FLORIDA,7:30 PM ET
,,,
"THU NOV 16, 2006",MINNESOTA,NASHVILLE,8:00 PM ET
,,,
"THU NOV 16, 2006",ST. LOUIS,EDMONTON,9:00 PM ET
,,,
"THU NOV 16, 2006",CHICAGO,PHOENIX,9:00 PM ET
,,,
"THU NOV 16, 2006",PHILADELPHIA,LOS ANGELES,10:30 PM ET
,,,
"FRI NOV 17, 2006",CAROLINA,WASHINGTON,7:00 PM ET
,,,
"FRI NOV 17, 2006",COLORADO,COLUMBUS,7:00 PM ET
,,,
"FRI NOV 17, 2006",OTTAWA,NEW JERSEY,7:30 PM ET
,,,
"FRI NOV 17, 2006",DALLAS,ATLANTA,7:30 PM ET
,,,
"FRI NOV 17, 2006",PITTSBURGH,BUFFALO,8:00 PM ET
,,,
"FRI NOV 17, 2006",NY ISLANDERS,TAMPA BAY,8:00 PM ET
,,,
"FRI NOV 17, 2006",DETROIT,CALGARY,9:00 PM ET
,,,
"FRI NOV 17, 2006",ST. LOUIS,VANCOUVER,10:00 PM ET
,,,
"FRI NOV 17, 2006",CHICAGO,ANAHEIM,10:00 PM ET
,,,
"SAT NOV 18, 2006",PHOENIX,LOS ANGELES,4:00 PM ET
,,,
"SAT NOV 18, 2006",WASHINGTON,BOSTON,7:00 PM ET
,,,
"SAT NOV 18, 2006",NEW JERSEY,TORONTO,7:00 PM ET
,,,
"SAT NOV 18, 2006",ATLANTA,MONTREAL,7:00 PM ET
,,,
"SAT NOV 18, 2006",BUFFALO,OTTAWA,7:00 PM ET
,,,
"SAT NOV 18, 2006",DALLAS,CAROLINA,7:00 PM ET
,,,
"SAT NOV 18, 2006",NY RANGERS,PITTSBURGH,7:30 PM ET
,,,
"SAT NOV 18, 2006",NY ISLANDERS,FLORIDA,7:30 PM ET
,,,
"SAT NOV 18, 2006",COLUMBUS,NASHVILLE,8:00 PM ET
,,,
"SAT NOV 18, 2006",COLORADO,MINNESOTA,8:00 PM ET
,,,
"SAT NOV 18, 2006",DETROIT,EDMONTON,10:00 PM ET
,,,
"SAT NOV 18, 2006",PHILADELPHIA,SAN JOSE,10:30 PM ET
,,,
"SUN NOV 19, 2006",TAMPA BAY,NY RANGERS,7:00 PM ET
,,,
"SUN NOV 19, 2006",PHOENIX,ANAHEIM,8:00 PM ET
,,,
"SUN NOV 19, 2006",CHICAGO,VANCOUVER,10:00 PM ET
,,,
"MON NOV 20, 2006",FLORIDA,BOSTON,7:00 PM ET
,,,
"MON NOV 20, 2006",TAMPA BAY,BUFFALO,7:00 PM ET
,,,
"MON NOV 20, 2006",PITTSBURGH,PHILADELPHIA,7:00 PM ET
,,,
"MON NOV 20, 2006",NASHVILLE,COLUMBUS,7:00 PM ET
,,,
"MON NOV 20, 2006",NY ISLANDERS,TORONTO,7:30 PM ET
,,,
"MON NOV 20, 2006",MINNESOTA,OTTAWA,7:30 PM ET
,,,
"MON NOV 20, 2006",COLORADO,DALLAS,8:00 PM ET
,,,
"TUE NOV 21, 2006",CAROLINA,NY RANGERS,7:00 PM ET
,,,
"TUE NOV 21, 2006",CALGARY,EDMONTON,9:00 PM ET
,,,
"TUE NOV 21, 2006",SAN JOSE,ANAHEIM,10:00 PM ET
,,,
"WED NOV 22, 2006",TORONTO,BUFFALO,7:00 PM ET
,,,
"WED NOV 22, 2006",OTTAWA,PHILADELPHIA,7:00 PM ET
,,,
"WED NOV 22, 2006",ATLANTA,WASHINGTON,7:00 PM ET
,,,
"WED NOV 22, 2006",ST. LOUIS,COLUMBUS,7:00 PM ET
,,,
"WED NOV 22, 2006",VANCOUVER,DETROIT,7:30 PM ET
,,,
"WED NOV 22, 2006",MINNESOTA,MONTREAL,7:30 PM ET
,,,
"WED NOV 22, 2006",CAROLINA,NY ISLANDERS,7:30 PM ET
,,,
"WED NOV 22, 2006",BOSTON,PITTSBURGH,7:30 PM ET
,,,
"WED NOV 22, 2006",TAMPA BAY,FLORIDA,7:30 PM ET
,,,
"WED NOV 22, 2006",NASHVILLE,DALLAS,8:30 PM ET
,,,
"WED NOV 22, 2006",ANAHEIM,COLORADO,9:00 PM ET
,,,
"WED NOV 22, 2006",NEW JERSEY,PHOENIX,9:00 PM ET
,,,
"WED NOV 22, 2006",CHICAGO,CALGARY,9:30 PM ET
,,,
"WED NOV 22, 2006",LOS ANGELES,SAN JOSE,10:30 PM ET
,,,
"THU NOV 23, 2006",VANCOUVER,NASHVILLE,8:00 PM ET
,,,
"FRI NOV 24, 2006",CAROLINA,BOSTON,12:00 PM ET
,,,
"FRI NOV 24, 2006",COLUMBUS,PHILADELPHIA,1:00 PM ET
,,,
"FRI NOV 24, 2006",PITTSBURGH,NY ISLANDERS,2:00 PM ET
,,,
"FRI NOV 24, 2006",PHOENIX,MINNESOTA,2:00 PM ET
,,,
"FRI NOV 24, 2006",NEW JERSEY,ANAHEIM,4:00 PM ET
,,,
"FRI NOV 24, 2006",TORONTO,WASHINGTON,7:00 PM ET
,,,
"FRI NOV 24, 2006",OTTAWA,FLORIDA,7:30 PM ET
,,,
"FRI NOV 24, 2006",ST. LOUIS,DETROIT,7:30 PM ET
,,,
"FRI NOV 24, 2006",MONTREAL,BUFFALO,8:00 PM ET
,,,
"FRI NOV 24, 2006",ATLANTA,TAMPA BAY,8:00 PM ET
,,,
"FRI NOV 24, 2006",LOS ANGELES,DALLAS,8:30 PM ET
,,,
"FRI NOV 24, 2006",CHICAGO,EDMONTON,9:00 PM ET
,,,
"SAT NOV 25, 2006",BOSTON,TORONTO,7:00 PM ET
,,,
