HOME,AWAY,DATE,TIME (MT)
COL,DAL,10/4/2006,8:00 PM
MIN,COL,10/5/2006,6:30 PM
COL,VAN,10/8/2006,6:00 PM
COL,EDM,10/14/2006,8:00 PM
COL,CHI,10/16/2006,7:00 PM
TOR,COL,10/18/2006,5:30 PM
OTT,COL,10/19/2006,5:30 PM
MON,COL,10/21/2006,5:00 PM
COL,LAK,10/23/2006,6:00 PM
COL,WSH,10/25/2006,7:00 PM
COL,MIN,10/29/2006,6:00 PM
CBJ,COL,11/1/2006,5:00 PM
STL,COL,11/2/2006,6:00 PM
COL,VAN,11/4/2006,8:00 PM
COL,LAK,11/7/2006,7:30 PM
NSH,COL,11/11/2006,6:00 PM
COL,EDM,11/13/2006,7:00 PM
COL,SJS,11/15/2006,7:00 PM
CBJ,COL,11/17/2006,5:00 PM
MIN,COL,11/18/2006,6:00 PM
DAL,COL,11/20/2006,6:00 PM
COL,ANH,11/22/2006,7:00 PM
COL,VAN,11/25/2006,8:00 PM
CGY,COL,11/28/2006,7:00 PM
EDM,COL,11/30/2006,7:00 PM
VAN,COL,12/2/2006,8:00 PM
COL,CBJ,12/5/2006,7:00 PM
SJS,COL,12/7/2006,8:30 PM
LAK,COL,12/9/2006,8:30 PM
COL,CAR,12/11/2006,7:30 PM
COL,STL,12/13/2006,7:00 PM
COL,EDM,12/15/2006,7:00 PM
CHI,COL,12/17/2006,5:00 PM
EDM,COL,12/19/2006,7:00 PM
COL,CHI,12/23/2006,7:00 PM
COL,DAL,12/27/2006,7:00 PM
COL,STL,12/29/2006,7:00 PM
STL,COL,12/30/2006,6:00 PM
NSH,COL,1/1/2007,1:00 PM
COL,TBL,1/5/2007,7:00 PM
MIN,COL,1/6/2007,6:00 PM
COL,DET,1/9/2007,7:00 PM
COL,CGY,1/11/2007,7:00 PM
ANH,COL,1/13/2007,8:00 PM
SJS,COL,1/15/2007,8:00 PM
COL,ARI,1/17/2007,7:00 PM
COL,DET,1/20/2007,7:00 PM
COL,ARI,1/26/2007,7:00 PM
DET,COL,1/28/2007,1:30 PM
COL,NSH,1/30/2007,6:00 PM
COL,MIN,2/1/2007,7:00 PM
COL,EDM,2/3/2007,1:00 PM
COL,FLA,2/6/2007,7:00 PM
COL,ATL,2/8/2007,7:00 PM
DAL,COL,2/11/2007,1:30 PM
COL,ANH,2/13/2007,7:00 PM
CGY,COL,2/15/2007,7:30 PM
CGY,COL,2/17/2007,8:00 PM
VAN,COL,2/18/2007,8:00 PM
COL,CGY,2/20/2007,7:00 PM
COL,MIN,2/22/2007,7:00 PM
LAK,COL,2/24/2007,8:30 PM
ANH,COL,2/25/2007,6:00 PM
COL,CBJ,2/27/2007,7:00 PM
CHI,COL,3/1/2007,6:30 PM
DET,COL,3/4/2007,10:30 PM
BOS,COL,3/6/2007,5:00 PM
BUF,COL,3/7/2007,5:00 PM
MIN,COL,3/11/2007,1:00 PM
COL,CGY,3/14/2007,7:00 PM
ARI,COL,3/17/2007,8:00 PM
COL,SJS,3/18/2007,6:00 PM
EDM,COL,3/21/2007,7:00 PM
EDM,COL,3/23/2007,7:00 PM
VAN,COL,3/25/2007,8:00 PM
COL,VAN,3/27/2007,7:00 PM
ARI,COL,3/29/2007,8:00 PM
COL,MIN,3/31/2007,1:00 PM
CGY,COL,4/3/2007,7:00 PM
VAN,COL,4/5/2007,8:00 PM
COL,NSH,4/7/2007,7:00 PM
COL,CGY,4/8/2007,7:00 PM
