HOME,AWAY,DATE,TIME (MT)
EDM,CGY,10/5/2006,8:00 PM
CGY,EDM,10/7/2006,8:00 PM
CGY,SJS,10/9/2006,6:00 PM
OTT,CGY,10/12/2006,5:30 PM
TOR,CGY,10/14/2006,5:00 PM
MON,CGY,10/17/2006,5:30 PM
BOS,CGY,10/19/2006,5:00 PM
CGY,ARI,10/24/2006,7:30 PM
CGY,NSH,10/28/2006,8:00 PM
CGY,WSH,10/30/2006,7:00 PM
DET,CGY,11/1/2006,5:30 PM
CBJ,CGY,11/3/2006,5:00 PM
STL,CGY,11/4/2006,6:00 PM
CGY,DAL,11/7/2006,8:00 PM
CGY,ANH,11/10/2006,7:30 PM
VAN,CGY,11/11/2006,8:00 PM
CGY,STL,11/14/2006,7:30 PM
CGY,DET,11/17/2006,7:00 PM
EDM,CGY,11/21/2006,7:00 PM
CGY,CHI,11/22/2006,7:30 PM
LAK,CGY,11/25/2006,8:30 PM
ANH,CGY,11/26/2006,6:00 PM
CGY,COL,11/28/2006,7:00 PM
CGY,CBJ,12/1/2006,7:00 PM
CGY,CAR,12/5/2006,7:00 PM
MIN,CGY,12/7/2006,6:00 PM
CGY,VAN,12/9/2006,8:00 PM
CGY,MIN,12/12/2006,7:00 PM
VAN,CGY,12/14/2006,8:00 PM
ARI,CGY,12/16/2006,7:00 PM
ANH,CGY,12/18/2006,8:00 PM
LAK,CGY,12/19/2006,8:30 PM
SJS,CGY,12/23/2006,8:00 PM
CGY,VAN,12/26/2006,7:00 PM
VAN,CGY,12/27/2006,8:00 PM
CGY,LAK,12/29/2006,7:00 PM
CGY,EDM,12/31/2006,6:00 PM
CGY,VAN,1/2/2007,7:00 PM
CGY,FLA,1/4/2007,7:00 PM
CGY,DAL,1/6/2007,8:00 PM
CGY,MIN,1/9/2007,7:00 PM
COL,CGY,1/11/2007,7:00 PM
CGY,EDM,1/13/2007,8:00 PM
NSH,CGY,1/15/2007,4:00 PM
DAL,CGY,1/17/2007,6:30 PM
CGY,ANH,1/19/2007,7:00 PM
EDM,CGY,1/20/2007,8:00 PM
MIN,CGY,1/26/2007,6:00 PM
CHI,CGY,1/28/2007,1:00 PM
CGY,LAK,1/30/2007,7:00 PM
CGY,CBJ,2/2/2007,7:00 PM
CGY,VAN,2/3/2007,8:00 PM
CGY,CHI,2/6/2007,7:00 PM
CBJ,CGY,2/8/2007,5:00 PM
BUF,CGY,2/10/2007,5:00 PM
DET,CGY,2/11/2007,4:00 PM
CGY,ATL,2/13/2007,7:30 PM
CGY,COL,2/15/2007,7:30 PM
CGY,COL,2/17/2007,8:00 PM
COL,CGY,2/20/2007,7:00 PM
ARI,CGY,2/22/2007,7:00 PM
CGY,SJS,2/24/2007,8:00 PM
CGY,ARI,2/26/2007,7:30 PM
CGY,MIN,2/28/2007,8:00 PM
EDM,CGY,3/3/2007,8:00 PM
STL,CGY,3/6/2007,6:00 PM
NSH,CGY,3/8/2007,6:00 PM
CGY,TBL,3/10/2007,8:00 PM
CGY,STL,3/12/2007,7:30 PM
COL,CGY,3/14/2007,7:00 PM
DAL,CGY,3/15/2007,6:30 PM
CGY,MIN,3/17/2007,7:00 PM
CGY,DET,3/20/2007,7:00 PM
CGY,NSH,3/22/2007,7:00 PM
CHI,CGY,3/25/2007,1:00 PM
MIN,CGY,3/27/2007,6:00 PM
MIN,CGY,3/29/2007,6:00 PM
VAN,CGY,3/31/2007,8:00 PM
CGY,COL,4/3/2007,7:00 PM
SJS,CGY,4/5/2007,8:30 PM
CGY,EDM,4/7/2007,8:00 PM
COL,CGY,4/8/2007,7:00 PM
