HOME,AWAY,DATE,TIME (CT)
NSH,CHI,10/5/2006,7:00 PM
CHI,CBJ,10/7/2006,7:30 PM
CHI,NSH,10/12/2006,7:30 PM
STL,CHI,10/14/2006,7:00 PM
COL,CHI,10/16/2006,8:00 PM
CHI,MON,10/18/2006,7:30 PM
DAL,CHI,10/20/2006,7:30 PM
CHI,STL,10/21/2006,7:30 PM
CHI,VAN,10/25/2006,7:30 PM
CHI,ANH,10/28/2006,7:30 PM
PHI,CHI,10/30/2006,6:00 PM
NYI,CHI,10/31/2006,6:30 PM
CHI,DET,11/2/2006,7:30 PM
NJD,CHI,11/9/2006,6:30 PM
CHI,STL,11/10/2006,7:30 PM
CHI,CBJ,11/12/2006,6:00 PM
ARI,CHI,11/16/2006,8:00 PM
ANH,CHI,11/17/2006,9:00 PM
VAN,CHI,11/19/2006,9:00 PM
CGY,CHI,11/22/2006,8:30 PM
EDM,CHI,11/24/2006,8:00 PM
CHI,DAL,11/29/2006,7:30 PM
CHI,STL,12/1/2006,7:30 PM
NSH,CHI,12/2/2006,7:00 PM
MIN,CHI,12/5/2006,7:00 PM
CHI,ARI,12/7/2006,7:30 PM
MIN,CHI,12/9/2006,7:00 PM
CHI,EDM,12/10/2006,6:00 PM
STL,CHI,12/12/2006,7:00 PM
CHI,DET,12/14/2006,7:30 PM
CBJ,CHI,12/16/2006,6:00 PM
CHI,COL,12/17/2006,6:00 PM
CHI,NSH,12/20/2006,7:30 PM
CHI,TOR,12/22/2006,7:30 PM
COL,CHI,12/23/2006,8:00 PM
CHI,DAL,12/26/2006,6:00 PM
CHI,BOS,12/29/2006,7:30 PM
CBJ,CHI,12/31/2006,6:00 PM
STL,CHI,1/2/2007,7:00 PM
STL,CHI,1/4/2007,7:00 PM
CHI,NSH,1/5/2007,7:30 PM
CHI,ARI,1/7/2007,2:00 PM
CHI,BUF,1/10/2007,7:00 PM
DET,CHI,1/13/2007,6:00 PM
CHI,MIN,1/14/2007,6:00 PM
CHI,CBJ,1/16/2007,6:30 PM
CHI,MIN,1/19/2007,7:30 PM
NSH,CHI,1/20/2007,7:00 PM
CHI,NSH,1/26/2007,7:30 PM
CHI,CGY,1/28/2007,2:00 PM
LAK,CHI,2/1/2007,9:30 PM
SJS,CHI,2/3/2007,3:00 PM
CGY,CHI,2/6/2007,8:00 PM
VAN,CHI,2/7/2007,9:00 PM
EDM,CHI,2/9/2007,8:00 PM
CBJ,CHI,2/11/2007,2:30 PM
PIT,CHI,2/14/2007,6:30 PM
CHI,VAN,2/16/2007,7:30 PM
NYR,CHI,2/18/2007,2:30 PM
DET,CHI,2/21/2007,6:30 PM
CHI,SJS,2/22/2007,7:30 PM
CHI,STL,2/25/2007,2:00 PM
CHI,DET,2/27/2007,7:30 PM
CHI,COL,3/1/2007,7:30 PM
DET,CHI,3/2/2007,6:30 PM
CHI,OTT,3/4/2007,2:00 PM
CHI,LAK,3/6/2007,7:30 PM
ARI,CHI,3/10/2007,8:00 PM
SJS,CHI,3/13/2007,9:30 PM
LAK,CHI,3/15/2007,9:30 PM
ANH,CHI,3/16/2007,9:00 PM
CBJ,CHI,3/20/2007,6:00 PM
CHI,SJS,3/21/2007,7:30 PM
CHI,LAK,3/23/2007,7:30 PM
CHI,CGY,3/25/2007,2:00 PM
CHI,ANH,3/28/2007,7:30 PM
CHI,CBJ,3/30/2007,7:30 PM
CHI,EDM,4/1/2007,2:00 PM
NSH,CHI,4/3/2007,7:00 PM
CHI,DET,4/5/2007,7:30 PM
DET,CHI,4/7/2007,0:00 PM
DAL,CHI,4/8/2007,0:00 PM
