HOME,AWAY,DATE,TIME (ET)
NYR,WSH,10/5/2006,7:00 PM
PHI,NYR,10/7/2006,7:00 PM
NYR,PHI,10/10/2006,7:00 PM
NYR,PIT,10/12/2006,7:00 PM
BUF,NYR,10/14/2006,7:00 PM
NYR,NJD,10/16/2006,7:00 PM
NYR,NSH,10/18/2006,7:00 PM
TOR,NYR,10/21/2006,7:00 PM
NYR,FLA,10/25/2006,7:00 PM
ARI,NYR,10/28/2006,10:00 PM
LAK,NYR,10/30/2006,10:30 PM
ANH,NYR,11/1/2006,10:00 PM
SJS,NYR,11/2/2006,10:30 PM
NYR,BUF,11/5/2006,5:00 PM
FLA,NYR,11/8/2006,7:30 PM
ATL,NYR,11/10/2006,7:30 PM
WSH,NYR,11/11/2006,7:00 PM
NYR,NJD,11/14/2006,7:00 PM
CAR,NYR,11/15/2006,7:00 PM
PIT,NYR,11/18/2006,7:30 PM
NYR,TBL,11/19/2006,7:00 PM
NYR,CAR,11/21/2006,7:00 PM
PIT,NYR,11/25/2006,7:30 PM
NYR,BUF,11/26/2006,7:00 PM
NYR,ATL,11/28/2006,7:00 PM
BUF,NYR,12/1/2006,8:00 PM
NYR,NYI,12/3/2006,5:00 PM
NYR,PIT,12/7/2006,7:00 PM
OTT,NYR,12/9/2006,3:00 PM
NYR,FLA,12/10/2006,7:00 PM
PHI,NYR,12/12/2006,7:00 PM
DAL,NYR,12/14/2006,8:30 PM
TOR,NYR,12/16/2006,7:00 PM
NYR,NJD,12/17/2006,7:00 PM
NYR,NYI,12/19/2006,7:00 PM
FLA,NYR,12/21/2006,7:30 PM
TBL,NYR,12/23/2006,7:30 PM
NYI,NYR,12/26/2006,7:30 PM
OTT,NYR,12/29/2006,7:30 PM
NYR,WSH,12/30/2006,7:00 PM
NJD,NYR,1/2/2007,7:30 PM
NYR,PHI,1/4/2007,7:00 PM
MON,NYR,1/6/2007,3:00 PM
NYR,NYI,1/9/2007,7:00 PM
NYR,OTT,1/11/2007,7:00 PM
NYR,BOS,1/13/2007,2:00 PM
NJD,NYR,1/16/2007,7:30 PM
NYR,ATL,1/20/2007,1:00 PM
PHI,NYR,1/27/2007,1:00 PM
BOS,NYR,1/29/2007,7:00 PM
NYR,TOR,1/31/2007,7:30 PM
TBL,NYR,2/3/2007,7:30 PM
NYR,DET,2/5/2007,7:00 PM
NJD,NYR,2/6/2007,7:30 PM
NYR,TBL,2/9/2007,7:00 PM
WSH,NYR,2/10/2007,7:00 PM
CAR,NYR,2/15/2007,7:00 PM
NYR,PHI,2/17/2007,1:00 PM
NYR,CHI,2/18/2007,3:30 PM
NJD,NYR,2/20/2007,7:30 PM
NYR,NJD,2/22/2007,7:00 PM
NYR,CBJ,2/24/2007,7:00 PM
NYR,MON,2/27/2007,7:00 PM
NYR,PIT,3/1/2007,7:00 PM
NYR,STL,3/3/2007,1:00 PM
NYR,NYI,3/5/2007,7:00 PM
NYI,NYR,3/8/2007,7:30 PM
PIT,NYR,3/10/2007,1:00 PM
NYR,CAR,3/11/2007,0:30 PM
NYR,OTT,3/13/2007,7:00 PM
ATL,NYR,3/16/2007,7:30 PM
NYR,BOS,3/17/2007,7:00 PM
NYR,PIT,3/19/2007,7:00 PM
NYR,PHI,3/21/2007,7:30 PM
BOS,NYR,3/24/2007,1:00 PM
NYI,NYR,3/25/2007,0:30 PM
MON,NYR,3/27/2007,7:30 PM
PHI,NYR,3/31/2007,7:00 PM
NYR,TOR,4/1/2007,7:00 PM
NYI,NYR,4/3/2007,7:30 PM
NYR,MON,4/5/2007,7:00 PM
PIT,NYR,4/7/2007,7:30 PM
