HOME,AWAY,DATE,TIME (ET)
PIT,PHI,10/5/2006,7:30 PM
PHI,NYR,10/7/2006,7:00 PM
NYR,PHI,10/10/2006,7:00 PM
PHI,MON,10/11/2006,7:30 PM
NJD,PHI,10/14/2006,7:30 PM
BUF,PHI,10/17/2006,7:00 PM
TBL,PHI,10/19/2006,7:30 PM
FLA,PHI,10/20/2006,7:30 PM
PHI,ATL,10/26/2006,7:00 PM
PHI,PIT,10/28/2006,7:00 PM
PHI,CHI,10/30/2006,7:00 PM
PHI,TBL,11/2/2006,7:00 PM
PHI,WSH,11/4/2006,7:00 PM
TOR,PHI,11/6/2006,7:30 PM
PHI,NYI,11/9/2006,7:00 PM
PHI,BUF,11/11/2006,7:00 PM
PIT,PHI,11/13/2006,7:30 PM
ANH,PHI,11/15/2006,10:00 PM
LAK,PHI,11/16/2006,10:30 PM
SJS,PHI,11/18/2006,10:30 PM
PHI,PIT,11/20/2006,7:00 PM
PHI,OTT,11/22/2006,7:00 PM
PHI,CBJ,11/24/2006,1:00 PM
MON,PHI,11/25/2006,7:00 PM
PHI,NSH,11/29/2006,7:00 PM
NYI,PHI,11/30/2006,7:30 PM
PHI,NJD,12/2/2006,7:30 PM
NJD,PHI,12/8/2006,7:30 PM
PHI,WSH,12/9/2006,7:00 PM
PHI,NYR,12/12/2006,7:00 PM
PIT,PHI,12/13/2006,7:30 PM
WSH,PHI,12/16/2006,7:00 PM
PHI,CAR,12/19/2006,7:00 PM
MON,PHI,12/21/2006,7:30 PM
PHI,OTT,12/23/2006,1:00 PM
FLA,PHI,12/27/2006,7:30 PM
TBL,PHI,12/28/2006,7:30 PM
CAR,PHI,12/31/2006,8:00 PM
NYI,PHI,1/2/2007,7:30 PM
NYR,PHI,1/4/2007,7:00 PM
BOS,PHI,1/6/2007,1:00 PM
OTT,PHI,1/7/2007,3:00 PM
WSH,PHI,1/9/2007,7:00 PM
PHI,MON,1/11/2007,7:00 PM
PHI,PIT,1/13/2007,2:00 PM
PHI,NYI,1/18/2007,7:00 PM
NJD,PHI,1/20/2007,1:00 PM
PHI,NYR,1/27/2007,1:00 PM
ATL,PHI,1/28/2007,3:30 PM
PHI,TBL,1/30/2007,7:00 PM
PHI,NJD,2/1/2007,7:00 PM
ATL,PHI,2/3/2007,7:00 PM
NYI,PHI,2/7/2007,7:30 PM
PHI,PIT,2/8/2007,7:00 PM
PHI,STL,2/10/2007,7:00 PM
PHI,DET,2/12/2007,7:00 PM
PHI,TOR,2/15/2007,7:00 PM
NYR,PHI,2/17/2007,1:00 PM
PHI,BOS,2/19/2007,7:00 PM
BUF,PHI,2/20/2007,7:00 PM
CAR,PHI,2/22/2007,7:00 PM
PHI,TOR,2/24/2007,7:00 PM
NYI,PHI,2/27/2007,7:30 PM
BOS,PHI,3/1/2007,7:00 PM
PIT,PHI,3/4/2007,0:30 PM
PHI,NJD,3/6/2007,7:00 PM
PHI,FLA,3/8/2007,7:00 PM
PHI,BOS,3/10/2007,1:00 PM
ARI,PHI,3/12/2007,10:00 PM
DAL,PHI,3/13/2007,8:30 PM
PHI,ATL,3/15/2007,7:00 PM
OTT,PHI,3/17/2007,7:00 PM
PHI,FLA,3/20/2007,7:00 PM
NYR,PHI,3/21/2007,7:30 PM
PHI,NYI,3/24/2007,1:00 PM
PHI,CAR,3/28/2007,7:30 PM
NJD,PHI,3/30/2007,7:30 PM
PHI,NYR,3/31/2007,7:00 PM
TOR,PHI,4/3/2007,7:30 PM
PHI,NJD,4/5/2007,7:00 PM
PHI,NYI,4/7/2007,1:00 PM
PHI,BUF,4/8/2007,1:00 PM
