HOME,AWAY,DATE,TIME (ET)
OTT,TOR,10/12/2016,7:00 PM
OTT,MON,10/15/2016,7:00 PM
DET,OTT,10/17/2016,7:30 PM
OTT,ARI,10/18/2016,7:30 PM
OTT,TBL,10/22/2016,7:00 PM
VAN,OTT,10/25/2016,10:00 PM
CGY,OTT,10/28/2016,9:00 PM
EDM,OTT,10/30/2016,9:00 PM
OTT,CAR,11/1/2016,7:30 PM
OTT,VAN,11/3/2016,7:30 PM
OTT,BUF,11/5/2016,7:00 PM
NSH,OTT,11/8/2016,8:00 PM
BUF,OTT,11/9/2016,7:30 PM
OTT,LAK,11/11/2016,7:30 PM
OTT,MIN,11/13/2016,5:00 PM
PHI,OTT,11/15/2016,7:00 PM
OTT,NSH,11/17/2016,7:30 PM
OTT,FLA,11/19/2016,7:00 PM
MON,OTT,11/22/2016,7:30 PM
OTT,BOS,11/24/2016,7:30 PM
OTT,CAR,11/26/2016,7:00 PM
NYR,OTT,11/27/2016,7:00 PM
OTT,BUF,11/29/2016,7:30 PM
OTT,PHI,12/1/2016,7:30 PM
OTT,FLA,12/3/2016,7:00 PM
PIT,OTT,12/5/2016,7:00 PM
SJS,OTT,12/7/2016,10:30 PM
LAK,OTT,12/10/2016,4:00 PM
ANH,OTT,12/11/2016,4:00 PM
OTT,SJS,12/14/2016,7:00 PM
OTT,NJD,12/17/2016,7:00 PM
NYI,OTT,12/18/2016,7:00 PM
CHI,OTT,12/20/2016,8:30 PM
OTT,ANH,12/22/2016,7:30 PM
NYR,OTT,12/27/2016,7:00 PM
OTT,DET,12/29/2016,7:30 PM
WSH,OTT,1/1/2017,7:30 PM
OTT,WSH,1/7/2017,7:00 PM
OTT,EDM,1/8/2017,7:00 PM
OTT,PIT,1/12/2017,7:30 PM
OTT,TOR,1/14/2017,7:00 PM
STL,OTT,1/17/2017,8:00 PM
CBJ,OTT,1/19/2017,7:00 PM
TOR,OTT,1/21/2017,7:00 PM
OTT,CBJ,1/22/2017,5:00 PM
OTT,WSH,1/24/2017,7:30 PM
OTT,CGY,1/26/2017,7:30 PM
FLA,OTT,1/31/2017,7:30 PM
TBL,OTT,2/2/2017,7:30 PM
BUF,OTT,2/4/2017,7:00 PM
OTT,STL,2/7/2017,7:30 PM
OTT,DAL,2/9/2017,7:30 PM
OTT,NYI,2/11/2017,1:00 PM
OTT,BUF,2/14/2017,7:30 PM
NJD,OTT,2/16/2017,7:00 PM
TOR,OTT,2/18/2017,7:00 PM
OTT,WPG,2/19/2017,5:00 PM
NJD,OTT,2/21/2017,7:00 PM
CAR,OTT,2/24/2017,7:30 PM
FLA,OTT,2/26/2017,7:30 PM
TBL,OTT,2/27/2017,7:30 PM
OTT,COL,3/2/2017,7:30 PM
OTT,CBJ,3/4/2017,7:00 PM
OTT,BOS,3/6/2017,7:30 PM
DAL,OTT,3/8/2017,8:00 PM
ARI,OTT,3/9/2017,9:00 PM
COL,OTT,3/11/2017,7:00 PM
OTT,TBL,3/14/2017,7:30 PM
OTT,CHI,3/16/2017,7:30 PM
OTT,MON,3/18/2017,7:00 PM
MON,OTT,3/19/2017,7:30 PM
BOS,OTT,3/21/2017,7:00 PM
OTT,PIT,3/23/2017,7:30 PM
MON,OTT,3/25/2017,7:00 PM
PHI,OTT,3/28/2017,7:00 PM
MIN,OTT,3/30/2017,8:00 PM
WPG,OTT,4/1/2017,7:00 PM
DET,OTT,4/3/2017,7:00 PM
OTT,DET,4/4/2017,7:30 PM
BOS,OTT,4/6/2017,7:00 PM
OTT,NYR,4/8/2017,0:30 PM
NYI,OTT,4/9/2017,5:00 PM
