HOME,AWAY,DATE,TIME (ET)
CBJ,BOS,10/13/2016,7:00 PM
TOR,BOS,10/15/2016,7:00 PM
WPG,BOS,10/17/2016,8:00 PM
BOS,NJD,10/20/2016,7:00 PM
BOS,MON,10/22/2016,7:00 PM
BOS,MIN,10/25/2016,7:00 PM
NYR,BOS,10/26/2016,8:00 PM
DET,BOS,10/29/2016,7:00 PM
FLA,BOS,11/1/2016,7:30 PM
TBL,BOS,11/3/2016,7:30 PM
BOS,NYR,11/5/2016,7:00 PM
BOS,BUF,11/7/2016,7:00 PM
MON,BOS,11/8/2016,7:30 PM
BOS,CBJ,11/10/2016,7:00 PM
ARI,BOS,11/12/2016,8:00 PM
COL,BOS,11/13/2016,7:00 PM
MIN,BOS,11/17/2016,8:00 PM
BOS,WPG,11/19/2016,7:00 PM
BOS,STL,11/22/2016,7:00 PM
OTT,BOS,11/24/2016,7:30 PM
BOS,CGY,11/25/2016,7:30 PM
BOS,TBL,11/27/2016,1:00 PM
PHI,BOS,11/29/2016,7:00 PM
BOS,CAR,12/1/2016,7:00 PM
BUF,BOS,12/3/2016,1:00 PM
BOS,FLA,12/5/2016,7:00 PM
WSH,BOS,12/7/2016,8:00 PM
BOS,COL,12/8/2016,7:00 PM
BOS,TOR,12/10/2016,7:00 PM
MON,BOS,12/12/2016,7:30 PM
PIT,BOS,12/14/2016,7:30 PM
BOS,ANH,12/15/2016,7:00 PM
BOS,LAK,12/18/2016,1:00 PM
BOS,NYI,12/20/2016,7:00 PM
FLA,BOS,12/22/2016,7:30 PM
CAR,BOS,12/23/2016,7:30 PM
CBJ,BOS,12/27/2016,7:00 PM
BUF,BOS,12/29/2016,7:00 PM
BOS,BUF,12/31/2016,1:00 PM
NJD,BOS,1/2/2017,7:00 PM
BOS,EDM,1/5/2017,7:00 PM
FLA,BOS,1/7/2017,7:00 PM
CAR,BOS,1/8/2017,5:00 PM
STL,BOS,1/10/2017,8:00 PM
NSH,BOS,1/12/2017,8:00 PM
BOS,PHI,1/14/2017,1:00 PM
BOS,NYI,1/16/2017,1:00 PM
DET,BOS,1/18/2017,8:00 PM
BOS,CHI,1/20/2017,7:00 PM
PIT,BOS,1/22/2017,0:30 PM
BOS,DET,1/24/2017,7:00 PM
BOS,PIT,1/26/2017,7:00 PM
TBL,BOS,1/31/2017,7:30 PM
WSH,BOS,2/1/2017,8:00 PM
BOS,TOR,2/4/2017,7:00 PM
BOS,SJS,2/9/2017,7:00 PM
BOS,VAN,2/11/2017,1:00 PM
BOS,MON,2/12/2017,7:30 PM
SJS,BOS,2/19/2017,8:30 PM
ANH,BOS,2/22/2017,10:30 PM
LAK,BOS,2/23/2017,10:30 PM
DAL,BOS,2/26/2017,0:30 PM
BOS,ARI,2/28/2017,7:00 PM
BOS,NYR,3/2/2017,7:00 PM
BOS,NJD,3/4/2017,7:00 PM
OTT,BOS,3/6/2017,7:30 PM
BOS,DET,3/8/2017,8:00 PM
BOS,PHI,3/11/2017,1:00 PM
VAN,BOS,3/13/2017,10:00 PM
CGY,BOS,3/15/2017,9:00 PM
EDM,BOS,3/16/2017,9:00 PM
TOR,BOS,3/20/2017,7:30 PM
BOS,OTT,3/21/2017,7:00 PM
BOS,TBL,3/23/2017,7:00 PM
NYI,BOS,3/25/2017,7:00 PM
BOS,NSH,3/28/2017,7:00 PM
BOS,DAL,3/30/2017,7:00 PM
BOS,FLA,4/1/2017,1:00 PM
CHI,BOS,4/2/2017,0:30 PM
BOS,TBL,4/4/2017,7:00 PM
BOS,OTT,4/6/2017,7:00 PM
BOS,WSH,4/8/2017,3:00 PM
