HOME,AWAY,DATE,TIME (ET)
BUF,MON,10/13/2016,7:00 PM
OTT,MON,10/15/2016,7:00 PM
MON,PIT,10/18/2016,7:30 PM
MON,ARI,10/20/2016,7:30 PM
BOS,MON,10/22/2016,7:00 PM
MON,PHI,10/24/2016,7:30 PM
NYI,MON,10/26/2016,7:00 PM
MON,TBL,10/27/2016,7:30 PM
MON,TOR,10/29/2016,7:00 PM
MON,VAN,11/2/2016,7:30 PM
CBJ,MON,11/4/2016,7:00 PM
MON,PHI,11/5/2016,7:00 PM
MON,BOS,11/8/2016,7:30 PM
MON,LAK,11/10/2016,7:30 PM
MON,DET,11/12/2016,7:00 PM
CHI,MON,11/13/2016,7:00 PM
MON,FLA,11/15/2016,7:30 PM
CAR,MON,11/18/2016,7:30 PM
MON,TOR,11/19/2016,7:00 PM
MON,OTT,11/22/2016,7:30 PM
MON,CAR,11/24/2016,7:30 PM
DET,MON,11/26/2016,7:00 PM
ANH,MON,11/29/2016,10:00 PM
SJS,MON,12/2/2016,10:30 PM
LAK,MON,12/4/2016,10:30 PM
STL,MON,12/6/2016,8:00 PM
MON,NJD,12/8/2016,7:30 PM
MON,COL,12/10/2016,7:00 PM
MON,BOS,12/12/2016,7:30 PM
MON,SJS,12/16/2016,7:30 PM
WSH,MON,12/17/2016,7:00 PM
MON,ANH,12/20/2016,7:30 PM
MON,MIN,12/22/2016,7:30 PM
CBJ,MON,12/23/2016,7:00 PM
TBL,MON,12/28/2016,7:30 PM
FLA,MON,12/29/2016,7:30 PM
PIT,MON,12/31/2016,7:00 PM
NSH,MON,1/3/2017,8:00 PM
DAL,MON,1/4/2017,8:00 PM
TOR,MON,1/7/2017,7:00 PM
MON,WSH,1/9/2017,7:30 PM
WPG,MON,1/11/2017,7:30 PM
MIN,MON,1/12/2017,8:00 PM
MON,NYR,1/14/2017,7:00 PM
DET,MON,1/16/2017,3:00 PM
MON,PIT,1/18/2017,7:30 PM
NJD,MON,1/20/2017,7:30 PM
MON,BUF,1/21/2017,7:00 PM
MON,CGY,1/24/2017,7:30 PM
NYI,MON,1/26/2017,7:00 PM
MON,BUF,1/31/2017,7:30 PM
PHI,MON,2/2/2017,7:00 PM
MON,WSH,2/4/2017,1:00 PM
MON,EDM,2/5/2017,1:00 PM
COL,MON,2/7/2017,9:00 PM
ARI,MON,2/9/2017,9:00 PM
MON,STL,2/11/2017,7:00 PM
BOS,MON,2/12/2017,7:30 PM
MON,WPG,2/18/2017,2:00 PM
NYR,MON,2/21/2017,7:00 PM
MON,NYI,2/23/2017,7:30 PM
TOR,MON,2/25/2017,7:00 PM
NJD,MON,2/27/2017,7:00 PM
MON,CBJ,2/28/2017,7:30 PM
MON,NSH,3/2/2017,7:30 PM
NYR,MON,3/4/2017,7:00 PM
VAN,MON,3/7/2017,10:00 PM
CGY,MON,3/9/2017,9:00 PM
EDM,MON,3/12/2017,7:00 PM
MON,CHI,3/14/2017,7:30 PM
OTT,MON,3/18/2017,7:00 PM
MON,OTT,3/19/2017,7:30 PM
MON,DET,3/21/2017,7:30 PM
MON,CAR,3/23/2017,7:30 PM
MON,OTT,3/25/2017,7:00 PM
MON,DAL,3/28/2017,7:30 PM
MON,FLA,3/30/2017,7:30 PM
TBL,MON,4/1/2017,7:00 PM
FLA,MON,4/3/2017,7:30 PM
BUF,MON,4/5/2017,7:30 PM
MON,TBL,4/7/2017,7:30 PM
DET,MON,4/8/2017,7:00 PM
