HOME,AWAY,DATE,TIME (ET)
LAK,PHI,10/14/2016,10:30 PM
ARI,PHI,10/15/2016,9:00 PM
CHI,PHI,10/18/2016,8:30 PM
PHI,ANH,10/20/2016,7:00 PM
PHI,CAR,10/22/2016,7:00 PM
MON,PHI,10/24/2016,7:30 PM
PHI,BUF,10/25/2016,7:00 PM
PHI,ARI,10/27/2016,7:00 PM
PHI,PIT,10/29/2016,7:00 PM
CAR,PHI,10/30/2016,5:00 PM
PHI,DET,11/2/2016,8:00 PM
NYI,PHI,11/3/2016,7:00 PM
MON,PHI,11/5/2016,7:00 PM
PHI,DET,11/8/2016,7:00 PM
TOR,PHI,11/11/2016,7:30 PM
PHI,MIN,11/12/2016,7:00 PM
PHI,OTT,11/15/2016,7:00 PM
PHI,WPG,11/17/2016,7:00 PM
PHI,TBL,11/19/2016,1:00 PM
FLA,PHI,11/22/2016,7:30 PM
TBL,PHI,11/23/2016,7:30 PM
PHI,NYR,11/25/2016,1:00 PM
PHI,CGY,11/27/2016,7:00 PM
PHI,BOS,11/29/2016,7:00 PM
OTT,PHI,12/1/2016,7:30 PM
PHI,CHI,12/3/2016,1:00 PM
NSH,PHI,12/4/2016,6:00 PM
PHI,FLA,12/6/2016,7:00 PM
PHI,EDM,12/8/2016,7:00 PM
PHI,DAL,12/10/2016,1:00 PM
DET,PHI,12/11/2016,5:00 PM
COL,PHI,12/14/2016,10:00 PM
DAL,PHI,12/17/2016,2:00 PM
PHI,NSH,12/19/2016,7:00 PM
PHI,WSH,12/21/2016,8:00 PM
NJD,PHI,12/22/2016,7:00 PM
STL,PHI,12/28/2016,8:00 PM
SJS,PHI,12/30/2016,10:00 PM
ANH,PHI,1/1/2017,8:00 PM
PHI,NYR,1/4/2017,8:00 PM
PHI,TBL,1/7/2017,1:00 PM
CBJ,PHI,1/8/2017,6:00 PM
BUF,PHI,1/10/2017,7:00 PM
PHI,VAN,1/12/2017,7:00 PM
BOS,PHI,1/14/2017,1:00 PM
WSH,PHI,1/15/2017,0:30 PM
PHI,NJD,1/21/2017,7:00 PM
NYI,PHI,1/22/2017,6:00 PM
NYR,PHI,1/25/2017,8:00 PM
PHI,TOR,1/26/2017,7:00 PM
CAR,PHI,1/31/2017,7:00 PM
PHI,MON,2/2/2017,7:00 PM
PHI,LAK,2/4/2017,1:00 PM
PHI,STL,2/6/2017,7:00 PM
PHI,NYI,2/9/2017,7:00 PM
PHI,SJS,2/11/2017,1:00 PM
CGY,PHI,2/15/2017,9:30 PM
EDM,PHI,2/16/2017,9:00 PM
VAN,PHI,2/19/2017,10:00 PM
PHI,WSH,2/22/2017,8:00 PM
PIT,PHI,2/25/2017,8:00 PM
PHI,COL,2/28/2017,7:00 PM
PHI,FLA,3/2/2017,7:00 PM
WSH,PHI,3/4/2017,7:00 PM
BUF,PHI,3/7/2017,7:00 PM
TOR,PHI,3/9/2017,7:30 PM
BOS,PHI,3/11/2017,1:00 PM
PHI,CBJ,3/13/2017,7:00 PM
PHI,PIT,3/15/2017,7:30 PM
NJD,PHI,3/16/2017,7:00 PM
PHI,CAR,3/19/2017,7:00 PM
WPG,PHI,3/21/2017,8:00 PM
MIN,PHI,3/23/2017,8:00 PM
CBJ,PHI,3/25/2017,2:00 PM
PIT,PHI,3/26/2017,0:30 PM
PHI,OTT,3/28/2017,7:00 PM
PHI,NYI,3/30/2017,7:00 PM
PHI,NJD,4/1/2017,7:00 PM
NYR,PHI,4/2/2017,7:30 PM
NJD,PHI,4/4/2017,7:00 PM
PHI,CBJ,4/8/2017,0:30 PM
PHI,CAR,4/9/2017,7:00 PM
