HOME,AWAY,DATE,TIME (CT)
TBL,DET,10/13/2016,6:30 PM
FLA,DET,10/15/2016,6:00 PM
DET,OTT,10/17/2016,6:30 PM
NYR,DET,10/19/2016,7:00 PM
DET,NSH,10/21/2016,6:30 PM
DET,SJS,10/22/2016,6:00 PM
DET,CAR,10/25/2016,6:30 PM
STL,DET,10/27/2016,7:00 PM
DET,BOS,10/29/2016,6:00 PM
DET,FLA,10/30/2016,4:00 PM
PHI,DET,11/2/2016,7:00 PM
DET,WPG,11/4/2016,6:30 PM
DET,EDM,11/6/2016,4:00 PM
PHI,DET,11/8/2016,6:00 PM
DET,VAN,11/10/2016,6:30 PM
MON,DET,11/12/2016,6:00 PM
DET,TBL,11/15/2016,6:30 PM
WSH,DET,11/18/2016,6:00 PM
DET,CGY,11/20/2016,6:30 PM
BUF,DET,11/23/2016,6:00 PM
NJD,DET,11/25/2016,6:30 PM
DET,MON,11/26/2016,6:00 PM
DET,DAL,11/29/2016,6:30 PM
DET,FLA,12/1/2016,6:30 PM
PIT,DET,12/3/2016,6:00 PM
NYI,DET,12/4/2016,5:00 PM
WPG,DET,12/6/2016,7:00 PM
DET,CBJ,12/9/2016,6:30 PM
DET,PHI,12/11/2016,4:00 PM
DET,ARI,12/13/2016,6:30 PM
DET,LAK,12/15/2016,6:30 PM
DET,ANH,12/17/2016,6:00 PM
CAR,DET,12/19/2016,6:00 PM
TBL,DET,12/20/2016,6:30 PM
FLA,DET,12/23/2016,6:30 PM
DET,BUF,12/27/2016,6:30 PM
OTT,DET,12/29/2016,6:30 PM
TOR,DET,1/1/2017,2:00 PM
ANH,DET,1/4/2017,9:30 PM
LAK,DET,1/5/2017,9:30 PM
SJS,DET,1/7/2017,9:30 PM
CHI,DET,1/10/2017,7:30 PM
DAL,DET,1/12/2017,7:30 PM
DET,PIT,1/14/2017,6:00 PM
DET,MON,1/16/2017,2:00 PM
DET,BOS,1/18/2017,7:00 PM
BUF,DET,1/20/2017,6:00 PM
DET,NYR,1/22/2017,2:00 PM
BOS,DET,1/24/2017,6:00 PM
DET,TOR,1/25/2017,6:00 PM
DET,NJD,1/31/2017,6:30 PM
DET,NYI,2/3/2017,6:30 PM
NSH,DET,2/4/2017,7:00 PM
DET,CBJ,2/7/2017,6:30 PM
WSH,DET,2/9/2017,6:00 PM
CBJ,DET,2/11/2017,4:00 PM
MIN,DET,2/12/2017,2:00 PM
DET,STL,2/15/2017,7:00 PM
DET,WSH,2/18/2017,1:00 PM
PIT,DET,2/19/2017,2:00 PM
DET,NYI,2/21/2017,6:30 PM
VAN,DET,2/28/2017,9:00 PM
CGY,DET,3/3/2017,8:00 PM
EDM,DET,3/4/2017,9:00 PM
TOR,DET,3/7/2017,6:30 PM
BOS,DET,3/8/2017,7:00 PM
DET,CHI,3/10/2017,6:30 PM
DET,NYR,3/12/2017,11:30 PM
COL,DET,3/15/2017,9:00 PM
ARI,DET,3/16/2017,9:00 PM
DET,COL,3/18/2017,0:00 PM
DET,BUF,3/20/2017,6:30 PM
MON,DET,3/21/2017,6:30 PM
DET,TBL,3/24/2017,6:30 PM
DET,MIN,3/26/2017,6:00 PM
CAR,DET,3/28/2017,6:00 PM
TBL,DET,3/30/2017,6:30 PM
DET,TOR,4/1/2017,6:00 PM
DET,OTT,4/3/2017,6:00 PM
OTT,DET,4/4/2017,6:30 PM
DET,MON,4/8/2017,6:00 PM
DET,NJD,4/9/2017,4:00 PM
