HOME,AWAY,DATE,TIME (ET)
TBL,DET,10/13/2016,7:30 PM
TBL,NJD,10/15/2016,7:00 PM
TBL,FLA,10/18/2016,7:30 PM
TBL,COL,10/20/2016,7:30 PM
OTT,TBL,10/22/2016,7:00 PM
TOR,TBL,10/25/2016,7:30 PM
MON,TBL,10/27/2016,7:30 PM
NJD,TBL,10/29/2016,7:00 PM
NYR,TBL,10/30/2016,7:00 PM
NYI,TBL,11/1/2016,7:00 PM
TBL,BOS,11/3/2016,7:30 PM
TBL,NJD,11/5/2016,7:00 PM
FLA,TBL,11/7/2016,7:30 PM
TBL,NYI,11/10/2016,7:30 PM
TBL,SJS,11/12/2016,7:00 PM
NYI,TBL,11/14/2016,7:00 PM
DET,TBL,11/15/2016,7:30 PM
BUF,TBL,11/17/2016,7:00 PM
PHI,TBL,11/19/2016,1:00 PM
NSH,TBL,11/21/2016,8:00 PM
TBL,PHI,11/23/2016,7:30 PM
TBL,CBJ,11/25/2016,7:30 PM
BOS,TBL,11/27/2016,1:00 PM
CBJ,TBL,11/29/2016,7:00 PM
STL,TBL,12/1/2016,8:00 PM
TBL,WSH,12/3/2016,7:00 PM
CAR,TBL,12/4/2016,5:00 PM
TBL,VAN,12/8/2016,7:30 PM
TBL,PIT,12/10/2016,7:00 PM
CGY,TBL,12/14/2016,9:30 PM
VAN,TBL,12/16/2016,10:00 PM
EDM,TBL,12/17/2016,10:00 PM
TBL,DET,12/20/2016,7:30 PM
TBL,STL,12/22/2016,7:30 PM
WSH,TBL,12/23/2016,7:00 PM
TBL,MON,12/28/2016,7:30 PM
TBL,TOR,12/29/2016,7:30 PM
TBL,CAR,12/31/2016,7:00 PM
TBL,WPG,1/3/2017,7:30 PM
TBL,NSH,1/5/2017,7:30 PM
PHI,TBL,1/7/2017,1:00 PM
PIT,TBL,1/8/2017,1:00 PM
TBL,BUF,1/12/2017,7:30 PM
TBL,CBJ,1/13/2017,7:30 PM
LAK,TBL,1/16/2017,4:00 PM
ANH,TBL,1/17/2017,10:00 PM
SJS,TBL,1/19/2017,10:30 PM
ARI,TBL,1/21/2017,8:00 PM
CHI,TBL,1/24/2017,8:30 PM
FLA,TBL,1/26/2017,7:30 PM
TBL,BOS,1/31/2017,7:30 PM
TBL,OTT,2/2/2017,7:30 PM
TBL,ANH,2/4/2017,7:00 PM
TBL,LAK,2/7/2017,7:30 PM
MIN,TBL,2/10/2017,8:00 PM
WPG,TBL,2/11/2017,7:00 PM
DAL,TBL,2/18/2017,8:00 PM
COL,TBL,2/19/2017,8:00 PM
TBL,EDM,2/21/2017,7:30 PM
TBL,CGY,2/23/2017,7:30 PM
TBL,OTT,2/27/2017,7:30 PM
TBL,CAR,3/1/2017,7:00 PM
PIT,TBL,3/3/2017,7:00 PM
BUF,TBL,3/4/2017,7:00 PM
TBL,NYR,3/6/2017,7:30 PM
TBL,MIN,3/9/2017,7:30 PM
TBL,FLA,3/11/2017,7:00 PM
NYR,TBL,3/13/2017,7:00 PM
OTT,TBL,3/14/2017,7:30 PM
TBL,TOR,3/16/2017,7:30 PM
TBL,WSH,3/18/2017,7:00 PM
TBL,ARI,3/21/2017,7:30 PM
BOS,TBL,3/23/2017,7:00 PM
DET,TBL,3/24/2017,7:30 PM
TBL,CHI,3/27/2017,7:30 PM
TBL,DET,3/30/2017,7:30 PM
TBL,MON,4/1/2017,7:00 PM
TBL,DAL,4/2/2017,6:00 PM
BOS,TBL,4/4/2017,7:00 PM
TOR,TBL,4/6/2017,7:30 PM
MON,TBL,4/7/2017,7:30 PM
TBL,BUF,4/9/2017,5:00 PM
