HOME,AWAY,DATE,TIME (ET)
FLA,NJD,10/13/2016,7:30 PM
FLA,DET,10/15/2016,7:00 PM
TBL,FLA,10/18/2016,7:30 PM
FLA,WSH,10/20/2016,7:30 PM
FLA,COL,10/22/2016,7:00 PM
PIT,FLA,10/25/2016,7:00 PM
TOR,FLA,10/27/2016,7:30 PM
BUF,FLA,10/29/2016,1:00 PM
DET,FLA,10/30/2016,5:00 PM
FLA,BOS,11/1/2016,7:30 PM
FLA,NJD,11/3/2016,7:30 PM
WSH,FLA,11/5/2016,7:00 PM
FLA,TBL,11/7/2016,7:30 PM
FLA,SJS,11/10/2016,7:30 PM
FLA,NYI,11/12/2016,7:00 PM
MON,FLA,11/15/2016,7:30 PM
TOR,FLA,11/17/2016,7:30 PM
OTT,FLA,11/19/2016,7:00 PM
NYR,FLA,11/20/2016,5:00 PM
FLA,PHI,11/22/2016,7:30 PM
FLA,CBJ,11/26/2016,7:00 PM
CAR,FLA,11/27/2016,6:00 PM
CHI,FLA,11/29/2016,8:30 PM
DET,FLA,12/1/2016,7:30 PM
OTT,FLA,12/3/2016,7:00 PM
BOS,FLA,12/5/2016,7:00 PM
PHI,FLA,12/6/2016,7:00 PM
FLA,PIT,12/8/2016,7:30 PM
FLA,VAN,12/10/2016,7:00 PM
MIN,FLA,12/13/2016,8:00 PM
WPG,FLA,12/15/2016,8:00 PM
COL,FLA,12/16/2016,9:00 PM
FLA,BUF,12/20/2016,7:30 PM
FLA,BOS,12/22/2016,7:30 PM
FLA,DET,12/23/2016,7:30 PM
FLA,TOR,12/28/2016,7:00 PM
FLA,MON,12/29/2016,7:30 PM
DAL,FLA,12/31/2016,8:00 PM
FLA,WPG,1/4/2017,7:00 PM
FLA,NSH,1/6/2017,7:30 PM
FLA,BOS,1/7/2017,7:00 PM
NJD,FLA,1/9/2017,7:00 PM
NYI,FLA,1/11/2017,7:00 PM
FLA,NYI,1/13/2017,7:30 PM
FLA,CBJ,1/14/2017,7:00 PM
CGY,FLA,1/17/2017,9:00 PM
EDM,FLA,1/18/2017,9:30 PM
VAN,FLA,1/20/2017,10:00 PM
ARI,FLA,1/23/2017,9:00 PM
FLA,TBL,1/26/2017,7:30 PM
FLA,OTT,1/31/2017,7:30 PM
FLA,ANH,2/3/2017,7:30 PM
FLA,LAK,2/9/2017,7:30 PM
NSH,FLA,2/11/2017,2:00 PM
SJS,FLA,2/15/2017,10:30 PM
ANH,FLA,2/17/2017,10:00 PM
LAK,FLA,2/18/2017,10:00 PM
STL,FLA,2/20/2017,8:00 PM
FLA,EDM,2/22/2017,7:30 PM
FLA,CGY,2/24/2017,7:30 PM
FLA,OTT,2/26/2017,7:30 PM
FLA,CAR,2/28/2017,7:30 PM
PHI,FLA,3/2/2017,7:00 PM
FLA,DAL,3/4/2017,7:00 PM
FLA,NYR,3/7/2017,7:30 PM
FLA,MIN,3/10/2017,7:30 PM
TBL,FLA,3/11/2017,7:00 PM
FLA,TOR,3/14/2017,7:30 PM
CBJ,FLA,3/16/2017,7:00 PM
NYR,FLA,3/17/2017,7:00 PM
PIT,FLA,3/19/2017,1:00 PM
FLA,CAR,3/21/2017,7:30 PM
FLA,ARI,3/23/2017,7:30 PM
FLA,CHI,3/25/2017,7:00 PM
BUF,FLA,3/27/2017,7:00 PM
TOR,FLA,3/28/2017,7:30 PM
MON,FLA,3/30/2017,7:30 PM
BOS,FLA,4/1/2017,1:00 PM
FLA,MON,4/3/2017,7:30 PM
FLA,STL,4/6/2017,7:30 PM
FLA,BUF,4/8/2017,7:00 PM
WSH,FLA,4/9/2017,7:00 PM
