HOME,AWAY,DATE,TIME (CT)
CHI,STL,10/12/2016,7:00 PM
NSH,CHI,10/14/2016,7:00 PM
CHI,NSH,10/15/2016,7:30 PM
CHI,PHI,10/18/2016,7:30 PM
CBJ,CHI,10/21/2016,6:00 PM
CHI,TOR,10/22/2016,6:00 PM
CHI,CGY,10/24/2016,7:30 PM
NJD,CHI,10/28/2016,6:30 PM
CHI,LAK,10/30/2016,6:00 PM
CHI,CGY,11/1/2016,7:30 PM
CHI,COL,11/3/2016,7:30 PM
DAL,CHI,11/5/2016,7:00 PM
CHI,DAL,11/6/2016,6:00 PM
STL,CHI,11/9/2016,7:00 PM
CHI,WSH,11/11/2016,7:30 PM
CHI,MON,11/13/2016,6:00 PM
WPG,CHI,11/15/2016,7:00 PM
CGY,CHI,11/18/2016,8:00 PM
VAN,CHI,11/19/2016,9:00 PM
EDM,CHI,11/21/2016,8:00 PM
SJS,CHI,11/23/2016,9:30 PM
ANH,CHI,11/25/2016,3:00 PM
LAK,CHI,11/26/2016,9:30 PM
CHI,FLA,11/29/2016,7:30 PM
CHI,NJD,12/1/2016,7:30 PM
PHI,CHI,12/3/2016,0:00 PM
CHI,WPG,12/4/2016,6:00 PM
CHI,ARI,12/6/2016,7:30 PM
CHI,NYR,12/9/2016,7:30 PM
CHI,DAL,12/11/2016,6:00 PM
NYR,CHI,12/13/2016,6:00 PM
NYI,CHI,12/15/2016,6:00 PM
STL,CHI,12/17/2016,7:00 PM
CHI,SJS,12/18/2016,6:00 PM
CHI,OTT,12/20/2016,7:30 PM
CHI,COL,12/23/2016,7:30 PM
CHI,WPG,12/27/2016,7:30 PM
NSH,CHI,12/29/2016,7:00 PM
CAR,CHI,12/30/2016,6:30 PM
STL,CHI,1/2/2017,0:00 PM
CHI,BUF,1/5/2017,7:30 PM
CHI,CAR,1/6/2017,7:30 PM
CHI,NSH,1/8/2017,6:00 PM
CHI,DET,1/10/2017,7:30 PM
WSH,CHI,1/13/2017,6:00 PM
CHI,MIN,1/15/2017,6:00 PM
COL,CHI,1/17/2017,8:00 PM
BOS,CHI,1/20/2017,6:00 PM
CHI,VAN,1/22/2017,6:30 PM
CHI,TBL,1/24/2017,7:30 PM
CHI,WPG,1/26/2017,7:30 PM
SJS,CHI,1/31/2017,9:30 PM
ARI,CHI,2/2/2017,8:00 PM
DAL,CHI,2/4/2017,7:00 PM
MIN,CHI,2/8/2017,7:00 PM
WPG,CHI,2/10/2017,7:00 PM
EDM,CHI,2/11/2017,9:00 PM
CHI,EDM,2/18/2017,6:00 PM
BUF,CHI,2/19/2017,5:00 PM
MIN,CHI,2/21/2017,7:00 PM
CHI,ARI,2/23/2017,7:30 PM
CHI,STL,2/26/2017,6:30 PM
CHI,PIT,3/1/2017,7:00 PM
CHI,NYI,3/3/2017,7:30 PM
NSH,CHI,3/4/2017,7:00 PM
CHI,ANH,3/9/2017,7:30 PM
DET,CHI,3/10/2017,6:30 PM
CHI,MIN,3/12/2017,6:00 PM
MON,CHI,3/14/2017,6:30 PM
OTT,CHI,3/16/2017,6:30 PM
TOR,CHI,3/18/2017,6:00 PM
CHI,COL,3/19/2017,6:00 PM
CHI,VAN,3/21/2017,7:30 PM
CHI,DAL,3/23/2017,7:30 PM
FLA,CHI,3/25/2017,6:00 PM
TBL,CHI,3/27/2017,6:30 PM
PIT,CHI,3/29/2017,7:00 PM
CHI,CBJ,3/31/2017,7:30 PM
CHI,BOS,4/2/2017,11:30 PM
COL,CHI,4/4/2017,8:00 PM
ANH,CHI,4/6/2017,9:00 PM
LAK,CHI,4/8/2017,9:30 PM
