HOME,AWAY,DATE,TIME (ET)
OTT,TOR,10/12/2016,7:00 PM
TOR,BOS,10/15/2016,7:00 PM
WPG,TOR,10/19/2016,8:00 PM
MIN,TOR,10/20/2016,8:00 PM
CHI,TOR,10/22/2016,7:00 PM
TOR,TBL,10/25/2016,7:30 PM
TOR,FLA,10/27/2016,7:30 PM
MON,TOR,10/29/2016,7:00 PM
NYI,TOR,10/30/2016,6:00 PM
TOR,EDM,11/1/2016,7:30 PM
BUF,TOR,11/3/2016,7:00 PM
TOR,VAN,11/5/2016,7:00 PM
TOR,LAK,11/8/2016,7:30 PM
TOR,PHI,11/11/2016,7:30 PM
PIT,TOR,11/12/2016,7:00 PM
TOR,NSH,11/15/2016,7:30 PM
TOR,FLA,11/17/2016,7:30 PM
MON,TOR,11/19/2016,7:00 PM
TOR,CAR,11/22/2016,7:00 PM
NJD,TOR,11/23/2016,7:00 PM
TOR,WSH,11/26/2016,7:00 PM
EDM,TOR,11/29/2016,9:00 PM
CGY,TOR,11/30/2016,8:30 PM
VAN,TOR,12/3/2016,7:00 PM
TOR,MIN,12/7/2016,7:30 PM
BOS,TOR,12/10/2016,7:00 PM
TOR,COL,12/11/2016,7:00 PM
TOR,SJS,12/13/2016,7:30 PM
TOR,ARI,12/15/2016,7:30 PM
TOR,PIT,12/17/2016,7:00 PM
TOR,ANH,12/19/2016,7:30 PM
COL,TOR,12/22/2016,9:00 PM
ARI,TOR,12/23/2016,9:00 PM
FLA,TOR,12/28/2016,7:00 PM
TBL,TOR,12/29/2016,7:30 PM
TOR,DET,1/1/2017,3:00 PM
WSH,TOR,1/3/2017,7:00 PM
NJD,TOR,1/6/2017,7:30 PM
TOR,MON,1/7/2017,7:00 PM
NYR,TOR,1/13/2017,7:00 PM
OTT,TOR,1/14/2017,7:00 PM
TOR,BUF,1/17/2017,7:30 PM
TOR,NYR,1/19/2017,7:30 PM
TOR,OTT,1/21/2017,7:00 PM
TOR,CGY,1/23/2017,7:30 PM
DET,TOR,1/25/2017,7:00 PM
PHI,TOR,1/26/2017,7:00 PM
DAL,TOR,1/31/2017,8:30 PM
STL,TOR,2/2/2017,8:00 PM
BOS,TOR,2/4/2017,7:00 PM
NYI,TOR,2/6/2017,7:00 PM
TOR,DAL,2/7/2017,7:30 PM
TOR,STL,2/9/2017,7:30 PM
TOR,BUF,2/11/2017,7:00 PM
TOR,NYI,2/14/2017,7:30 PM
CBJ,TOR,2/15/2017,7:00 PM
TOR,OTT,2/18/2017,7:00 PM
CAR,TOR,2/19/2017,7:30 PM
TOR,WPG,2/21/2017,7:30 PM
TOR,NYR,2/23/2017,7:30 PM
TOR,MON,2/25/2017,7:00 PM
SJS,TOR,2/28/2017,10:30 PM
LAK,TOR,3/2/2017,10:30 PM
ANH,TOR,3/3/2017,10:00 PM
TOR,DET,3/7/2017,7:30 PM
TOR,PHI,3/9/2017,7:30 PM
CAR,TOR,3/11/2017,7:00 PM
FLA,TOR,3/14/2017,7:30 PM
TBL,TOR,3/16/2017,7:30 PM
TOR,CHI,3/18/2017,7:00 PM
TOR,BOS,3/20/2017,7:30 PM
CBJ,TOR,3/22/2017,7:00 PM
TOR,NJD,3/23/2017,7:30 PM
BUF,TOR,3/25/2017,7:00 PM
TOR,FLA,3/28/2017,7:30 PM
NSH,TOR,3/30/2017,8:00 PM
DET,TOR,4/1/2017,7:00 PM
BUF,TOR,4/3/2017,7:00 PM
TOR,WSH,4/4/2017,7:30 PM
TOR,TBL,4/6/2017,7:30 PM
TOR,PIT,4/8/2017,7:00 PM
TOR,CBJ,4/9/2017,6:00 PM
