HOME,AWAY,DATE,TIME (ET)
BUF,PHI,1/20/2013,0:30 PM
TOR,BUF,1/21/2013,7:00 PM
CAR,BUF,1/24/2013,7:00 PM
BUF,CAR,1/25/2013,7:00 PM
WSH,BUF,1/27/2013,3:00 PM
BUF,TOR,1/29/2013,7:00 PM
BOS,BUF,1/31/2013,7:00 PM
MON,BUF,2/2/2013,2:00 PM
BUF,FLA,2/3/2013,3:00 PM
OTT,BUF,2/5/2013,7:30 PM
BUF,MON,2/7/2013,7:00 PM
NYI,BUF,2/9/2013,7:00 PM
BUF,BOS,2/10/2013,7:00 PM
OTT,BUF,2/12/2013,7:30 PM
BUF,BOS,2/15/2013,7:00 PM
BUF,PIT,2/17/2013,0:30 PM
BUF,WPG,2/19/2013,7:00 PM
TOR,BUF,2/21/2013,7:00 PM
BUF,NYI,2/23/2013,7:00 PM
TBL,BUF,2/26/2013,7:30 PM
FLA,BUF,2/28/2013,7:30 PM
BUF,NJD,3/2/2013,3:00 PM
NYR,BUF,3/3/2013,7:30 PM
CAR,BUF,3/5/2013,7:00 PM
NJD,BUF,3/7/2013,7:00 PM
PHI,BUF,3/10/2013,7:30 PM
BUF,NYR,3/12/2013,7:00 PM
BUF,OTT,3/16/2013,3:00 PM
WSH,BUF,3/17/2013,7:00 PM
MON,BUF,3/19/2013,7:30 PM
BUF,TOR,3/21/2013,7:00 PM
MON,BUF,3/23/2013,7:00 PM
TBL,BUF,3/26/2013,7:30 PM
FLA,BUF,3/28/2013,7:30 PM
BUF,WSH,3/30/2013,7:00 PM
BUF,BOS,3/31/2013,7:30 PM
PIT,BUF,4/2/2013,7:30 PM
BUF,OTT,4/5/2013,7:00 PM
BUF,NJD,4/7/2013,7:30 PM
WPG,BUF,4/9/2013,8:00 PM
BUF,MON,4/11/2013,7:30 PM
BUF,PHI,4/13/2013,3:00 PM
BUF,TBL,4/14/2013,5:00 PM
BOS,BUF,4/17/2013,7:30 PM
BUF,NYR,4/19/2013,7:00 PM
BUF,WPG,4/22/2013,7:00 PM
PIT,BUF,4/23/2013,7:30 PM
BUF,NYI,4/26/2013,7:00 PM
