HOME,AWAY,DATE,TIME (ET)
NYI,NJD,1/19/2013,7:00 PM
NJD,PHI,1/22/2013,7:30 PM
NJD,WSH,1/25/2013,7:00 PM
MON,NJD,1/27/2013,6:00 PM
BOS,NJD,1/29/2013,7:00 PM
NJD,NYI,1/31/2013,7:00 PM
PIT,NJD,2/2/2013,1:00 PM
NYI,NJD,2/3/2013,3:00 PM
NJD,NYR,2/5/2013,7:00 PM
NJD,TBL,2/7/2013,7:00 PM
NJD,PIT,2/9/2013,1:00 PM
PIT,NJD,2/10/2013,7:30 PM
NJD,CAR,2/12/2013,7:00 PM
NJD,PHI,2/15/2013,7:00 PM
NYI,NJD,2/16/2013,7:00 PM
NJD,OTT,2/18/2013,1:00 PM
WSH,NJD,2/21/2013,7:00 PM
WSH,NJD,2/23/2013,0:00 PM
NJD,WPG,2/24/2013,5:00 PM
WPG,NJD,2/28/2013,8:00 PM
BUF,NJD,3/2/2013,3:00 PM
TOR,NJD,3/4/2013,7:00 PM
NJD,TBL,3/5/2013,7:00 PM
NJD,BUF,3/7/2013,7:00 PM
CAR,NJD,3/9/2013,7:00 PM
NJD,WPG,3/10/2013,7:00 PM
NJD,PHI,3/13/2013,7:30 PM
PHI,NJD,3/15/2013,7:00 PM
NJD,MON,3/16/2013,7:00 PM
NJD,NYR,3/19/2013,7:00 PM
CAR,NJD,3/21/2013,7:00 PM
NJD,FLA,3/23/2013,7:00 PM
OTT,NJD,3/25/2013,7:30 PM
TBL,NJD,3/29/2013,7:30 PM
FLA,NJD,3/30/2013,7:30 PM
NJD,NYI,4/1/2013,7:00 PM
BOS,NJD,4/4/2013,7:00 PM
NJD,TOR,4/6/2013,7:00 PM
BUF,NJD,4/7/2013,7:30 PM
NJD,BOS,4/10/2013,7:30 PM
NJD,OTT,4/12/2013,7:00 PM
TOR,NJD,4/15/2013,7:00 PM
PHI,NJD,4/18/2013,7:30 PM
NJD,FLA,4/20/2013,1:00 PM
NYR,NJD,4/21/2013,3:00 PM
NJD,MON,4/23/2013,7:00 PM
NJD,PIT,4/25/2013,7:30 PM
NYR,NJD,4/27/2013,3:00 PM
