HOME,AWAY,DATE,TIME (PT)
VAN,ANH,1/19/2013,7:00 PM
CGY,ANH,1/21/2013,6:00 PM
ANH,VAN,1/25/2013,7:00 PM
ANH,NSH,1/26/2013,7:30 PM
SJS,ANH,1/29/2013,7:30 PM
ANH,MIN,2/1/2013,7:00 PM
ANH,LAK,2/2/2013,7:00 PM
ANH,SJS,2/4/2013,7:00 PM
COL,ANH,2/6/2013,6:30 PM
DAL,ANH,2/8/2013,5:30 PM
STL,ANH,2/9/2013,5:00 PM
CHI,ANH,2/12/2013,5:30 PM
DET,ANH,2/15/2013,4:30 PM
NSH,ANH,2/16/2013,5:00 PM
ANH,CBJ,2/18/2013,7:00 PM
ANH,COL,2/24/2013,5:00 PM
LAK,ANH,2/25/2013,7:30 PM
ANH,NSH,2/27/2013,7:00 PM
ANH,MIN,3/1/2013,7:00 PM
ARI,ANH,3/2/2013,5:00 PM
ARI,ANH,3/4/2013,6:00 PM
ANH,ARI,3/6/2013,7:00 PM
ANH,CGY,3/8/2013,7:30 PM
ANH,STL,3/10/2013,5:00 PM
MIN,ANH,3/12/2013,5:00 PM
DAL,ANH,3/14/2013,5:30 PM
STL,ANH,3/16/2013,5:00 PM
ANH,SJS,3/18/2013,7:00 PM
ANH,CHI,3/20/2013,7:00 PM
ANH,DET,3/22/2013,7:00 PM
ANH,DET,3/24/2013,5:00 PM
ANH,SJS,3/25/2013,7:00 PM
SJS,ANH,3/27/2013,7:00 PM
CHI,ANH,3/29/2013,5:30 PM
CBJ,ANH,3/31/2013,3:00 PM
DAL,ANH,4/1/2013,5:30 PM
ANH,DAL,4/3/2013,7:00 PM
ANH,DAL,4/5/2013,7:00 PM
ANH,LAK,4/7/2013,6:00 PM
ANH,EDM,4/8/2013,7:00 PM
ANH,COL,4/10/2013,7:00 PM
LAK,ANH,4/13/2013,8:00 PM
ANH,CBJ,4/17/2013,7:00 PM
CGY,ANH,4/19/2013,6:00 PM
EDM,ANH,4/21/2013,5:30 PM
EDM,ANH,4/22/2013,6:30 PM
VAN,ANH,4/25/2013,7:00 PM
ANH,ARI,4/27/2013,7:00 PM
