HOME,AWAY,DATE,TIME (ET)
WPG,OTT,1/19/2013,3:00 PM
OTT,FLA,1/21/2013,7:30 PM
FLA,OTT,1/24/2013,7:30 PM
TBL,OTT,1/25/2013,7:30 PM
OTT,PIT,1/27/2013,5:00 PM
OTT,WSH,1/29/2013,7:30 PM
OTT,MON,1/30/2013,7:00 PM
CAR,OTT,2/1/2013,7:00 PM
MON,OTT,2/3/2013,2:00 PM
OTT,BUF,2/5/2013,7:30 PM
OTT,CAR,2/7/2013,7:30 PM
OTT,WPG,2/9/2013,2:00 PM
OTT,BUF,2/12/2013,7:30 PM
PIT,OTT,2/13/2013,7:00 PM
TOR,OTT,2/16/2013,7:00 PM
NJD,OTT,2/18/2013,1:00 PM
OTT,NYI,2/19/2013,7:30 PM
OTT,NYR,2/21/2013,7:30 PM
OTT,TOR,2/23/2013,7:00 PM
OTT,MON,2/25/2013,7:30 PM
BOS,OTT,2/28/2013,7:00 PM
PHI,OTT,3/2/2013,0:00 PM
NYI,OTT,3/3/2013,3:00 PM
TOR,OTT,3/6/2013,7:00 PM
NYR,OTT,3/8/2013,7:00 PM
OTT,BOS,3/11/2013,7:30 PM
MON,OTT,3/13/2013,7:00 PM
BUF,OTT,3/16/2013,3:00 PM
OTT,WPG,3/17/2013,5:00 PM
NYI,OTT,3/19/2013,7:00 PM
OTT,BOS,3/21/2013,7:30 PM
OTT,TBL,3/23/2013,2:00 PM
OTT,NJD,3/25/2013,7:30 PM
OTT,NYR,3/28/2013,7:30 PM
OTT,TOR,3/30/2013,7:00 PM
BOS,OTT,4/2/2013,7:00 PM
BUF,OTT,4/5/2013,7:00 PM
FLA,OTT,4/7/2013,6:00 PM
TBL,OTT,4/9/2013,7:30 PM
PHI,OTT,4/11/2013,7:00 PM
NJD,OTT,4/12/2013,7:00 PM
OTT,CAR,4/16/2013,7:30 PM
OTT,WSH,4/18/2013,7:30 PM
OTT,TOR,4/20/2013,7:00 PM
OTT,PIT,4/22/2013,7:30 PM
WSH,OTT,4/25/2013,7:00 PM
OTT,PHI,4/27/2013,7:00 PM
BOS,OTT,4/28/2013,7:00 PM
