HOME,AWAY,DATE,TIME (CT)
LAK,CHI,1/19/2013,2:00 PM
ARI,CHI,1/20/2013,9:00 PM
CHI,STL,1/22/2013,7:30 PM
DAL,CHI,1/24/2013,7:30 PM
CBJ,CHI,1/26/2013,6:00 PM
CHI,DET,1/27/2013,6:00 PM
MIN,CHI,1/30/2013,7:00 PM
VAN,CHI,2/1/2013,9:00 PM
CGY,CHI,2/2/2013,9:00 PM
SJS,CHI,2/5/2013,9:30 PM
ARI,CHI,2/7/2013,8:00 PM
NSH,CHI,2/10/2013,7:00 PM
CHI,ANH,2/12/2013,7:30 PM
CHI,SJS,2/15/2013,7:30 PM
CHI,LAK,2/17/2013,2:30 PM
CHI,VAN,2/19/2013,7:30 PM
CHI,SJS,2/22/2013,7:30 PM
CHI,CBJ,2/24/2013,6:00 PM
CHI,EDM,2/25/2013,7:30 PM
STL,CHI,2/28/2013,7:00 PM
CHI,CBJ,3/1/2013,7:30 PM
DET,CHI,3/3/2013,11:30 PM
CHI,MIN,3/5/2013,7:30 PM
CHI,COL,3/6/2013,7:00 PM
COL,CHI,3/8/2013,8:00 PM
CHI,EDM,3/10/2013,6:00 PM
CBJ,CHI,3/14/2013,6:00 PM
DAL,CHI,3/16/2013,7:00 PM
COL,CHI,3/18/2013,8:00 PM
ANH,CHI,3/20/2013,9:00 PM
CHI,LAK,3/25/2013,7:00 PM
CHI,CGY,3/26/2013,7:30 PM
CHI,ANH,3/29/2013,7:30 PM
DET,CHI,3/31/2013,11:30 PM
CHI,NSH,4/1/2013,7:30 PM
CHI,STL,4/4/2013,7:30 PM
NSH,CHI,4/6/2013,2:00 PM
CHI,NSH,4/7/2013,6:00 PM
MIN,CHI,4/9/2013,7:00 PM
CHI,DET,4/12/2013,7:30 PM
STL,CHI,4/14/2013,11:30 PM
CHI,DAL,4/15/2013,7:00 PM
CHI,NSH,4/19/2013,7:30 PM
CHI,ARI,4/20/2013,7:30 PM
VAN,CHI,4/22/2013,9:00 PM
EDM,CHI,4/24/2013,8:30 PM
CHI,CGY,4/26/2013,7:30 PM
STL,CHI,4/27/2013,7:00 PM
