HOME,AWAY,DATE,TIME (ET)
MON,TOR,1/19/2013,7:00 PM
TOR,BUF,1/21/2013,7:00 PM
PIT,TOR,1/23/2013,7:00 PM
TOR,NYI,1/24/2013,7:00 PM
NYR,TOR,1/26/2013,7:00 PM
BUF,TOR,1/29/2013,7:00 PM
TOR,WSH,1/31/2013,7:00 PM
TOR,BOS,2/2/2013,7:00 PM
TOR,CAR,2/4/2013,7:00 PM
WSH,TOR,2/5/2013,7:00 PM
WPG,TOR,2/7/2013,8:00 PM
MON,TOR,2/9/2013,7:00 PM
TOR,PHI,2/11/2013,7:00 PM
CAR,TOR,2/14/2013,7:00 PM
TOR,OTT,2/16/2013,7:00 PM
FLA,TOR,2/18/2013,7:30 PM
TBL,TOR,2/19/2013,7:30 PM
TOR,BUF,2/21/2013,7:00 PM
OTT,TOR,2/23/2013,7:00 PM
PHI,TOR,2/25/2013,7:00 PM
TOR,MON,2/27/2013,7:30 PM
NYI,TOR,2/28/2013,7:00 PM
TOR,NJD,3/4/2013,7:00 PM
TOR,OTT,3/6/2013,7:00 PM
BOS,TOR,3/7/2013,7:00 PM
TOR,PIT,3/9/2013,7:00 PM
WPG,TOR,3/12/2013,8:00 PM
TOR,PIT,3/14/2013,7:00 PM
TOR,WPG,3/16/2013,7:00 PM
TOR,TBL,3/20/2013,7:00 PM
BUF,TOR,3/21/2013,7:00 PM
TOR,BOS,3/23/2013,7:00 PM
BOS,TOR,3/25/2013,7:00 PM
TOR,FLA,3/26/2013,7:00 PM
TOR,CAR,3/28/2013,7:00 PM
OTT,TOR,3/30/2013,7:00 PM
TOR,PHI,4/4/2013,7:00 PM
NJD,TOR,4/6/2013,7:00 PM
TOR,NYR,4/8/2013,7:00 PM
NYR,TOR,4/10/2013,7:00 PM
TOR,MON,4/13/2013,7:00 PM
TOR,NJD,4/15/2013,7:00 PM
WSH,TOR,4/16/2013,7:00 PM
TOR,NYI,4/18/2013,7:00 PM
OTT,TOR,4/20/2013,7:00 PM
TBL,TOR,4/24/2013,7:00 PM
FLA,TOR,4/25/2013,7:30 PM
TOR,MON,4/27/2013,7:00 PM
