HOME,AWAY,DATE,TIME (CT)
NSH,CBJ,1/19/2013,7:00 PM
CBJ,DET,1/21/2013,6:30 PM
ARI,CBJ,1/23/2013,9:00 PM
COL,CBJ,1/24/2013,8:00 PM
CBJ,CHI,1/26/2013,6:00 PM
CBJ,DAL,1/28/2013,6:00 PM
MIN,CBJ,1/29/2013,7:00 PM
CBJ,STL,1/31/2013,6:00 PM
CBJ,DET,2/2/2013,6:00 PM
CBJ,LAK,2/5/2013,6:00 PM
CBJ,CGY,2/7/2013,6:00 PM
CBJ,EDM,2/10/2013,5:00 PM
CBJ,SJS,2/11/2013,6:00 PM
LAK,CBJ,2/15/2013,9:30 PM
ARI,CBJ,2/16/2013,7:00 PM
ANH,CBJ,2/18/2013,9:00 PM
DET,CBJ,2/21/2013,6:30 PM
STL,CBJ,2/23/2013,7:00 PM
CHI,CBJ,2/24/2013,6:00 PM
CBJ,DAL,2/26/2013,6:00 PM
CHI,CBJ,3/1/2013,7:30 PM
CBJ,COL,3/3/2013,2:00 PM
CBJ,EDM,3/5/2013,6:00 PM
CBJ,VAN,3/7/2013,6:00 PM
CBJ,DET,3/9/2013,1:00 PM
DET,CBJ,3/10/2013,4:00 PM
CBJ,VAN,3/12/2013,6:00 PM
CBJ,CHI,3/14/2013,6:00 PM
CBJ,ARI,3/16/2013,6:00 PM
CBJ,NSH,3/19/2013,6:00 PM
CBJ,CGY,3/22/2013,6:00 PM
NSH,CBJ,3/23/2013,7:00 PM
VAN,CBJ,3/26/2013,9:00 PM
EDM,CBJ,3/28/2013,8:30 PM
CGY,CBJ,3/29/2013,8:00 PM
CBJ,ANH,3/31/2013,5:00 PM
NSH,CBJ,4/4/2013,7:00 PM
STL,CBJ,4/5/2013,7:00 PM
CBJ,MIN,4/7/2013,5:00 PM
CBJ,SJS,4/9/2013,6:00 PM
CBJ,STL,4/12/2013,6:00 PM
MIN,CBJ,4/13/2013,7:00 PM
COL,CBJ,4/15/2013,8:00 PM
ANH,CBJ,4/17/2013,9:00 PM
LAK,CBJ,4/18/2013,9:30 PM
SJS,CBJ,4/21/2013,7:00 PM
DAL,CBJ,4/25/2013,7:30 PM
CBJ,NSH,4/27/2013,6:00 PM
