HOME,AWAY,DATE,TIME (ET)
PHI,PIT,1/19/2013,3:00 PM
BUF,PHI,1/20/2013,0:30 PM
NJD,PHI,1/22/2013,7:30 PM
PHI,NYR,1/24/2013,7:00 PM
FLA,PHI,1/26/2013,7:30 PM
TBL,PHI,1/27/2013,6:00 PM
NYR,PHI,1/29/2013,7:00 PM
WSH,PHI,2/1/2013,7:00 PM
PHI,CAR,2/2/2013,7:00 PM
PHI,TBL,2/5/2013,7:30 PM
PHI,FLA,2/7/2013,7:00 PM
PHI,CAR,2/9/2013,1:00 PM
TOR,PHI,2/11/2013,7:00 PM
WPG,PHI,2/12/2013,8:00 PM
NJD,PHI,2/15/2013,7:00 PM
MON,PHI,2/16/2013,7:00 PM
NYI,PHI,2/18/2013,1:00 PM
PIT,PHI,2/20/2013,7:30 PM
PHI,FLA,2/21/2013,7:00 PM
PHI,WPG,2/23/2013,1:00 PM
PHI,TOR,2/25/2013,7:00 PM
PHI,WSH,2/27/2013,7:30 PM
PHI,OTT,3/2/2013,0:00 PM
NYR,PHI,3/5/2013,7:30 PM
PHI,PIT,3/7/2013,7:00 PM
BOS,PHI,3/9/2013,1:00 PM
PHI,BUF,3/10/2013,7:30 PM
NJD,PHI,3/13/2013,7:30 PM
PHI,NJD,3/15/2013,7:00 PM
TBL,PHI,3/18/2013,7:30 PM
PIT,PHI,3/24/2013,7:30 PM
PHI,NYR,3/26/2013,7:30 PM
PHI,NYI,3/28/2013,7:00 PM
PHI,BOS,3/30/2013,1:00 PM
PHI,WSH,3/31/2013,6:00 PM
PHI,MON,4/3/2013,7:30 PM
TOR,PHI,4/4/2013,7:00 PM
WPG,PHI,4/6/2013,3:00 PM
NYI,PHI,4/9/2013,7:00 PM
PHI,OTT,4/11/2013,7:00 PM
BUF,PHI,4/13/2013,3:00 PM
MON,PHI,4/15/2013,7:30 PM
PHI,NYR,4/16/2013,7:30 PM
PHI,NJD,4/18/2013,7:30 PM
CAR,PHI,4/20/2013,7:00 PM
PHI,BOS,4/23/2013,7:30 PM
PHI,NYI,4/25/2013,7:00 PM
OTT,PHI,4/27/2013,7:00 PM
