HOME,AWAY,DATE,TIME (CT)
STL,DET,1/19/2013,7:00 PM
CBJ,DET,1/21/2013,6:30 PM
DET,DAL,1/22/2013,6:30 PM
DET,MIN,1/25/2013,6:30 PM
CHI,DET,1/27/2013,6:00 PM
DET,DAL,1/29/2013,6:30 PM
DET,STL,2/1/2013,6:30 PM
CBJ,DET,2/2/2013,6:00 PM
DET,CGY,2/5/2013,6:30 PM
STL,DET,2/7/2013,7:00 PM
DET,EDM,2/9/2013,1:00 PM
DET,LAK,2/10/2013,11:30 PM
DET,STL,2/13/2013,6:30 PM
DET,ANH,2/15/2013,6:30 PM
MIN,DET,2/17/2013,5:00 PM
NSH,DET,2/19/2013,7:00 PM
DET,CBJ,2/21/2013,6:30 PM
DET,NSH,2/23/2013,6:00 PM
DET,VAN,2/24/2013,4:00 PM
LAK,DET,2/27/2013,9:00 PM
SJS,DET,2/28/2013,9:30 PM
DET,CHI,3/3/2013,11:30 PM
DET,COL,3/5/2013,6:30 PM
DET,EDM,3/7/2013,6:30 PM
CBJ,DET,3/9/2013,1:00 PM
DET,CBJ,3/10/2013,4:00 PM
CGY,DET,3/13/2013,8:30 PM
EDM,DET,3/15/2013,8:30 PM
VAN,DET,3/16/2013,9:00 PM
DET,MIN,3/20/2013,6:30 PM
ANH,DET,3/22/2013,9:00 PM
ANH,DET,3/24/2013,7:00 PM
ARI,DET,3/25/2013,9:00 PM
SJS,DET,3/28/2013,9:30 PM
DET,CHI,3/31/2013,11:30 PM
DET,COL,4/1/2013,6:30 PM
ARI,DET,4/4/2013,9:00 PM
COL,DET,4/5/2013,8:00 PM
DET,STL,4/7/2013,11:30 PM
DET,SJS,4/11/2013,6:30 PM
CHI,DET,4/12/2013,7:30 PM
NSH,DET,4/14/2013,6:30 PM
CGY,DET,4/17/2013,8:30 PM
VAN,DET,4/20/2013,9:00 PM
DET,ARI,4/22/2013,6:30 PM
DET,LAK,4/24/2013,6:30 PM
DET,NSH,4/25/2013,6:30 PM
DAL,DET,4/27/2013,6:00 PM
