HOME,AWAY,DATE,TIME (ET)
FLA,CAR,1/19/2013,7:30 PM
OTT,FLA,1/21/2013,7:30 PM
MON,FLA,1/22/2013,7:30 PM
FLA,OTT,1/24/2013,7:30 PM
FLA,PHI,1/26/2013,7:30 PM
TBL,FLA,1/29/2013,7:30 PM
FLA,WPG,1/31/2013,7:30 PM
BUF,FLA,2/3/2013,3:00 PM
WPG,FLA,2/5/2013,8:00 PM
PHI,FLA,2/7/2013,7:00 PM
WSH,FLA,2/9/2013,7:00 PM
FLA,WSH,2/12/2013,7:30 PM
FLA,MON,2/14/2013,7:30 PM
FLA,TBL,2/16/2013,3:00 PM
FLA,TOR,2/18/2013,7:30 PM
PHI,FLA,2/21/2013,7:00 PM
PIT,FLA,2/22/2013,7:00 PM
FLA,BOS,2/24/2013,3:00 PM
FLA,PIT,2/26/2013,7:30 PM
FLA,BUF,2/28/2013,7:30 PM
CAR,FLA,3/2/2013,7:00 PM
FLA,CAR,3/3/2013,6:00 PM
FLA,WPG,3/5/2013,7:30 PM
WSH,FLA,3/7/2013,7:00 PM
FLA,WPG,3/8/2013,7:30 PM
FLA,MON,3/10/2013,6:00 PM
FLA,TBL,3/12/2013,7:30 PM
BOS,FLA,3/14/2013,7:00 PM
FLA,NYI,3/16/2013,7:30 PM
CAR,FLA,3/19/2013,7:00 PM
NYR,FLA,3/21/2013,7:00 PM
NJD,FLA,3/23/2013,7:00 PM
NYI,FLA,3/24/2013,5:00 PM
TOR,FLA,3/26/2013,7:00 PM
FLA,BUF,3/28/2013,7:30 PM
FLA,NJD,3/30/2013,7:30 PM
TBL,FLA,4/2/2013,7:30 PM
FLA,WSH,4/6/2013,7:30 PM
FLA,OTT,4/7/2013,6:00 PM
WPG,FLA,4/11/2013,8:00 PM
FLA,PIT,4/13/2013,7:30 PM
NYI,FLA,4/16/2013,7:00 PM
NYR,FLA,4/18/2013,7:00 PM
NJD,FLA,4/20/2013,1:00 PM
BOS,FLA,4/21/2013,0:30 PM
FLA,NYR,4/23/2013,7:30 PM
FLA,TOR,4/25/2013,7:30 PM
TBL,FLA,4/27/2013,7:00 PM
