HOME,AWAY,DATE,TIME (MT)
DAL,ARI,1/19/2013,6:00 PM
ARI,CHI,1/20/2013,8:00 PM
ARI,CBJ,1/23/2013,8:00 PM
SJS,ARI,1/24/2013,8:30 PM
ARI,LAK,1/26/2013,6:00 PM
ARI,NSH,1/28/2013,7:00 PM
ARI,EDM,1/30/2013,7:30 PM
DAL,ARI,2/1/2013,6:30 PM
ARI,DAL,2/2/2013,6:00 PM
ARI,MIN,2/4/2013,7:00 PM
ARI,CHI,2/7/2013,7:00 PM
SJS,ARI,2/9/2013,2:00 PM
COL,ARI,2/11/2013,7:00 PM
NSH,ARI,2/14/2013,6:00 PM
ARI,CBJ,2/16/2013,6:00 PM
ARI,CGY,2/18/2013,7:00 PM
EDM,ARI,2/23/2013,1:30 PM
CGY,ARI,2/24/2013,6:00 PM
VAN,ARI,2/26/2013,8:00 PM
ARI,MIN,2/28/2013,7:00 PM
ARI,ANH,3/2/2013,6:00 PM
ARI,ANH,3/4/2013,7:00 PM
ANH,ARI,3/6/2013,8:00 PM
ARI,STL,3/7/2013,7:00 PM
ARI,DAL,3/9/2013,6:00 PM
ARI,LAK,3/12/2013,8:00 PM
STL,ARI,3/14/2013,6:00 PM
CBJ,ARI,3/16/2013,5:00 PM
LAK,ARI,3/18/2013,8:30 PM
LAK,ARI,3/19/2013,8:30 PM
ARI,VAN,3/21/2013,8:00 PM
ARI,DET,3/25/2013,8:00 PM
MIN,ARI,3/27/2013,7:00 PM
NSH,ARI,3/28/2013,6:00 PM
SJS,ARI,3/30/2013,8:30 PM
ARI,LAK,4/2/2013,8:00 PM
ARI,DET,4/4/2013,8:00 PM
ARI,COL,4/6/2013,7:00 PM
VAN,ARI,4/8/2013,8:00 PM
EDM,ARI,4/10/2013,7:30 PM
CGY,ARI,4/12/2013,7:00 PM
ARI,SJS,4/15/2013,8:00 PM
STL,ARI,4/18/2013,6:00 PM
CHI,ARI,4/20/2013,6:30 PM
DET,ARI,4/22/2013,5:30 PM
ARI,SJS,4/24/2013,8:00 PM
ARI,COL,4/26/2013,8:00 PM
ANH,ARI,4/27/2013,8:00 PM
