HOME,AWAY,DATE,TIME (CT)
MIN,COL,1/19/2013,8:00 PM
MIN,DAL,1/20/2013,7:00 PM
MIN,NSH,1/22/2013,7:00 PM
DET,MIN,1/25/2013,6:30 PM
STL,MIN,1/27/2013,7:00 PM
MIN,CBJ,1/29/2013,7:00 PM
MIN,CHI,1/30/2013,7:00 PM
ANH,MIN,2/1/2013,9:00 PM
ARI,MIN,2/4/2013,8:00 PM
MIN,VAN,2/7/2013,7:00 PM
MIN,NSH,2/9/2013,7:00 PM
CGY,MIN,2/11/2013,8:00 PM
VAN,MIN,2/12/2013,9:00 PM
MIN,COL,2/14/2013,7:00 PM
MIN,DET,2/17/2013,5:00 PM
EDM,MIN,2/21/2013,8:30 PM
CGY,MIN,2/23/2013,9:00 PM
MIN,CGY,2/26/2013,7:00 PM
ARI,MIN,2/28/2013,8:00 PM
ANH,MIN,3/1/2013,9:00 PM
MIN,EDM,3/3/2013,7:00 PM
CHI,MIN,3/5/2013,7:30 PM
NSH,MIN,3/9/2013,7:00 PM
MIN,VAN,3/10/2013,7:00 PM
MIN,ANH,3/12/2013,7:00 PM
MIN,COL,3/14/2013,7:00 PM
COL,MIN,3/16/2013,2:00 PM
VAN,MIN,3/18/2013,9:00 PM
DET,MIN,3/20/2013,6:30 PM
MIN,SJS,3/23/2013,1:00 PM
DAL,MIN,3/25/2013,7:30 PM
MIN,ARI,3/27/2013,8:00 PM
DAL,MIN,3/29/2013,7:30 PM
MIN,LAK,3/30/2013,7:00 PM
MIN,STL,4/1/2013,7:00 PM
SJS,MIN,4/3/2013,9:30 PM
LAK,MIN,4/4/2013,9:30 PM
CBJ,MIN,4/7/2013,5:00 PM
MIN,CHI,4/9/2013,7:00 PM
MIN,STL,4/11/2013,7:00 PM
MIN,CBJ,4/13/2013,7:00 PM
CGY,MIN,4/15/2013,8:00 PM
EDM,MIN,4/16/2013,8:30 PM
SJS,MIN,4/18/2013,9:30 PM
MIN,CGY,4/21/2013,5:00 PM
MIN,LAK,4/23/2013,7:00 PM
MIN,EDM,4/26/2013,7:00 PM
COL,MIN,4/27/2013,6:30 PM
