HOME,AWAY,DATE,TIME (MT)
MIN,COL,1/19/2013,7:00 PM
COL,LAK,1/22/2013,7:00 PM
COL,CBJ,1/24/2013,7:00 PM
SJS,COL,1/26/2013,2:00 PM
EDM,COL,1/28/2013,7:30 PM
VAN,COL,1/30/2013,8:00 PM
CGY,COL,1/31/2013,7:00 PM
COL,EDM,2/2/2013,1:00 PM
COL,DAL,2/4/2013,7:00 PM
COL,ANH,2/6/2013,7:30 PM
COL,ARI,2/11/2013,7:00 PM
MIN,COL,2/14/2013,6:00 PM
EDM,COL,2/16/2013,8:00 PM
COL,NSH,2/18/2013,1:00 PM
COL,STL,2/20/2013,8:00 PM
LAK,COL,2/23/2013,2:00 PM
ANH,COL,2/24/2013,6:00 PM
SJS,COL,2/26/2013,8:30 PM
COL,CGY,2/28/2013,7:00 PM
CBJ,COL,3/3/2013,1:00 PM
DET,COL,3/5/2013,5:30 PM
CHI,COL,3/6/2013,6:00 PM
COL,CHI,3/8/2013,7:00 PM
COL,SJS,3/10/2013,6:00 PM
COL,EDM,3/12/2013,7:00 PM
MIN,COL,3/14/2013,6:00 PM
COL,MIN,3/16/2013,1:00 PM
COL,CHI,3/18/2013,7:00 PM
COL,DAL,3/20/2013,7:30 PM
DAL,COL,3/23/2013,6:00 PM
COL,VAN,3/24/2013,6:00 PM
CGY,COL,3/27/2013,8:00 PM
VAN,COL,3/28/2013,8:00 PM
COL,NSH,3/30/2013,1:00 PM
DET,COL,4/1/2013,5:30 PM
NSH,COL,4/2/2013,6:00 PM
COL,DET,4/5/2013,7:00 PM
ARI,COL,4/6/2013,7:00 PM
COL,CGY,4/8/2013,7:00 PM
ANH,COL,4/10/2013,8:00 PM
LAK,COL,4/11/2013,8:30 PM
COL,VAN,4/13/2013,1:00 PM
COL,CBJ,4/15/2013,7:00 PM
COL,EDM,4/19/2013,7:00 PM
COL,STL,4/21/2013,6:00 PM
STL,COL,4/23/2013,6:00 PM
ARI,COL,4/26/2013,8:00 PM
COL,MIN,4/27/2013,5:30 PM
