HOME,AWAY,DATE,TIME (CT)
NSH,CBJ,1/19/2013,7:00 PM
NSH,STL,1/21/2013,5:00 PM
MIN,NSH,1/22/2013,7:00 PM
STL,NSH,1/24/2013,7:00 PM
ANH,NSH,1/26/2013,9:30 PM
ARI,NSH,1/28/2013,8:00 PM
LAK,NSH,1/31/2013,9:30 PM
SJS,NSH,2/2/2013,9:30 PM
STL,NSH,2/5/2013,7:00 PM
NSH,LAK,2/7/2013,7:00 PM
MIN,NSH,2/9/2013,7:00 PM
NSH,CHI,2/10/2013,7:00 PM
NSH,SJS,2/12/2013,7:00 PM
NSH,ARI,2/14/2013,7:00 PM
NSH,ANH,2/16/2013,7:00 PM
COL,NSH,2/18/2013,2:00 PM
NSH,DET,2/19/2013,7:00 PM
NSH,VAN,2/22/2013,7:00 PM
DET,NSH,2/23/2013,6:00 PM
NSH,DAL,2/25/2013,7:00 PM
ANH,NSH,2/27/2013,9:00 PM
SJS,NSH,3/2/2013,9:30 PM
LAK,NSH,3/4/2013,9:30 PM
NSH,EDM,3/8/2013,7:00 PM
NSH,MIN,3/9/2013,7:00 PM
DAL,NSH,3/12/2013,7:30 PM
VAN,NSH,3/14/2013,9:00 PM
CGY,NSH,3/15/2013,8:00 PM
EDM,NSH,3/17/2013,7:00 PM
CBJ,NSH,3/19/2013,6:00 PM
NSH,CGY,3/21/2013,7:00 PM
NSH,CBJ,3/23/2013,7:00 PM
NSH,EDM,3/25/2013,7:00 PM
NSH,ARI,3/28/2013,7:00 PM
COL,NSH,3/30/2013,2:00 PM
CHI,NSH,4/1/2013,7:30 PM
NSH,COL,4/2/2013,7:00 PM
NSH,CBJ,4/4/2013,7:00 PM
NSH,CHI,4/6/2013,2:00 PM
CHI,NSH,4/7/2013,6:00 PM
NSH,STL,4/9/2013,7:00 PM
NSH,DAL,4/12/2013,7:00 PM
NSH,DET,4/14/2013,6:30 PM
NSH,VAN,4/15/2013,7:00 PM
CHI,NSH,4/19/2013,7:30 PM
NSH,CGY,4/23/2013,7:00 PM
DET,NSH,4/25/2013,6:30 PM
CBJ,NSH,4/27/2013,6:00 PM
